"'Time','II','PLETH','V','ABP','III'"
"'[01:54:58.200]',-,0.502,-,-,-"
"'[01:54:58.208]',-,0.502,-,-,-"
"'[01:54:58.216]',-,0.502,-,-,-"
"'[01:54:58.224]',-,0.502,-,-,-"
"'[01:54:58.232]',-,0.502,-,-,-"
"'[01:54:58.240]',-,0.502,-,-,-"
"'[01:54:58.248]',-,0.502,-,-,-"
"'[01:54:58.256]',-,0.502,-,-,-"
"'[01:54:58.264]',-,0.502,-,-,-"
"'[01:54:58.272]',-,0.502,-,-,-"
"'[01:54:58.280]',-,0.502,-,-,-"
"'[01:54:58.288]',-,0.502,-,-,-"
"'[01:54:58.296]',-,0.502,-,-,-"
"'[01:54:58.304]',-,0.502,-,-,-"
"'[01:54:58.312]',-,0.502,-,-,-"
"'[01:54:58.320]',-,0.502,-,-,-"
"'[01:54:58.328]',-,0.502,-,-,-"
"'[01:54:58.336]',-,0.502,-,-,-"
"'[01:54:58.344]',-,0.502,-,-,-"
"'[01:54:58.352]',-,0.502,-,-,-"
"'[01:54:58.360]',-,0.502,-,-,-"
"'[01:54:58.368]',-,0.502,-,-,-"
"'[01:54:58.376]',-,0.502,-,-,-"
"'[01:54:58.384]',-,0.502,-,-,-"
"'[01:54:58.392]',-,0.502,-,-,-"
"'[01:54:58.400]',-,0.502,-,-,-"
"'[01:54:58.408]',-,0.502,-,-,-"
"'[01:54:58.416]',-,0.502,-,-,-"
"'[01:54:58.424]',-,0.502,-,-,-"
"'[01:54:58.432]',-,0.502,-,-,-"
"'[01:54:58.440]',-,0.502,-,-,-"
"'[01:54:58.448]',-,0.502,-,-,-"
"'[01:54:58.456]',-,0.502,-,-,-"
"'[01:54:58.464]',-,0.502,-,-,-"
"'[01:54:58.472]',-,0.502,-,-,-"
"'[01:54:58.480]',-,0.502,-,-,-"
"'[01:54:58.488]',-,0.502,-,-,-"
"'[01:54:58.496]',-,0.502,-,-,-"
"'[01:54:58.504]',-,0.502,-,-,-"
"'[01:54:58.512]',-,0.502,-,-,-"
"'[01:54:58.520]',-,0.502,-,-,-"
"'[01:54:58.528]',-,0.502,-,-,-"
"'[01:54:58.536]',-,0.502,-,-,-"
"'[01:54:58.544]',-,0.502,-,-,-"
"'[01:54:58.552]',-,0.502,-,-,-"
"'[01:54:58.560]',-,0.502,-,-,-"
"'[01:54:58.568]',-,0.502,-,-,-"
"'[01:54:58.576]',-,0.502,-,-,-"
"'[01:54:58.584]',-,0.502,-,-,-"
"'[01:54:58.592]',-,0.502,-,-,-"
"'[01:54:58.600]',-,0.502,-,-,-"
"'[01:54:58.608]',-,0.502,-,-,-"
"'[01:54:58.616]',-,0.502,-,-,-"
"'[01:54:58.624]',-,0.502,-,-,-"
"'[01:54:58.632]',-,0.502,-,-,-"
"'[01:54:58.640]',-,0.502,-,-,-"
"'[01:54:58.648]',-,0.502,-,-,-"
"'[01:54:58.656]',-,0.502,-,-,-"
"'[01:54:58.664]',-,0.502,-,-,-"
"'[01:54:58.672]',-,0.502,-,-,-"
"'[01:54:58.680]',-,0.502,-,-,-"
"'[01:54:58.688]',-,0.502,-,-,-"
"'[01:54:58.696]',-,0.502,-,-,-"
"'[01:54:58.704]',-,0.502,-,-,-"
"'[01:54:58.712]',-,0.502,-,-,-"
"'[01:54:58.720]',-,0.502,-,-,-"
"'[01:54:58.728]',-,0.502,-,-,-"
"'[01:54:58.736]',-,0.502,-,-,-"
"'[01:54:58.744]',-,0.502,-,-,-"
"'[01:54:58.752]',-,0.502,-,-,-"
"'[01:54:58.760]',-,0.502,-,-,-"
"'[01:54:58.768]',-,0.502,-,-,-"
"'[01:54:58.776]',-,0.502,-,-,-"
"'[01:54:58.784]',-,0.502,-,-,-"
"'[01:54:58.792]',-,0.502,-,-,-"
"'[01:54:58.800]',-,0.502,-,-,-"
"'[01:54:58.808]',-,0.502,-,-,-"
"'[01:54:58.816]',-,0.502,-,-,-"
"'[01:54:58.824]',-,0.502,-,-,-"
"'[01:54:58.832]',-,0.502,-,-,-"
"'[01:54:58.840]',-,0.502,-,-,-"
"'[01:54:58.848]',-,0.502,-,-,-"
"'[01:54:58.856]',-,0.502,-,-,-"
"'[01:54:58.864]',-,0.502,-,-,-"
"'[01:54:58.872]',-,0.502,-,-,-"
"'[01:54:58.880]',-,0.502,-,-,-"
"'[01:54:58.888]',-,0.502,-,-,-"
"'[01:54:58.896]',-,0.502,-,-,-"
"'[01:54:58.904]',-,0.502,-,-,-"
"'[01:54:58.912]',-,0.502,-,-,-"
"'[01:54:58.920]',-,0.502,-,-,-"
"'[01:54:58.928]',-,0.502,-,-,-"
"'[01:54:58.936]',-,0.502,-,-,-"
"'[01:54:58.944]',-,0.502,-,-,-"
"'[01:54:58.952]',-,0.502,-,-,-"
"'[01:54:58.960]',-,0.502,-,-,-"
"'[01:54:58.968]',-,0.502,-,-,-"
"'[01:54:58.976]',-,0.502,-,-,-"
"'[01:54:58.984]',-,0.502,-,-,-"
"'[01:54:58.992]',-,0.502,-,-,-"
"'[01:54:59.000]',-,0.502,-,-,-"
"'[01:54:59.008]',-,0.502,-,-,-"
"'[01:54:59.016]',-,0.502,-,-,-"
"'[01:54:59.024]',-,0.502,-,-,-"
"'[01:54:59.032]',-,0.502,-,-,-"
"'[01:54:59.040]',-,0.502,-,-,-"
"'[01:54:59.048]',-,0.502,-,-,-"
"'[01:54:59.056]',-,0.502,-,-,-"
"'[01:54:59.064]',-,0.502,-,-,-"
"'[01:54:59.072]',-,0.502,-,-,-"
"'[01:54:59.080]',-,0.502,-,-,-"
"'[01:54:59.088]',-,0.502,-,-,-"
"'[01:54:59.096]',-,0.502,-,-,-"
"'[01:54:59.104]',-,0.502,-,-,-"
"'[01:54:59.112]',-,0.502,-,-,-"
"'[01:54:59.120]',-,0.502,-,-,-"
"'[01:54:59.128]',-,0.502,-,-,-"
"'[01:54:59.136]',-,0.502,-,-,-"
"'[01:54:59.144]',-,0.502,-,-,-"
"'[01:54:59.152]',-,0.502,-,-,-"
"'[01:54:59.160]',-,0.502,-,-,-"
"'[01:54:59.168]',-,0.502,-,-,-"
"'[01:54:59.176]',-,0.502,-,-,-"
"'[01:54:59.184]',-,0.502,-,-,-"
"'[01:54:59.192]',-,0.502,-,-,-"
"'[01:54:59.200]',-,0.502,-,-,-"
"'[01:54:59.208]',-,0.502,-,-,-"
"'[01:54:59.216]',-,0.502,-,-,-"
"'[01:54:59.224]',-,0.502,-,-,-"
"'[01:54:59.232]',-,0.502,-,-,-"
"'[01:54:59.240]',-,0.502,-,-,-"
"'[01:54:59.248]',-,0.502,-,-,-"
"'[01:54:59.256]',-,0.502,-,-,-"
"'[01:54:59.264]',-,0.502,-,-,-"
"'[01:54:59.272]',-,0.502,-,-,-"
"'[01:54:59.280]',-,0.502,-,-,-"
"'[01:54:59.288]',-,0.502,-,-,-"
"'[01:54:59.296]',-,0.502,-,-,-"
"'[01:54:59.304]',-,0.502,-,-,-"
"'[01:54:59.312]',-,0.502,-,-,-"
"'[01:54:59.320]',-,0.502,-,-,-"
"'[01:54:59.328]',-,0.502,-,-,-"
"'[01:54:59.336]',-,0.502,-,-,-"
"'[01:54:59.344]',-,0.502,-,-,-"
"'[01:54:59.352]',-,0.502,-,-,-"
"'[01:54:59.360]',-,0.502,-,-,-"
"'[01:54:59.368]',-,0.502,-,-,-"
"'[01:54:59.376]',-,0.502,-,-,-"
"'[01:54:59.384]',-,0.502,-,-,-"
"'[01:54:59.392]',-,0.502,-,-,-"
"'[01:54:59.400]',-,0.502,-,-,-"
"'[01:54:59.408]',-,0.502,-,-,-"
"'[01:54:59.416]',-,0.502,-,-,-"
"'[01:54:59.424]',-,0.502,-,-,-"
"'[01:54:59.432]',-,0.502,-,-,-"
"'[01:54:59.440]',-,0.502,-,-,-"
"'[01:54:59.448]',-,0.502,-,-,-"
"'[01:54:59.456]',-,0.502,-,-,-"
"'[01:54:59.464]',-,0.502,-,-,-"
"'[01:54:59.472]',-,0.502,-,-,-"
"'[01:54:59.480]',-,0.502,-,-,-"
"'[01:54:59.488]',-,0.502,-,-,-"
"'[01:54:59.496]',-,0.502,-,-,-"
"'[01:54:59.504]',-,0.502,-,-,-"
"'[01:54:59.512]',-,0.502,-,-,-"
"'[01:54:59.520]',-,0.502,-,-,-"
"'[01:54:59.528]',-,0.502,-,-,-"
"'[01:54:59.536]',-,0.502,-,-,-"
"'[01:54:59.544]',-,0.502,-,-,-"
"'[01:54:59.552]',-,0.502,-,-,-"
"'[01:54:59.560]',-,0.502,-,-,-"
"'[01:54:59.568]',-,0.502,-,-,-"
"'[01:54:59.576]',-,0.502,-,-,-"
"'[01:54:59.584]',-,0.502,-,-,-"
"'[01:54:59.592]',-,0.502,-,-,-"
"'[01:54:59.600]',-,0.502,-,-,-"
"'[01:54:59.608]',-,0.502,-,-,-"
"'[01:54:59.616]',-,0.502,-,-,-"
"'[01:54:59.624]',-,0.502,-,-,-"
"'[01:54:59.632]',-,0.502,-,-,-"
"'[01:54:59.640]',-,0.502,-,-,-"
"'[01:54:59.648]',-,0.502,-,-,-"
"'[01:54:59.656]',-,0.502,-,-,-"
"'[01:54:59.664]',-,0.502,-,-,-"
"'[01:54:59.672]',-,0.502,-,-,-"
"'[01:54:59.680]',-,0.502,-,-,-"
"'[01:54:59.688]',-,0.502,-,-,-"
"'[01:54:59.696]',-,0.502,-,-,-"
"'[01:54:59.704]',-,0.502,-,-,-"
"'[01:54:59.712]',-,0.502,-,-,-"
"'[01:54:59.720]',-,0.502,-,-,-"
"'[01:54:59.728]',-,0.502,-,-,-"
"'[01:54:59.736]',-,0.502,-,-,-"
"'[01:54:59.744]',-,0.502,-,-,-"
"'[01:54:59.752]',-,0.502,-,-,-"
"'[01:54:59.760]',-,0.502,-,-,-"
"'[01:54:59.768]',-,0.502,-,-,-"
"'[01:54:59.776]',-,0.502,-,-,-"
"'[01:54:59.784]',-,0.502,-,-,-"
"'[01:54:59.792]',-,0.502,-,-,-"
"'[01:54:59.800]',-,0.502,-,-,-"
"'[01:54:59.808]',-,0.502,-,-,-"
"'[01:54:59.816]',-,0.502,-,-,-"
"'[01:54:59.824]',-,0.502,-,-,-"
"'[01:54:59.832]',-,0.502,-,-,-"
"'[01:54:59.840]',-,0.502,-,-,-"
"'[01:54:59.848]',-,0.502,-,-,-"
"'[01:54:59.856]',-,0.502,-,-,-"
"'[01:54:59.864]',-,0.502,-,-,-"
"'[01:54:59.872]',-,0.502,-,-,-"
"'[01:54:59.880]',-,0.502,-,-,-"
"'[01:54:59.888]',-,0.502,-,-,-"
"'[01:54:59.896]',-,0.502,-,-,-"
"'[01:54:59.904]',-,0.502,-,-,-"
"'[01:54:59.912]',-,0.502,-,-,-"
"'[01:54:59.920]',-,0.502,-,-,-"
"'[01:54:59.928]',-,0.502,-,-,-"
"'[01:54:59.936]',-,0.502,-,-,-"
"'[01:54:59.944]',-,0.502,-,-,-"
"'[01:54:59.952]',-,0.502,-,-,-"
"'[01:54:59.960]',-,0.502,-,-,-"
"'[01:54:59.968]',-,0.502,-,-,-"
"'[01:54:59.976]',-,0.502,-,-,-"
"'[01:54:59.984]',-,0.502,-,-,-"
"'[01:54:59.992]',-,0.502,-,-,-"
"'[01:55:00.000]',-,0.502,-,-,-"
"'[01:55:00.008]',-,0.502,-,-,-"
"'[01:55:00.016]',-,0.502,-,-,-"
"'[01:55:00.024]',-,0.502,-,-,-"
"'[01:55:00.032]',-,0.502,-,-,-"
"'[01:55:00.040]',-,0.502,-,-,-"
"'[01:55:00.048]',-,0.502,-,-,-"
"'[01:55:00.056]',-,0.502,-,-,-"
"'[01:55:00.064]',-,0.502,-,-,-"
"'[01:55:00.072]',-,0.502,-,-,-"
"'[01:55:00.080]',-,0.502,-,-,-"
"'[01:55:00.088]',-,0.502,-,-,-"
"'[01:55:00.096]',-,0.502,-,-,-"
"'[01:55:00.104]',-,0.502,-,-,-"
"'[01:55:00.112]',-,0.502,-,-,-"
"'[01:55:00.120]',-,0.502,-,-,-"
"'[01:55:00.128]',-,0.502,-,-,-"
"'[01:55:00.136]',-,0.502,-,-,-"
"'[01:55:00.144]',-,0.502,-,-,-"
"'[01:55:00.152]',-,0.502,-,-,-"
"'[01:55:00.160]',-,0.502,-,-,-"
"'[01:55:00.168]',-,0.502,-,-,-"
"'[01:55:00.176]',-,0.502,-,-,-"
"'[01:55:00.184]',-,0.502,-,-,-"
"'[01:55:00.192]',-,0.502,-,-,-"
"'[01:55:00.200]',-,0.502,-,-,-"
"'[01:55:00.208]',-,0.502,-,-,-"
"'[01:55:00.216]',-,0.502,-,-,-"
"'[01:55:00.224]',-,0.502,-,-,-"
"'[01:55:00.232]',-,0.502,-,-,-"
"'[01:55:00.240]',-,0.502,-,-,-"
"'[01:55:00.248]',-,0.502,-,-,-"
"'[01:55:00.256]',-,0.502,-,-,-"
"'[01:55:00.264]',-,0.502,-,-,-"
"'[01:55:00.272]',-,0.502,-,-,-"
"'[01:55:00.280]',-,0.502,-,-,-"
"'[01:55:00.288]',-,0.502,-,-,-"
"'[01:55:00.296]',-,0.502,-,-,-"
"'[01:55:00.304]',-,0.502,-,-,-"
"'[01:55:00.312]',-,0.502,-,-,-"
"'[01:55:00.320]',-,0.502,-,-,-"
"'[01:55:00.328]',-,0.502,-,-,-"
"'[01:55:00.336]',-,0.502,-,-,-"
"'[01:55:00.344]',-,0.502,-,-,-"
"'[01:55:00.352]',-,0.502,-,-,-"
"'[01:55:00.360]',-,0.502,-,-,-"
"'[01:55:00.368]',-,0.502,-,-,-"
"'[01:55:00.376]',-,0.502,-,-,-"
"'[01:55:00.384]',-,0.502,-,-,-"
"'[01:55:00.392]',-,0.502,-,-,-"
"'[01:55:00.400]',-,0.502,-,-,-"
"'[01:55:00.408]',-,0.502,-,-,-"
"'[01:55:00.416]',-,0.502,-,-,-"
"'[01:55:00.424]',-,0.502,-,-,-"
"'[01:55:00.432]',-,0.502,-,-,-"
"'[01:55:00.440]',-,0.502,-,-,-"
"'[01:55:00.448]',-,0.502,-,-,-"
"'[01:55:00.456]',-,0.502,-,-,-"
"'[01:55:00.464]',-,0.502,-,-,-"
"'[01:55:00.472]',-,0.502,-,-,-"
"'[01:55:00.480]',-,0.502,-,-,-"
"'[01:55:00.488]',-,0.502,-,-,-"
"'[01:55:00.496]',-,0.502,-,-,-"
"'[01:55:00.504]',-,0.502,-,-,-"
"'[01:55:00.512]',-,0.502,-,-,-"
"'[01:55:00.520]',-,0.502,-,-,-"
"'[01:55:00.528]',-,0.502,-,-,-"
"'[01:55:00.536]',-,0.502,-,-,-"
"'[01:55:00.544]',-,0.502,-,-,-"
"'[01:55:00.552]',-,0.502,-,-,-"
"'[01:55:00.560]',-,0.502,-,-,-"
"'[01:55:00.568]',-,0.502,-,-,-"
"'[01:55:00.576]',-,0.502,-,-,-"
"'[01:55:00.584]',-,0.502,-,-,-"
"'[01:55:00.592]',-,0.502,-,-,-"
"'[01:55:00.600]',-,0.502,-,-,-"
"'[01:55:00.608]',-,0.502,-,-,-"
"'[01:55:00.616]',-,0.502,-,-,-"
"'[01:55:00.624]',-,0.502,-,-,-"
"'[01:55:00.632]',-,0.502,-,-,-"
"'[01:55:00.640]',-,0.502,-,-,-"
"'[01:55:00.648]',-,0.502,-,-,-"
"'[01:55:00.656]',-,0.502,-,-,-"
"'[01:55:00.664]',-,0.502,-,-,-"
"'[01:55:00.672]',-,0.502,-,-,-"
"'[01:55:00.680]',-,0.502,-,-,-"
"'[01:55:00.688]',-,0.502,-,-,-"
"'[01:55:00.696]',-,0.502,-,-,-"
"'[01:55:00.704]',-,0.502,-,-,-"
"'[01:55:00.712]',-,0.502,-,-,-"
"'[01:55:00.720]',-,0.502,-,-,-"
"'[01:55:00.728]',-,0.502,-,-,-"
"'[01:55:00.736]',-,0.502,-,-,-"
"'[01:55:00.744]',-,0.502,-,-,-"
"'[01:55:00.752]',-,0.502,-,-,-"
"'[01:55:00.760]',-,0.502,-,-,-"
"'[01:55:00.768]',-,0.502,-,-,-"
"'[01:55:00.776]',-,0.502,-,-,-"
"'[01:55:00.784]',-,0.502,-,-,-"
"'[01:55:00.792]',-,0.502,-,-,-"
"'[01:55:00.800]',-,0.502,-,-,-"
"'[01:55:00.808]',-,0.502,-,-,-"
"'[01:55:00.816]',-,0.502,-,-,-"
"'[01:55:00.824]',-,0.502,-,-,-"
"'[01:55:00.832]',-,0.502,-,-,-"
"'[01:55:00.840]',-,0.502,-,-,-"
"'[01:55:00.848]',-,0.502,-,-,-"
"'[01:55:00.856]',-,0.502,-,-,-"
"'[01:55:00.864]',-,0.502,-,-,-"
"'[01:55:00.872]',-,0.502,-,-,-"
"'[01:55:00.880]',-,0.502,-,-,-"
"'[01:55:00.888]',-,0.502,-,-,-"
"'[01:55:00.896]',-,0.502,-,-,-"
"'[01:55:00.904]',-,0.502,-,-,-"
"'[01:55:00.912]',-,0.502,-,-,-"
"'[01:55:00.920]',-,0.502,-,-,-"
"'[01:55:00.928]',-,0.502,-,-,-"
"'[01:55:00.936]',-,0.502,-,-,-"
"'[01:55:00.944]',-,0.502,-,-,-"
"'[01:55:00.952]',-,0.502,-,-,-"
"'[01:55:00.960]',-,0.502,-,-,-"
"'[01:55:00.968]',-,0.502,-,-,-"
"'[01:55:00.976]',-,0.502,-,-,-"
"'[01:55:00.984]',-,0.502,-,-,-"
"'[01:55:00.992]',-,0.502,-,-,-"
"'[01:55:01.000]',-,0.502,-,-,-"
"'[01:55:01.008]',-,0.502,-,-,-"
"'[01:55:01.016]',-,0.502,-,-,-"
"'[01:55:01.024]',-,0.502,-,-,-"
"'[01:55:01.032]',-,0.502,-,-,-"
"'[01:55:01.040]',-,0.502,-,-,-"
"'[01:55:01.048]',-,0.502,-,-,-"
"'[01:55:01.056]',-,0.502,-,-,-"
"'[01:55:01.064]',-,0.502,-,-,-"
"'[01:55:01.072]',-,0.502,-,-,-"
"'[01:55:01.080]',-,0.502,-,-,-"
"'[01:55:01.088]',-,0.502,-,-,-"
"'[01:55:01.096]',-,0.502,-,-,-"
"'[01:55:01.104]',-,0.502,-,-,-"
"'[01:55:01.112]',-,0.502,-,-,-"
"'[01:55:01.120]',-,0.502,-,-,-"
"'[01:55:01.128]',-,0.502,-,-,-"
"'[01:55:01.136]',-,0.502,-,-,-"
"'[01:55:01.144]',-,0.502,-,-,-"
"'[01:55:01.152]',-,0.502,-,-,-"
"'[01:55:01.160]',-,0.502,-,-,-"
"'[01:55:01.168]',-,0.502,-,-,-"
"'[01:55:01.176]',-,0.502,-,-,-"
"'[01:55:01.184]',-,0.502,-,-,-"
"'[01:55:01.192]',-,0.502,-,-,-"
"'[01:55:01.200]',-,0.502,-,-,-"
"'[01:55:01.208]',-,0.502,-,-,-"
"'[01:55:01.216]',-,0.502,-,-,-"
"'[01:55:01.224]',-,0.502,-,-,-"
"'[01:55:01.232]',-,0.502,-,-,-"
"'[01:55:01.240]',-,0.502,-,-,-"
"'[01:55:01.248]',-,0.502,-,-,-"
"'[01:55:01.256]',-,0.502,-,-,-"
"'[01:55:01.264]',-,0.502,-,-,-"
"'[01:55:01.272]',-,0.502,-,-,-"
"'[01:55:01.280]',-,0.502,-,-,-"
"'[01:55:01.288]',-,0.502,-,-,-"
"'[01:55:01.296]',-,0.502,-,-,-"
"'[01:55:01.304]',-,0.502,-,-,-"
"'[01:55:01.312]',-,0.502,-,-,-"
"'[01:55:01.320]',-,0.502,-,-,-"
"'[01:55:01.328]',-,0.502,-,-,-"
"'[01:55:01.336]',-,0.502,-,-,-"
"'[01:55:01.344]',-,0.502,-,-,-"
"'[01:55:01.352]',-,0.502,-,-,-"
"'[01:55:01.360]',-,0.502,-,-,-"
"'[01:55:01.368]',-,0.502,-,-,-"
"'[01:55:01.376]',-,0.502,-,-,-"
"'[01:55:01.384]',-,0.502,-,-,-"
"'[01:55:01.392]',-,0.502,-,-,-"
"'[01:55:01.400]',-,0.502,-,-,-"
"'[01:55:01.408]',-,0.502,-,-,-"
"'[01:55:01.416]',-,0.502,-,-,-"
"'[01:55:01.424]',-,0.502,-,-,-"
"'[01:55:01.432]',-,0.502,-,-,-"
"'[01:55:01.440]',-,0.502,-,-,-"
"'[01:55:01.448]',-,0.502,-,-,-"
"'[01:55:01.456]',-,0.502,-,-,-"
"'[01:55:01.464]',-,0.502,-,-,-"
"'[01:55:01.472]',-,0.502,-,-,-"
"'[01:55:01.480]',-,0.502,-,-,-"
"'[01:55:01.488]',-,0.502,-,-,-"
"'[01:55:01.496]',-,0.502,-,-,-"
"'[01:55:01.504]',-,0.502,-,-,-"
"'[01:55:01.512]',-,0.502,-,-,-"
"'[01:55:01.520]',-,0.502,-,-,-"
"'[01:55:01.528]',-,0.502,-,-,-"
"'[01:55:01.536]',-,0.502,-,-,-"
"'[01:55:01.544]',-,0.502,-,-,-"
"'[01:55:01.552]',-,0.502,-,-,-"
"'[01:55:01.560]',-,0.502,-,-,-"
"'[01:55:01.568]',-,0.502,-,-,-"
"'[01:55:01.576]',-,0.502,-,-,-"
"'[01:55:01.584]',-,0.502,-,-,-"
"'[01:55:01.592]',-,0.502,-,-,-"
"'[01:55:01.600]',-,0.502,-,-,-"
"'[01:55:01.608]',-,0.502,-,-,-"
"'[01:55:01.616]',-,0.502,-,-,-"
"'[01:55:01.624]',-,0.502,-,-,-"
"'[01:55:01.632]',-,0.502,-,-,-"
"'[01:55:01.640]',-,0.502,-,-,-"
"'[01:55:01.648]',-,0.502,-,-,-"
"'[01:55:01.656]',-,0.502,-,-,-"
"'[01:55:01.664]',-,0.502,-,-,-"
"'[01:55:01.672]',-,0.502,-,-,-"
"'[01:55:01.680]',-,0.502,-,-,-"
"'[01:55:01.688]',-,0.502,-,-,-"
"'[01:55:01.696]',-,0.502,-,-,-"
"'[01:55:01.704]',-,0.502,-,-,-"
"'[01:55:01.712]',-,0.502,-,-,-"
"'[01:55:01.720]',-,0.502,-,-,-"
"'[01:55:01.728]',-,0.502,-,-,-"
"'[01:55:01.736]',-,0.502,-,-,-"
"'[01:55:01.744]',-,0.502,-,-,-"
"'[01:55:01.752]',-,0.502,-,-,-"
"'[01:55:01.760]',-,0.502,-,-,-"
"'[01:55:01.768]',-,0.502,-,-,-"
"'[01:55:01.776]',-,0.502,-,-,-"
"'[01:55:01.784]',-,0.502,-,-,-"
"'[01:55:01.792]',-,0.502,-,-,-"
"'[01:55:01.800]',-,0.502,-,-,-"
"'[01:55:01.808]',-,0.502,-,-,-"
"'[01:55:01.816]',-,0.502,-,-,-"
"'[01:55:01.824]',-,0.502,-,-,-"
"'[01:55:01.832]',-,0.502,-,-,-"
"'[01:55:01.840]',-,0.502,-,-,-"
"'[01:55:01.848]',-,0.502,-,-,-"
"'[01:55:01.856]',-,0.502,-,-,-"
"'[01:55:01.864]',-,0.502,-,-,-"
"'[01:55:01.872]',-,0.502,-,-,-"
"'[01:55:01.880]',-,0.502,-,-,-"
"'[01:55:01.888]',-,0.502,-,-,-"
"'[01:55:01.896]',-,0.502,-,-,-"
"'[01:55:01.904]',-,0.502,-,-,-"
"'[01:55:01.912]',-,0.502,-,-,-"
"'[01:55:01.920]',-,0.502,-,-,-"
"'[01:55:01.928]',-,0.502,-,-,-"
"'[01:55:01.936]',-,0.502,-,-,-"
"'[01:55:01.944]',-,0.502,-,-,-"
"'[01:55:01.952]',-,0.502,-,-,-"
"'[01:55:01.960]',-,0.502,-,-,-"
"'[01:55:01.968]',-,0.502,-,-,-"
"'[01:55:01.976]',-,0.502,-,-,-"
"'[01:55:01.984]',-,0.502,-,-,-"
"'[01:55:01.992]',-,0.502,-,-,-"
"'[01:55:02.000]',-,0.502,-,-,-"
"'[01:55:02.008]',-,0.502,-,-,-"
"'[01:55:02.016]',-,0.502,-,-,-"
"'[01:55:02.024]',-,0.502,-,-,-"
"'[01:55:02.032]',-,0.502,-,-,-"
"'[01:55:02.040]',-,0.502,-,-,-"
"'[01:55:02.048]',-,0.502,-,-,-"
"'[01:55:02.056]',-,0.502,-,-,-"
"'[01:55:02.064]',-,0.502,-,-,-"
"'[01:55:02.072]',-,0.502,-,-,-"
"'[01:55:02.080]',-,0.502,-,-,-"
"'[01:55:02.088]',-,0.502,-,-,-"
"'[01:55:02.096]',-,0.502,-,-,-"
"'[01:55:02.104]',-,0.502,-,-,-"
"'[01:55:02.112]',-,0.502,-,-,-"
"'[01:55:02.120]',-,0.502,-,-,-"
"'[01:55:02.128]',-,0.502,-,-,-"
"'[01:55:02.136]',-,0.502,-,-,-"
"'[01:55:02.144]',-,0.502,-,-,-"
"'[01:55:02.152]',-,0.502,-,-,-"
"'[01:55:02.160]',-,0.502,-,-,-"
"'[01:55:02.168]',-,0.502,-,-,-"
"'[01:55:02.176]',-,0.502,-,-,-"
"'[01:55:02.184]',-,0.502,-,-,-"
"'[01:55:02.192]',-,0.502,-,-,-"
"'[01:55:02.200]',-,0.502,-,-,-"
"'[01:55:02.208]',-,0.502,-,-,-"
"'[01:55:02.216]',-,0.502,-,-,-"
"'[01:55:02.224]',-,0.502,-,-,-"
"'[01:55:02.232]',-,0.502,-,-,-"
"'[01:55:02.240]',-,0.502,-,-,-"
"'[01:55:02.248]',-,0.502,-,-,-"
"'[01:55:02.256]',-,0.502,-,-,-"
"'[01:55:02.264]',-,0.502,-,-,-"
"'[01:55:02.272]',-,0.502,-,-,-"
"'[01:55:02.280]',-,0.502,-,-,-"
"'[01:55:02.288]',-,0.502,-,-,-"
"'[01:55:02.296]',-,0.502,-,-,-"
"'[01:55:02.304]',-,0.502,-,-,-"
"'[01:55:02.312]',-,0.502,-,-,-"
"'[01:55:02.320]',-,0.502,-,-,-"
"'[01:55:02.328]',-,0.502,-,-,-"
"'[01:55:02.336]',-,0.502,-,-,-"
"'[01:55:02.344]',-,0.502,-,-,-"
"'[01:55:02.352]',-,0.502,-,-,-"
"'[01:55:02.360]',-,0.502,-,-,-"
"'[01:55:02.368]',-,0.502,-,-,-"
"'[01:55:02.376]',-,0.502,-,-,-"
"'[01:55:02.384]',-,0.502,-,-,-"
"'[01:55:02.392]',-,0.502,-,-,-"
"'[01:55:02.400]',-,0.502,-,-,-"
"'[01:55:02.408]',-,0.502,-,-,-"
"'[01:55:02.416]',-,0.502,-,-,-"
"'[01:55:02.424]',-,0.502,-,-,-"
"'[01:55:02.432]',-,0.502,-,-,-"
"'[01:55:02.440]',-,0.502,-,-,-"
"'[01:55:02.448]',-,0.502,-,-,-"
"'[01:55:02.456]',-,0.502,-,-,-"
"'[01:55:02.464]',-,0.502,-,-,-"
"'[01:55:02.472]',-,0.502,-,-,-"
"'[01:55:02.480]',-,0.502,-,-,-"
"'[01:55:02.488]',-,0.502,-,-,-"
"'[01:55:02.496]',-,0.502,-,-,-"
"'[01:55:02.504]',-,0.502,-,-,-"
"'[01:55:02.512]',-,0.502,-,-,-"
"'[01:55:02.520]',-,0.502,-,-,-"
"'[01:55:02.528]',-,0.502,-,-,-"
"'[01:55:02.536]',-,0.502,-,-,-"
"'[01:55:02.544]',-,0.502,-,-,-"
"'[01:55:02.552]',-,0.502,-,-,-"
"'[01:55:02.560]',-,0.502,-,-,-"
"'[01:55:02.568]',-,0.502,-,-,-"
"'[01:55:02.576]',-,0.502,-,-,-"
"'[01:55:02.584]',-,0.502,-,-,-"
"'[01:55:02.592]',-,0.502,-,-,-"
"'[01:55:02.600]',-,0.502,-,-,-"
"'[01:55:02.608]',-,0.502,-,-,-"
"'[01:55:02.616]',-,0.502,-,-,-"
"'[01:55:02.624]',-,0.502,-,-,-"
"'[01:55:02.632]',-,0.502,-,-,-"
"'[01:55:02.640]',-,0.502,-,-,-"
"'[01:55:02.648]',-,0.502,-,-,-"
"'[01:55:02.656]',-,0.502,-,-,-"
"'[01:55:02.664]',-,0.502,-,-,-"
