'Time','II','PLETH','ABP','III','I'
'[19:55:01.128]',0.370,0.380,138.238,-,-
'[19:55:01.136]',0.370,0.380,137.409,-,-
'[19:55:01.144]',0.370,0.376,137.409,-,-
'[19:55:01.152]',0.378,0.376,137.409,-,-
'[19:55:01.160]',0.362,0.376,137.409,-,-
'[19:55:01.168]',0.346,0.376,136.788,-,-
'[19:55:01.176]',0.346,0.376,136.788,-,-
'[19:55:01.184]',0.362,0.376,135.959,-,-
'[19:55:01.192]',0.378,0.376,134.301,-,-
'[19:55:01.200]',0.370,0.376,133.679,-,-
'[19:55:01.208]',0.362,0.376,132.021,-,-
'[19:55:01.216]',0.362,0.376,131.192,-,-
'[19:55:01.224]',0.362,0.376,129.741,-,-
'[19:55:01.232]',0.370,0.376,128.083,-,-
'[19:55:01.240]',0.409,0.380,126.632,-,-
'[19:55:01.248]',0.433,0.384,124.974,-,-
'[19:55:01.256]',0.433,0.388,122.694,-,-
'[19:55:01.264]',0.441,0.392,120.415,-,-
'[19:55:01.272]',0.441,0.396,117.098,-,-
'[19:55:01.280]',0.441,0.400,113.368,-,-
'[19:55:01.288]',0.441,0.408,109.430,-,-
'[19:55:01.296]',0.433,0.416,105.492,-,-
'[19:55:01.304]',0.409,0.424,102.383,-,-
'[19:55:01.312]',0.394,0.435,99.275,-,-
'[19:55:01.320]',0.378,0.443,98.446,-,-
'[19:55:01.328]',0.378,0.455,97.617,-,-
'[19:55:01.336]',0.370,0.463,98.446,-,-
'[19:55:01.344]',0.370,0.471,98.446,-,-
'[19:55:01.352]',0.370,0.478,99.275,-,-
'[19:55:01.360]',0.370,0.486,99.275,-,-
'[19:55:01.368]',0.378,0.494,98.446,-,-
'[19:55:01.376]',0.386,0.502,96.788,-,-
'[19:55:01.384]',0.394,0.510,95.337,-,-
'[19:55:01.392]',0.370,0.518,94.508,-,-
'[19:55:01.400]',0.346,0.525,93.057,-,-
'[19:55:01.408]',0.339,0.533,92.228,-,-
'[19:55:01.416]',0.331,0.541,92.228,-,-
'[19:55:01.424]',0.339,0.549,92.228,-,-
'[19:55:01.432]',0.362,0.557,91.399,-,-
'[19:55:01.440]',0.362,0.565,91.399,-,-
'[19:55:01.448]',0.339,0.569,91.399,-,-
'[19:55:01.456]',0.315,0.573,90.570,-,-
'[19:55:01.464]',0.276,0.576,89.741,-,-
'[19:55:01.472]',0.252,0.576,89.119,-,-
'[19:55:01.480]',0.276,0.580,88.290,-,-
'[19:55:01.488]',0.315,0.580,87.461,-,-
'[19:55:01.496]',0.370,0.580,86.632,-,-
'[19:55:01.504]',0.441,0.580,86.010,-,-
'[19:55:01.512]',0.472,0.580,86.010,-,-
'[19:55:01.520]',0.449,0.580,85.181,-,-
'[19:55:01.528]',0.409,0.580,84.352,-,-
'[19:55:01.536]',0.402,0.580,83.523,-,-
'[19:55:01.544]',0.417,0.580,83.523,-,-
'[19:55:01.552]',0.425,0.576,82.902,-,-
'[19:55:01.560]',0.417,0.573,82.073,-,-
'[19:55:01.568]',0.441,0.569,81.244,-,-
'[19:55:01.576]',0.472,0.569,81.244,-,-
'[19:55:01.584]',0.457,0.565,80.415,-,-
'[19:55:01.592]',0.433,0.561,80.415,-,-
'[19:55:01.600]',0.425,0.557,79.585,-,-
'[19:55:01.608]',0.402,0.553,78.964,-,-
'[19:55:01.616]',0.386,0.549,78.964,-,-
'[19:55:01.624]',0.378,0.545,78.135,-,-
'[19:55:01.632]',0.386,0.537,78.135,-,-
'[19:55:01.640]',0.394,0.533,77.306,-,-
'[19:55:01.648]',0.441,0.529,77.306,-,-
'[19:55:01.656]',0.567,0.522,76.477,-,-
'[19:55:01.664]',0.780,0.518,75.855,-,-
'[19:55:01.672]',0.945,0.514,75.855,-,-
'[19:55:01.680]',0.843,0.506,75.026,-,-
'[19:55:01.688]',0.465,0.502,74.197,-,-
'[19:55:01.696]',0.055,0.502,74.197,-,-
'[19:55:01.704]',-0.134,0.498,73.368,-,-
'[19:55:01.712]',-0.142,0.494,73.368,-,-
'[19:55:01.720]',0.000,0.490,73.368,-,-
'[19:55:01.728]',0.118,0.486,73.368,-,-
'[19:55:01.736]',0.220,0.482,73.368,-,-
'[19:55:01.744]',0.283,0.478,73.368,-,-
'[19:55:01.752]',0.323,0.475,73.368,-,-
'[19:55:01.760]',0.346,0.471,73.368,-,-
'[19:55:01.768]',0.362,0.467,74.197,-,-
'[19:55:01.776]',0.362,0.467,74.197,-,-
'[19:55:01.784]',0.354,0.463,74.197,-,-
'[19:55:01.792]',0.362,0.459,74.197,-,-
'[19:55:01.800]',0.378,0.459,73.368,-,-
'[19:55:01.808]',0.394,0.455,73.368,-,-
'[19:55:01.816]',0.386,0.451,73.368,-,-
'[19:55:01.824]',0.386,0.447,72.746,-,-
'[19:55:01.832]',0.402,0.447,72.746,-,-
'[19:55:01.840]',0.433,0.443,71.917,-,-
'[19:55:01.848]',0.409,0.443,71.088,-,-
'[19:55:01.856]',0.386,0.439,70.259,-,-
'[19:55:01.864]',0.394,0.439,70.259,-,-
'[19:55:01.872]',0.402,0.439,69.430,-,-
'[19:55:01.880]',0.370,0.435,68.808,-,-
'[19:55:01.888]',0.307,0.435,68.808,-,-
'[19:55:01.896]',0.276,0.431,68.808,-,-
'[19:55:01.904]',0.307,0.431,68.808,-,-
'[19:55:01.912]',0.362,0.427,70.259,-,-
'[19:55:01.920]',0.402,0.427,72.746,-,-
'[19:55:01.928]',0.402,0.427,76.477,-,-
'[19:55:01.936]',0.394,0.424,82.902,-,-
'[19:55:01.944]',0.441,0.420,90.570,-,-
'[19:55:01.952]',0.504,0.420,100.104,-,-
'[19:55:01.960]',0.535,0.416,108.601,-,-
'[19:55:01.968]',0.528,0.412,114.819,-,-
'[19:55:01.976]',0.520,0.408,119.585,-,-
'[19:55:01.984]',0.528,0.404,121.036,-,-
'[19:55:01.992]',0.512,0.400,121.036,-,-
'[19:55:02.000]',0.488,0.400,121.036,-,-
'[19:55:02.008]',0.472,0.396,121.036,-,-
'[19:55:02.016]',0.465,0.392,122.694,-,-
'[19:55:02.024]',0.457,0.392,125.803,-,-
'[19:55:02.032]',0.457,0.388,128.912,-,-
'[19:55:02.040]',0.465,0.388,133.679,-,-
'[19:55:02.048]',0.433,0.384,137.409,-,-
'[19:55:02.056]',0.417,0.384,140.725,-,-
'[19:55:02.064]',0.417,0.380,142.176,-,-
'[19:55:02.072]',0.433,0.380,143.005,-,-
'[19:55:02.080]',0.441,0.380,143.005,-,-
'[19:55:02.088]',0.472,0.380,142.176,-,-
'[19:55:02.096]',0.488,0.380,142.176,-,-
'[19:55:02.104]',0.472,0.380,141.347,-,-
'[19:55:02.112]',0.472,0.380,141.347,-,-
'[19:55:02.120]',0.472,0.380,141.347,-,-
'[19:55:02.128]',0.488,0.380,141.347,-,-
'[19:55:02.136]',0.512,0.380,141.347,-,-
'[19:55:02.144]',0.535,0.380,141.347,-,-
'[19:55:02.152]',0.535,0.380,140.725,-,-
'[19:55:02.160]',0.528,0.380,139.896,-,-
'[19:55:02.168]',0.528,0.384,139.067,-,-
'[19:55:02.176]',0.528,0.384,138.238,-,-
'[19:55:02.184]',0.535,0.384,136.788,-,-
'[19:55:02.192]',0.567,0.384,135.130,-,-
'[19:55:02.200]',0.583,0.384,133.679,-,-
'[19:55:02.208]',0.559,0.384,132.850,-,-
'[19:55:02.216]',0.512,0.388,131.192,-,-
'[19:55:02.224]',0.472,0.388,128.912,-,-
'[19:55:02.232]',0.441,0.396,127.254,-,-
'[19:55:02.240]',0.433,0.400,124.974,-,-
'[19:55:02.248]',0.433,0.404,122.694,-,-
'[19:55:02.256]',0.457,0.412,119.585,-,-
'[19:55:02.264]',0.472,0.420,116.477,-,-
'[19:55:02.272]',0.472,0.427,112.539,-,-
'[19:55:02.280]',0.441,0.435,108.601,-,-
'[19:55:02.288]',0.409,0.443,105.492,-,-
'[19:55:02.296]',0.386,0.451,103.212,-,-
'[19:55:02.304]',0.386,0.459,101.554,-,-
'[19:55:02.312]',0.370,0.467,101.554,-,-
'[19:55:02.320]',0.362,0.475,101.554,-,-
'[19:55:02.328]',0.370,0.482,101.554,-,-
'[19:55:02.336]',0.386,0.490,101.554,-,-
'[19:55:02.344]',0.402,0.498,100.725,-,-
'[19:55:02.352]',0.378,0.506,100.104,-,-
'[19:55:02.360]',0.362,0.514,98.446,-,-
'[19:55:02.368]',0.362,0.518,97.617,-,-
'[19:55:02.376]',0.378,0.525,96.166,-,-
'[19:55:02.384]',0.394,0.533,95.337,-,-
'[19:55:02.392]',0.386,0.541,94.508,-,-
'[19:55:02.400]',0.370,0.549,94.508,-,-
'[19:55:02.408]',0.378,0.553,93.679,-,-
'[19:55:02.416]',0.386,0.561,93.679,-,-
'[19:55:02.424]',0.354,0.565,93.679,-,-
'[19:55:02.432]',0.331,0.569,93.057,-,-
'[19:55:02.440]',0.307,0.573,92.228,-,-
'[19:55:02.448]',0.291,0.576,91.399,-,-
'[19:55:02.456]',0.291,0.580,90.570,-,-
'[19:55:02.464]',0.307,0.584,89.741,-,-
'[19:55:02.472]',0.323,0.584,89.741,-,-
'[19:55:02.480]',0.339,0.588,89.119,-,-
'[19:55:02.488]',0.346,0.588,88.290,-,-
'[19:55:02.496]',0.331,0.588,87.461,-,-
'[19:55:02.504]',0.307,0.588,87.461,-,-
'[19:55:02.512]',0.299,0.584,86.632,-,-
'[19:55:02.520]',0.291,0.580,86.010,-,-
'[19:55:02.528]',0.291,0.580,86.010,-,-
'[19:55:02.536]',0.283,0.576,85.181,-,-
'[19:55:02.544]',0.291,0.573,84.352,-,-
'[19:55:02.552]',0.299,0.569,84.352,-,-
'[19:55:02.560]',0.244,0.565,83.523,-,-
'[19:55:02.568]',0.165,0.565,82.902,-,-
'[19:55:02.576]',0.094,0.561,82.073,-,-
'[19:55:02.584]',0.055,0.557,82.073,-,-
'[19:55:02.592]',0.039,0.557,81.244,-,-
'[19:55:02.600]',0.055,0.553,80.415,-,-
'[19:55:02.608]',0.094,0.549,79.585,-,-
'[19:55:02.616]',0.157,0.545,79.585,-,-
'[19:55:02.624]',0.197,0.541,78.964,-,-
'[19:55:02.632]',0.228,0.533,78.135,-,-
'[19:55:02.640]',0.315,0.529,77.306,-,-
'[19:55:02.648]',0.512,0.525,77.306,-,-
'[19:55:02.656]',0.795,0.522,76.477,-,-
'[19:55:02.664]',0.961,0.518,76.477,-,-
'[19:55:02.672]',0.724,0.510,75.855,-,-
'[19:55:02.680]',0.213,0.506,75.855,-,-
'[19:55:02.688]',-0.173,0.502,75.855,-,-
'[19:55:02.696]',-0.268,0.498,75.026,-,-
'[19:55:02.704]',-0.157,0.494,75.026,-,-
'[19:55:02.712]',0.008,0.494,75.026,-,-
'[19:55:02.720]',0.134,0.490,75.026,-,-
'[19:55:02.728]',0.236,0.486,75.026,-,-
'[19:55:02.736]',0.323,0.486,74.197,-,-
'[19:55:02.744]',0.378,0.482,74.197,-,-
'[19:55:02.752]',0.402,0.478,74.197,-,-
'[19:55:02.760]',0.386,0.478,74.197,-,-
'[19:55:02.768]',0.354,0.475,74.197,-,-
'[19:55:02.776]',0.331,0.471,74.197,-,-
'[19:55:02.784]',0.331,0.467,73.368,-,-
'[19:55:02.792]',0.354,0.463,73.368,-,-
'[19:55:02.800]',0.378,0.459,73.368,-,-
'[19:55:02.808]',0.402,0.455,72.746,-,-
'[19:55:02.816]',0.417,0.451,72.746,-,-
'[19:55:02.824]',0.386,0.447,71.917,-,-
'[19:55:02.832]',0.370,0.447,71.088,-,-
'[19:55:02.840]',0.362,0.443,70.259,-,-
'[19:55:02.848]',0.362,0.443,69.430,-,-
'[19:55:02.856]',0.362,0.439,68.808,-,-
'[19:55:02.864]',0.362,0.439,68.808,-,-
'[19:55:02.872]',0.362,0.435,67.979,-,-
'[19:55:02.880]',0.370,0.435,67.150,-,-
'[19:55:02.888]',0.378,0.431,67.150,-,-
'[19:55:02.896]',0.386,0.431,67.979,-,-
'[19:55:02.904]',0.378,0.427,69.430,-,-
'[19:55:02.912]',0.370,0.427,72.746,-,-
'[19:55:02.920]',0.354,0.427,77.306,-,-
'[19:55:02.928]',0.346,0.424,84.352,-,-
'[19:55:02.936]',0.362,0.424,92.228,-,-
'[19:55:02.944]',0.386,0.420,101.554,-,-
'[19:55:02.952]',0.394,0.420,110.259,-,-
'[19:55:02.960]',0.394,0.416,116.477,-,-
'[19:55:02.968]',0.402,0.416,120.415,-,-
'[19:55:02.976]',0.417,0.412,121.865,-,-
'[19:55:02.984]',0.425,0.412,121.865,-,-
'[19:55:02.992]',0.433,0.408,121.865,-,-
'[19:55:03.000]',0.433,0.404,122.694,-,-
'[19:55:03.008]',0.441,0.400,124.974,-,-
'[19:55:03.016]',0.425,0.396,128.912,-,-
'[19:55:03.024]',0.417,0.392,132.850,-,-
'[19:55:03.032]',0.433,0.392,136.788,-,-
'[19:55:03.040]',0.425,0.388,140.725,-,-
'[19:55:03.048]',0.409,0.388,143.005,-,-
'[19:55:03.056]',0.409,0.388,143.834,-,-
'[19:55:03.064]',0.417,0.384,144.456,-,-
'[19:55:03.072]',0.409,0.384,143.834,-,-
'[19:55:03.080]',0.417,0.384,143.834,-,-
'[19:55:03.088]',0.417,0.384,143.834,-,-
'[19:55:03.096]',0.409,0.380,143.834,-,-
'[19:55:03.104]',0.409,0.380,143.834,-,-
'[19:55:03.112]',0.386,0.376,144.456,-,-
'[19:55:03.120]',0.354,0.373,144.456,-,-
'[19:55:03.128]',0.331,0.373,144.456,-,-
'[19:55:03.136]',0.339,0.373,144.456,-,-
'[19:55:03.144]',0.354,0.373,143.834,-,-
'[19:55:03.152]',0.370,0.373,142.176,-,-
'[19:55:03.160]',0.378,0.373,141.347,-,-
'[19:55:03.168]',0.386,0.373,139.896,-,-
'[19:55:03.176]',0.409,0.373,139.067,-,-
'[19:55:03.184]',0.417,0.373,137.409,-,-
'[19:55:03.192]',0.417,0.376,135.959,-,-
'[19:55:03.200]',0.402,0.376,135.130,-,-
'[19:55:03.208]',0.378,0.380,133.679,-,-
'[19:55:03.216]',0.362,0.384,131.192,-,-
'[19:55:03.224]',0.354,0.388,129.741,-,-
'[19:55:03.232]',0.362,0.396,127.254,-,-
'[19:55:03.240]',0.386,0.400,124.145,-,-
'[19:55:03.248]',0.378,0.408,121.036,-,-
'[19:55:03.256]',0.370,0.416,117.098,-,-
'[19:55:03.264]',0.370,0.424,112.539,-,-
'[19:55:03.272]',0.386,0.431,108.601,-,-
'[19:55:03.280]',0.402,0.439,104.663,-,-
'[19:55:03.288]',0.386,0.447,101.554,-,-
'[19:55:03.296]',0.362,0.459,99.275,-,-
'[19:55:03.304]',0.323,0.467,98.446,-,-
'[19:55:03.312]',0.315,0.478,98.446,-,-
'[19:55:03.320]',0.339,0.490,98.446,-,-
'[19:55:03.328]',0.346,0.498,99.275,-,-
'[19:55:03.336]',0.339,0.506,99.275,-,-
'[19:55:03.344]',0.331,0.514,98.446,-,-
'[19:55:03.352]',0.315,0.522,98.446,-,-
'[19:55:03.360]',0.315,0.529,96.788,-,-
'[19:55:03.368]',0.323,0.537,96.166,-,-
'[19:55:03.376]',0.331,0.541,94.508,-,-
'[19:55:03.384]',0.331,0.545,93.679,-,-
'[19:55:03.392]',0.339,0.553,93.057,-,-
'[19:55:03.400]',0.354,0.557,93.057,-,-
'[19:55:03.408]',0.362,0.561,92.228,-,-
'[19:55:03.416]',0.378,0.569,92.228,-,-
'[19:55:03.424]',0.394,0.573,92.228,-,-
'[19:55:03.432]',0.386,0.573,91.399,-,-
'[19:55:03.440]',0.362,0.576,90.570,-,-
'[19:55:03.448]',0.362,0.580,89.741,-,-
'[19:55:03.456]',0.370,0.580,89.119,-,-
'[19:55:03.464]',0.370,0.584,88.290,-,-
'[19:55:03.472]',0.378,0.584,87.461,-,-
'[19:55:03.480]',0.386,0.584,86.632,-,-
'[19:55:03.488]',0.378,0.584,86.632,-,-
'[19:55:03.496]',0.354,0.584,86.010,-,-
'[19:55:03.504]',0.339,0.580,85.181,-,-
'[19:55:03.512]',0.346,0.580,84.352,-,-
'[19:55:03.520]',0.346,0.576,84.352,-,-
'[19:55:03.528]',0.299,0.573,83.523,-,-
'[19:55:03.536]',0.252,0.569,83.523,-,-
'[19:55:03.544]',0.244,0.565,82.902,-,-
'[19:55:03.552]',0.260,0.565,82.073,-,-
'[19:55:03.560]',0.291,0.561,82.073,-,-
'[19:55:03.568]',0.378,0.557,81.244,-,-
'[19:55:03.576]',0.520,0.557,80.415,-,-
'[19:55:03.584]',0.732,0.553,80.415,-,-
'[19:55:03.592]',0.906,0.549,79.585,-,-
'[19:55:03.600]',0.795,0.545,78.964,-,-
'[19:55:03.608]',0.433,0.537,78.964,-,-
'[19:55:03.616]',0.063,0.533,78.135,-,-
'[19:55:03.624]',-0.134,0.529,78.135,-,-
'[19:55:03.632]',-0.142,0.522,77.306,-,-
'[19:55:03.640]',0.008,0.518,77.306,-,-
'[19:55:03.648]',0.126,0.510,76.477,-,-
'[19:55:03.656]',0.213,0.506,76.477,-,-
'[19:55:03.664]',0.268,0.502,76.477,-,-
'[19:55:03.672]',0.315,0.498,76.477,-,-
'[19:55:03.680]',0.323,0.498,76.477,-,-
'[19:55:03.688]',0.315,0.498,76.477,-,-
'[19:55:03.696]',0.315,0.502,75.855,-,-
'[19:55:03.704]',0.339,0.502,75.855,-,-
'[19:55:03.712]',0.346,0.498,75.026,-,-
'[19:55:03.720]',0.331,0.498,75.026,-,-
'[19:55:03.728]',0.331,0.494,75.026,-,-
'[19:55:03.736]',0.346,0.490,75.026,-,-
'[19:55:03.744]',0.370,0.486,75.026,-,-
'[19:55:03.752]',0.362,0.482,74.197,-,-
'[19:55:03.760]',0.339,0.478,73.368,-,-
'[19:55:03.768]',0.331,0.475,73.368,-,-
'[19:55:03.776]',0.331,0.471,72.746,-,-
'[19:55:03.784]',0.346,0.467,71.917,-,-
'[19:55:03.792]',0.346,0.463,71.088,-,-
'[19:55:03.800]',0.331,0.459,70.259,-,-
'[19:55:03.808]',0.331,0.455,70.259,-,-
'[19:55:03.816]',0.354,0.455,69.430,-,-
'[19:55:03.824]',0.362,0.451,69.430,-,-
'[19:55:03.832]',0.339,0.451,70.259,-,-
'[19:55:03.840]',0.323,0.447,71.088,-,-
'[19:55:03.848]',0.323,0.443,74.197,-,-
'[19:55:03.856]',0.323,0.443,78.964,-,-
'[19:55:03.864]',0.339,0.439,85.181,-,-
'[19:55:03.872]',0.346,0.439,93.057,-,-
'[19:55:03.880]',0.346,0.435,101.554,-,-
'[19:55:03.888]',0.339,0.435,108.601,-,-
'[19:55:03.896]',0.339,0.431,113.990,-,-
'[19:55:03.904]',0.339,0.427,117.927,-,-
'[19:55:03.912]',0.331,0.427,119.585,-,-
'[19:55:03.920]',0.323,0.424,119.585,-,-
'[19:55:03.928]',0.315,0.424,119.585,-,-
'[19:55:03.936]',0.291,0.420,120.415,-,-
'[19:55:03.944]',0.276,0.420,122.694,-,-
'[19:55:03.952]',0.260,0.416,124.974,-,-
'[19:55:03.960]',0.244,0.412,128.912,-,-
'[19:55:03.968]',0.244,0.412,132.021,-,-
'[19:55:03.976]',0.244,0.408,135.130,-,-
'[19:55:03.984]',0.276,0.404,136.788,-,-
'[19:55:03.992]',0.307,0.404,137.409,-,-
'[19:55:04.000]',0.323,0.400,137.409,-,-
'[19:55:04.008]',0.331,0.400,136.788,-,-
'[19:55:04.016]',0.315,0.396,135.959,-,-
'[19:55:04.024]',0.307,0.392,135.130,-,-
'[19:55:04.032]',0.315,0.392,134.301,-,-
'[19:55:04.040]',0.323,0.388,134.301,-,-
'[19:55:04.048]',0.331,0.388,133.679,-,-
'[19:55:04.056]',0.362,0.388,133.679,-,-
'[19:55:04.064]',0.370,0.388,132.850,-,-
'[19:55:04.072]',0.354,0.388,132.021,-,-
'[19:55:04.080]',0.323,0.384,131.192,-,-
'[19:55:04.088]',0.315,0.384,129.741,-,-
'[19:55:04.096]',0.307,0.384,128.912,-,-
'[19:55:04.104]',0.307,0.380,127.254,-,-
'[19:55:04.112]',0.323,0.380,125.803,-,-
'[19:55:04.120]',0.346,0.380,124.145,-,-
'[19:55:04.128]',0.339,0.380,121.865,-,-
'[19:55:04.136]',0.331,0.384,119.585,-,-
'[19:55:04.144]',0.354,0.388,117.098,-,-
'[19:55:04.152]',0.362,0.388,113.990,-,-
'[19:55:04.160]',0.370,0.396,110.259,-,-
'[19:55:04.168]',0.362,0.400,106.321,-,-
'[19:55:04.176]',0.362,0.404,103.212,-,-
'[19:55:04.184]',0.362,0.412,99.275,-,-
'[19:55:04.192]',0.362,0.424,96.788,-,-
'[19:55:04.200]',0.362,0.431,95.337,-,-
'[19:55:04.208]',0.370,0.443,95.337,-,-
'[19:55:04.216]',0.386,0.451,95.337,-,-
'[19:55:04.224]',0.394,0.463,96.166,-,-
'[19:55:04.232]',0.386,0.471,96.166,-,-
'[19:55:04.240]',0.370,0.478,96.166,-,-
'[19:55:04.248]',0.362,0.490,95.337,-,-
'[19:55:04.256]',0.346,0.498,94.508,-,-
'[19:55:04.264]',0.339,0.506,93.057,-,-
'[19:55:04.272]',0.331,0.514,92.228,-,-
'[19:55:04.280]',0.331,0.522,90.570,-,-
'[19:55:04.288]',0.331,0.529,90.570,-,-
'[19:55:04.296]',0.346,0.537,89.741,-,-
'[19:55:04.304]',0.354,0.545,89.741,-,-
'[19:55:04.312]',0.370,0.549,89.741,-,-
'[19:55:04.320]',0.386,0.557,89.119,-,-
'[19:55:04.328]',0.362,0.565,89.119,-,-
'[19:55:04.336]',0.307,0.569,88.290,-,-
'[19:55:04.344]',0.283,0.576,87.461,-,-
'[19:55:04.352]',0.276,0.584,87.461,-,-
'[19:55:04.360]',0.283,0.584,86.632,-,-
'[19:55:04.368]',0.299,0.588,86.010,-,-
'[19:55:04.376]',0.331,0.592,85.181,-,-
'[19:55:04.384]',0.370,0.592,84.352,-,-
'[19:55:04.392]',0.386,0.596,83.523,-,-
'[19:55:04.400]',0.394,0.596,83.523,-,-
'[19:55:04.408]',0.402,0.592,82.902,-,-
'[19:55:04.416]',0.362,0.592,82.902,-,-
'[19:55:04.424]',0.339,0.588,82.073,-,-
'[19:55:04.432]',0.315,0.588,81.244,-,-
'[19:55:04.440]',0.299,0.584,81.244,-,-
'[19:55:04.448]',0.291,0.580,80.415,-,-
'[19:55:04.456]',0.291,0.576,80.415,-,-
'[19:55:04.464]',0.291,0.573,79.585,-,-
'[19:55:04.472]',0.283,0.565,79.585,-,-
'[19:55:04.480]',0.291,0.561,78.964,-,-
'[19:55:04.488]',0.331,0.557,78.964,-,-
'[19:55:04.496]',0.362,0.549,78.135,-,-
'[19:55:04.504]',0.331,0.545,78.135,-,-
'[19:55:04.512]',0.291,0.537,77.306,-,-
'[19:55:04.520]',0.307,0.533,77.306,-,-
'[19:55:04.528]',0.417,0.529,76.477,-,-
'[19:55:04.536]',0.638,0.525,76.477,-,-
'[19:55:04.544]',0.913,0.522,76.477,-,-
'[19:55:04.552]',0.984,0.518,75.855,-,-
'[19:55:04.560]',0.669,0.514,75.855,-,-
'[19:55:04.568]',0.228,0.514,75.026,-,-
'[19:55:04.576]',-0.071,0.510,75.026,-,-
'[19:55:04.584]',-0.126,0.506,75.026,-,-
'[19:55:04.592]',-0.031,0.502,74.197,-,-
'[19:55:04.600]',0.094,0.498,74.197,-,-
'[19:55:04.608]',0.197,0.494,74.197,-,-
'[19:55:04.616]',0.276,0.494,74.197,-,-
'[19:55:04.624]',0.307,0.490,74.197,-,-
'[19:55:04.632]',0.315,0.486,74.197,-,-
'[19:55:04.640]',0.323,0.482,73.368,-,-
'[19:55:04.648]',0.315,0.478,73.368,-,-
'[19:55:04.656]',0.331,0.475,73.368,-,-
'[19:55:04.664]',0.362,0.471,72.746,-,-
'[19:55:04.672]',0.362,0.467,72.746,-,-
'[19:55:04.680]',0.346,0.463,71.917,-,-
'[19:55:04.688]',0.362,0.459,71.917,-,-
'[19:55:04.696]',0.378,0.455,71.088,-,-
'[19:55:04.704]',0.370,0.455,71.088,-,-
'[19:55:04.712]',0.346,0.451,70.259,-,-
'[19:55:04.720]',0.339,0.451,70.259,-,-
'[19:55:04.728]',0.346,0.447,69.430,-,-
'[19:55:04.736]',0.346,0.447,68.808,-,-
'[19:55:04.744]',0.346,0.443,67.979,-,-
'[19:55:04.752]',0.362,0.439,67.979,-,-
'[19:55:04.760]',0.362,0.439,67.150,-,-
'[19:55:04.768]',0.370,0.439,67.150,-,-
'[19:55:04.776]',0.386,0.435,67.150,-,-
'[19:55:04.784]',0.409,0.435,67.150,-,-
'[19:55:04.792]',0.402,0.431,68.808,-,-
'[19:55:04.800]',0.378,0.427,71.917,-,-
'[19:55:04.808]',0.346,0.427,76.477,-,-
'[19:55:04.816]',0.331,0.424,83.523,-,-
'[19:55:04.824]',0.346,0.424,92.228,-,-
'[19:55:04.832]',0.362,0.420,100.725,-,-
'[19:55:04.840]',0.370,0.416,108.601,-,-
'[19:55:04.848]',0.370,0.412,113.990,-,-
'[19:55:04.856]',0.370,0.408,117.927,-,-
'[19:55:04.864]',0.362,0.408,119.585,-,-
'[19:55:04.872]',0.346,0.404,119.585,-,-
'[19:55:04.880]',0.346,0.404,119.585,-,-
'[19:55:04.888]',0.346,0.400,121.036,-,-
'[19:55:04.896]',0.346,0.396,123.523,-,-
'[19:55:04.904]',0.362,0.396,126.632,-,-
'[19:55:04.912]',0.370,0.392,130.570,-,-
'[19:55:04.920]',0.378,0.392,135.130,-,-
'[19:55:04.928]',0.362,0.388,137.409,-,-
'[19:55:04.936]',0.346,0.388,139.896,-,-
'[19:55:04.944]',0.354,0.388,140.725,-,-
'[19:55:04.952]',0.370,0.388,140.725,-,-
'[19:55:04.960]',0.370,0.388,139.896,-,-
'[19:55:04.968]',0.362,0.388,139.896,-,-
'[19:55:04.976]',0.370,0.388,139.067,-,-
'[19:55:04.984]',0.402,0.388,139.067,-,-
'[19:55:04.992]',0.409,0.388,138.238,-,-
'[19:55:05.000]',0.378,0.388,138.238,-,-
'[19:55:05.008]',0.370,0.384,138.238,-,-
'[19:55:05.016]',0.370,0.384,138.238,-,-
'[19:55:05.024]',0.362,0.384,137.409,-,-
'[19:55:05.032]',0.354,0.384,136.788,-,-
'[19:55:05.040]',0.370,0.380,135.959,-,-
'[19:55:05.048]',0.378,0.380,135.130,-,-
'[19:55:05.056]',0.378,0.380,133.679,-,-
'[19:55:05.064]',0.378,0.384,132.021,-,-
'[19:55:05.072]',0.378,0.384,131.192,-,-
'[19:55:05.080]',0.378,0.384,129.741,-,-
'[19:55:05.088]',0.378,0.388,128.083,-,-
'[19:55:05.096]',0.386,0.388,125.803,-,-
'[19:55:05.104]',0.402,0.392,123.523,-,-
'[19:55:05.112]',0.417,0.400,120.415,-,-
'[19:55:05.120]',0.394,0.404,117.098,-,-
'[19:55:05.128]',0.370,0.412,113.368,-,-
'[19:55:05.136]',0.362,0.420,109.430,-,-
'[19:55:05.144]',0.370,0.427,105.492,-,-
'[19:55:05.152]',0.378,0.439,102.383,-,-
'[19:55:05.160]',0.386,0.447,99.275,-,-
'[19:55:05.168]',0.409,0.455,98.446,-,-
'[19:55:05.176]',0.409,0.463,97.617,-,-
'[19:55:05.184]',0.386,0.475,97.617,-,-
'[19:55:05.192]',0.362,0.486,98.446,-,-
'[19:55:05.200]',0.339,0.494,99.275,-,-
'[19:55:05.208]',0.315,0.510,99.275,-,-
'[19:55:05.216]',0.315,0.518,98.446,-,-
'[19:55:05.224]',0.315,0.529,96.788,-,-
'[19:55:05.232]',0.307,0.541,95.337,-,-
'[19:55:05.240]',0.315,0.553,93.679,-,-
'[19:55:05.248]',0.339,0.561,93.057,-,-
'[19:55:05.256]',0.346,0.569,92.228,-,-
