"'Time','ABP','PLETH','II'"
"'[17:24:36.784]',0.000,0.502,0.516"
"'[17:24:36.792]',0.000,0.502,0.438"
"'[17:24:36.800]',0.000,0.502,0.438"
"'[17:24:36.808]',0.000,0.502,0.570"
"'[17:24:36.816]',0.000,0.502,0.602"
"'[17:24:36.824]',0.000,0.502,0.523"
"'[17:24:36.832]',0.000,0.502,0.484"
"'[17:24:36.840]',0.000,0.502,0.484"
"'[17:24:36.848]',0.000,0.502,0.477"
"'[17:24:36.856]',0.000,0.502,0.562"
"'[17:24:36.864]',0.000,0.502,0.742"
"'[17:24:36.872]',0.000,0.502,0.797"
"'[17:24:36.880]',0.000,0.502,0.570"
"'[17:24:36.888]',0.000,0.502,0.375"
"'[17:24:36.896]',0.000,0.502,0.367"
"'[17:24:36.904]',0.000,0.502,0.555"
"'[17:24:36.912]',0.000,0.502,0.703"
"'[17:24:36.920]',0.000,0.502,0.719"
"'[17:24:36.928]',0.000,0.502,0.461"
"'[17:24:36.936]',0.000,0.502,0.352"
"'[17:24:36.944]',0.000,0.502,0.375"
"'[17:24:36.952]',0.000,0.502,0.438"
"'[17:24:36.960]',0.000,0.502,0.586"
"'[17:24:36.968]',0.000,0.502,0.750"
"'[17:24:36.976]',0.000,0.502,0.773"
"'[17:24:36.984]',0.000,0.502,0.625"
"'[17:24:36.992]',0.000,0.502,0.617"
"'[17:24:37.000]',0.000,0.502,0.734"
"'[17:24:37.008]',0.000,0.502,0.688"
"'[17:24:37.016]',0.000,0.502,0.539"
"'[17:24:37.024]',0.000,0.502,0.422"
"'[17:24:37.032]',0.000,0.502,0.523"
"'[17:24:37.040]',0.000,0.502,0.703"
"'[17:24:37.048]',0.000,0.502,0.727"
"'[17:24:37.056]',0.000,0.502,0.711"
"'[17:24:37.064]',0.000,0.502,0.742"
"'[17:24:37.072]',0.000,0.502,0.711"
"'[17:24:37.080]',0.000,0.502,0.711"
"'[17:24:37.088]',0.000,0.502,0.773"
"'[17:24:37.096]',0.000,0.502,0.742"
"'[17:24:37.104]',0.000,0.502,0.672"
"'[17:24:37.112]',0.000,0.502,0.688"
"'[17:24:37.120]',0.000,0.502,0.695"
"'[17:24:37.128]',0.000,0.502,0.562"
"'[17:24:37.136]',0.000,0.502,0.781"
"'[17:24:37.144]',0.000,0.502,1.125"
"'[17:24:37.152]',0.000,0.502,1.141"
"'[17:24:37.160]',0.000,0.502,0.969"
"'[17:24:37.168]',0.000,0.502,1.211"
"'[17:24:37.176]',0.000,0.502,1.352"
"'[17:24:37.184]',0.000,0.502,1.141"
"'[17:24:37.192]',0.000,0.502,0.820"
"'[17:24:37.200]',0.000,0.502,0.727"
"'[17:24:37.208]',0.000,0.502,0.859"
"'[17:24:37.216]',0.000,0.502,1.016"
"'[17:24:37.224]',0.000,0.502,1.125"
"'[17:24:37.232]',0.000,0.502,1.047"
"'[17:24:37.240]',0.000,0.502,0.781"
"'[17:24:37.248]',0.000,0.502,0.547"
"'[17:24:37.256]',0.000,0.502,0.484"
"'[17:24:37.264]',0.000,0.502,0.562"
"'[17:24:37.272]',0.000,0.502,0.391"
"'[17:24:37.280]',0.000,0.502,-0.070"
"'[17:24:37.288]',0.000,0.502,-0.484"
"'[17:24:37.296]',0.000,0.502,-"
"'[17:24:37.304]',0.000,0.502,-"
"'[17:24:37.312]',0.000,0.502,-"
"'[17:24:37.320]',0.000,0.502,-"
"'[17:24:37.328]',0.000,0.502,-"
"'[17:24:37.336]',0.000,0.502,-"
"'[17:24:37.344]',0.000,0.502,-"
"'[17:24:37.352]',0.000,0.502,-"
"'[17:24:37.360]',0.000,0.502,-"
"'[17:24:37.368]',0.000,0.502,-"
"'[17:24:37.376]',0.000,0.502,-"
"'[17:24:37.384]',0.000,0.502,-"
"'[17:24:37.392]',0.000,0.502,-"
"'[17:24:37.400]',0.000,0.502,-"
"'[17:24:37.408]',0.000,0.502,-"
"'[17:24:37.416]',0.000,0.502,-"
"'[17:24:37.424]',0.000,0.502,-"
"'[17:24:37.432]',0.000,0.502,-"
"'[17:24:37.440]',0.000,0.502,-"
"'[17:24:37.448]',0.000,0.502,-"
"'[17:24:37.456]',0.000,0.502,-"
"'[17:24:37.464]',0.000,0.502,-"
"'[17:24:37.472]',0.000,0.502,-"
"'[17:24:37.480]',0.000,0.502,-"
"'[17:24:37.488]',0.000,0.502,-"
"'[17:24:37.496]',0.000,0.502,-"
"'[17:24:37.504]',0.000,0.502,-"
"'[17:24:37.512]',0.000,0.502,-"
"'[17:24:37.520]',0.000,0.502,-"
"'[17:24:37.528]',0.000,0.502,-"
"'[17:24:37.536]',0.000,0.502,-"
"'[17:24:37.544]',0.000,0.502,-"
"'[17:24:37.552]',0.000,0.502,-"
"'[17:24:37.560]',0.000,0.502,-"
"'[17:24:37.568]',0.000,0.502,-0.484"
"'[17:24:37.576]',0.000,0.502,-0.484"
"'[17:24:37.584]',0.000,0.502,-"
"'[17:24:37.592]',0.000,0.502,-"
"'[17:24:37.600]',0.000,0.502,-"
"'[17:24:37.608]',0.000,0.502,-"
"'[17:24:37.616]',0.000,0.502,-"
"'[17:24:37.624]',0.000,0.502,-"
"'[17:24:37.632]',0.000,0.502,-"
"'[17:24:37.640]',0.000,0.502,-"
"'[17:24:37.648]',0.000,0.502,-"
"'[17:24:37.656]',0.000,0.502,-"
"'[17:24:37.664]',0.000,0.502,-"
"'[17:24:37.672]',0.000,0.502,-"
"'[17:24:37.680]',0.000,0.502,-"
"'[17:24:37.688]',0.000,0.502,-0.484"
"'[17:24:37.696]',0.000,0.502,-0.422"
"'[17:24:37.704]',0.000,0.502,-0.461"
"'[17:24:37.712]',0.000,0.502,-"
"'[17:24:37.720]',0.000,0.502,-"
"'[17:24:37.728]',0.000,0.502,-"
"'[17:24:37.736]',0.000,0.502,-"
"'[17:24:37.744]',0.000,0.502,-"
"'[17:24:37.752]',0.000,0.502,-"
"'[17:24:37.760]',0.000,0.502,-"
"'[17:24:37.768]',0.000,0.502,-"
"'[17:24:37.776]',0.000,0.502,-"
"'[17:24:37.784]',0.000,0.502,-"
"'[17:24:37.792]',0.000,0.502,-"
"'[17:24:37.800]',0.000,0.502,-"
"'[17:24:37.808]',0.000,0.502,-"
"'[17:24:37.816]',0.000,0.502,-"
"'[17:24:37.824]',0.000,0.502,-"
"'[17:24:37.832]',0.000,0.502,-"
"'[17:24:37.840]',0.000,0.502,-"
"'[17:24:37.848]',0.000,0.502,-"
"'[17:24:37.856]',0.000,0.502,-0.414"
"'[17:24:37.864]',0.000,0.502,-0.383"
"'[17:24:37.872]',0.000,0.502,-0.414"
"'[17:24:37.880]',0.000,0.502,-0.391"
"'[17:24:37.888]',0.000,0.502,-0.375"
"'[17:24:37.896]',0.000,0.502,-0.383"
"'[17:24:37.904]',0.000,0.502,-0.445"
"'[17:24:37.912]',0.000,0.502,-"
"'[17:24:37.920]',0.000,0.502,-"
"'[17:24:37.928]',0.000,0.502,-"
"'[17:24:37.936]',0.000,0.502,-"
"'[17:24:37.944]',0.000,0.502,-"
"'[17:24:37.952]',0.000,0.502,-"
"'[17:24:37.960]',0.000,0.502,-"
"'[17:24:37.968]',0.000,0.502,-"
"'[17:24:37.976]',0.000,0.502,-0.477"
"'[17:24:37.984]',0.000,0.502,-0.445"
"'[17:24:37.992]',0.000,0.502,-0.414"
"'[17:24:38.000]',0.000,0.502,-0.406"
"'[17:24:38.008]',0.000,0.502,-0.414"
"'[17:24:38.016]',0.000,0.502,-0.398"
"'[17:24:38.024]',0.000,0.502,-0.367"
"'[17:24:38.032]',0.000,0.502,-0.359"
"'[17:24:38.040]',0.000,0.502,-0.367"
"'[17:24:38.048]',0.000,0.502,-0.328"
"'[17:24:38.056]',0.000,0.502,-0.273"
"'[17:24:38.064]',0.000,0.502,-0.266"
"'[17:24:38.072]',0.000,0.502,-0.289"
"'[17:24:38.080]',0.000,0.502,-0.258"
"'[17:24:38.088]',0.000,0.502,-0.164"
"'[17:24:38.096]',0.000,0.502,-0.070"
"'[17:24:38.104]',0.000,0.502,-0.055"
"'[17:24:38.112]',0.000,0.502,-0.242"
"'[17:24:38.120]',0.000,0.502,-0.383"
"'[17:24:38.128]',0.000,0.502,-0.414"
"'[17:24:38.136]',0.000,0.502,-0.359"
"'[17:24:38.144]',0.000,0.502,-0.336"
"'[17:24:38.152]',0.000,0.502,-0.398"
"'[17:24:38.160]',0.000,0.502,-"
"'[17:24:38.168]',0.000,0.502,-"
"'[17:24:38.176]',0.000,0.502,-0.453"
"'[17:24:38.184]',0.000,0.502,-0.312"
"'[17:24:38.192]',0.000,0.502,-0.234"
"'[17:24:38.200]',0.000,0.502,-0.188"
"'[17:24:38.208]',0.000,0.502,-0.148"
"'[17:24:38.216]',0.000,0.502,-0.094"
"'[17:24:38.224]',0.000,0.502,-0.031"
"'[17:24:38.232]',0.000,0.502,0.008"
"'[17:24:38.240]',0.000,0.502,0.039"
"'[17:24:38.248]',0.000,0.502,0.078"
"'[17:24:38.256]',0.000,0.502,0.133"
"'[17:24:38.264]',0.000,0.502,0.188"
"'[17:24:38.272]',0.000,0.502,0.234"
"'[17:24:38.280]',0.000,0.502,0.305"
"'[17:24:38.288]',0.000,0.502,0.391"
"'[17:24:38.296]',0.000,0.502,0.445"
"'[17:24:38.304]',0.000,0.502,0.492"
"'[17:24:38.312]',0.000,0.502,0.523"
"'[17:24:38.320]',0.000,0.502,0.531"
"'[17:24:38.328]',0.000,0.502,0.531"
"'[17:24:38.336]',0.000,0.502,0.562"
"'[17:24:38.344]',0.000,0.502,0.609"
"'[17:24:38.352]',0.000,0.502,0.617"
"'[17:24:38.360]',0.000,0.502,0.570"
"'[17:24:38.368]',0.000,0.502,0.531"
"'[17:24:38.376]',0.000,0.502,0.523"
"'[17:24:38.384]',0.000,0.502,0.500"
"'[17:24:38.392]',0.000,0.502,0.477"
"'[17:24:38.400]',0.000,0.502,0.461"
"'[17:24:38.408]',0.000,0.502,0.477"
"'[17:24:38.416]',0.000,0.502,0.500"
"'[17:24:38.424]',0.000,0.502,0.508"
"'[17:24:38.432]',0.000,0.502,0.516"
"'[17:24:38.440]',0.000,0.502,0.531"
"'[17:24:38.448]',0.000,0.502,0.562"
"'[17:24:38.456]',0.000,0.502,0.602"
"'[17:24:38.464]',0.000,0.502,0.617"
"'[17:24:38.472]',0.000,0.502,0.586"
"'[17:24:38.480]',0.000,0.502,0.562"
"'[17:24:38.488]',0.000,0.502,0.531"
"'[17:24:38.496]',0.000,0.502,0.523"
"'[17:24:38.504]',0.000,0.502,0.516"
"'[17:24:38.512]',0.000,0.502,0.516"
"'[17:24:38.520]',0.000,0.502,0.523"
"'[17:24:38.528]',0.000,0.502,0.547"
"'[17:24:38.536]',0.000,0.502,0.555"
"'[17:24:38.544]',0.000,0.502,0.562"
"'[17:24:38.552]',0.000,0.502,0.562"
"'[17:24:38.560]',0.000,0.502,0.570"
"'[17:24:38.568]',0.000,0.502,0.586"
"'[17:24:38.576]',0.000,0.502,0.594"
"'[17:24:38.584]',0.000,0.502,0.602"
"'[17:24:38.592]',0.000,0.502,0.594"
"'[17:24:38.600]',0.000,0.502,0.586"
"'[17:24:38.608]',0.000,0.502,0.570"
"'[17:24:38.616]',0.000,0.502,0.570"
"'[17:24:38.624]',0.000,0.502,0.602"
"'[17:24:38.632]',0.000,0.502,0.633"
"'[17:24:38.640]',0.000,0.502,0.656"
"'[17:24:38.648]',0.000,0.502,0.688"
"'[17:24:38.656]',0.000,0.502,0.711"
"'[17:24:38.664]',0.000,0.502,0.727"
"'[17:24:38.672]',0.000,0.502,0.727"
"'[17:24:38.680]',0.000,0.502,0.734"
"'[17:24:38.688]',0.000,0.502,0.758"
"'[17:24:38.696]',0.000,0.502,0.797"
"'[17:24:38.704]',0.000,0.502,0.867"
"'[17:24:38.712]',0.000,0.502,0.977"
"'[17:24:38.720]',0.000,0.502,1.023"
"'[17:24:38.728]',0.000,0.502,0.914"
"'[17:24:38.736]',0.000,0.502,0.750"
"'[17:24:38.744]',0.000,0.502,0.695"
"'[17:24:38.752]',0.000,0.502,0.742"
"'[17:24:38.760]',0.000,0.502,0.773"
"'[17:24:38.768]',0.000,0.502,0.750"
"'[17:24:38.776]',0.000,0.502,0.688"
"'[17:24:38.784]',0.000,0.502,0.617"
"'[17:24:38.792]',0.000,0.502,0.586"
"'[17:24:38.800]',0.000,0.502,0.617"
"'[17:24:38.808]',0.000,0.502,0.656"
"'[17:24:38.816]',0.000,0.502,0.680"
"'[17:24:38.824]',0.000,0.502,0.688"
"'[17:24:38.832]',0.000,0.502,0.695"
"'[17:24:38.840]',0.000,0.502,0.688"
"'[17:24:38.848]',0.000,0.502,0.695"
"'[17:24:38.856]',0.000,0.502,0.703"
"'[17:24:38.864]',0.000,0.502,0.719"
"'[17:24:38.872]',0.000,0.502,0.742"
"'[17:24:38.880]',0.000,0.502,0.750"
"'[17:24:38.888]',0.000,0.502,0.750"
"'[17:24:38.896]',0.000,0.502,0.750"
"'[17:24:38.904]',0.000,0.502,0.750"
"'[17:24:38.912]',0.000,0.502,0.766"
"'[17:24:38.920]',0.000,0.502,0.766"
"'[17:24:38.928]',0.000,0.502,0.766"
"'[17:24:38.936]',0.000,0.502,0.766"
"'[17:24:38.944]',0.000,0.502,0.766"
"'[17:24:38.952]',0.000,0.502,0.766"
"'[17:24:38.960]',0.000,0.502,0.773"
"'[17:24:38.968]',0.000,0.502,0.781"
"'[17:24:38.976]',0.000,0.502,0.797"
"'[17:24:38.984]',0.000,0.502,0.812"
"'[17:24:38.992]',0.000,0.502,0.820"
"'[17:24:39.000]',0.000,0.502,0.836"
"'[17:24:39.008]',0.000,0.502,0.852"
"'[17:24:39.016]',0.000,0.502,0.852"
"'[17:24:39.024]',0.000,0.502,0.852"
"'[17:24:39.032]',0.000,0.502,0.836"
"'[17:24:39.040]',0.000,0.502,0.836"
"'[17:24:39.048]',0.000,0.502,0.852"
"'[17:24:39.056]',0.000,0.502,0.906"
"'[17:24:39.064]',0.000,0.502,1.039"
"'[17:24:39.072]',0.000,0.502,1.180"
"'[17:24:39.080]',0.000,0.502,1.258"
"'[17:24:39.088]',0.000,0.502,1.305"
"'[17:24:39.096]',0.000,0.502,1.359"
"'[17:24:39.104]',0.000,0.502,1.500"
"'[17:24:39.112]',0.000,0.502,1.500"
"'[17:24:39.120]',0.000,0.502,1.500"
"'[17:24:39.128]',0.000,0.502,1.500"
"'[17:24:39.136]',0.000,0.502,1.500"
"'[17:24:39.144]',0.000,0.502,1.500"
"'[17:24:39.152]',0.000,0.502,1.500"
"'[17:24:39.160]',0.000,0.502,1.500"
"'[17:24:39.168]',0.000,0.502,1.500"
"'[17:24:39.176]',0.000,0.502,1.500"
"'[17:24:39.184]',0.000,0.502,1.500"
"'[17:24:39.192]',0.000,0.502,1.500"
"'[17:24:39.200]',0.000,0.502,1.500"
"'[17:24:39.208]',0.000,0.502,1.500"
"'[17:24:39.216]',0.000,0.502,1.500"
"'[17:24:39.224]',0.000,0.502,1.500"
"'[17:24:39.232]',0.000,0.502,1.500"
"'[17:24:39.240]',0.000,0.502,1.500"
"'[17:24:39.248]',0.000,0.502,1.500"
"'[17:24:39.256]',0.000,0.502,1.500"
"'[17:24:39.264]',0.000,0.502,1.500"
"'[17:24:39.272]',0.000,0.502,1.500"
"'[17:24:39.280]',0.000,0.502,1.500"
"'[17:24:39.288]',0.000,0.502,1.500"
"'[17:24:39.296]',0.000,0.502,1.500"
"'[17:24:39.304]',0.000,0.502,1.500"
"'[17:24:39.312]',0.000,0.502,1.500"
"'[17:24:39.320]',0.000,0.502,1.500"
"'[17:24:39.328]',0.000,0.502,1.500"
"'[17:24:39.336]',0.000,0.502,1.500"
"'[17:24:39.344]',0.000,0.502,1.500"
"'[17:24:39.352]',0.000,0.502,1.500"
"'[17:24:39.360]',0.000,0.502,1.500"
"'[17:24:39.368]',0.000,0.502,1.500"
"'[17:24:39.376]',0.000,0.502,1.500"
"'[17:24:39.384]',0.000,0.502,1.500"
"'[17:24:39.392]',0.000,0.502,1.500"
"'[17:24:39.400]',0.000,0.502,1.500"
"'[17:24:39.408]',0.000,0.502,1.500"
"'[17:24:39.416]',0.000,0.502,1.500"
"'[17:24:39.424]',0.000,0.502,1.500"
"'[17:24:39.432]',0.000,0.502,1.500"
"'[17:24:39.440]',0.000,0.502,1.500"
"'[17:24:39.448]',0.000,0.502,1.500"
"'[17:24:39.456]',0.000,0.502,1.500"
"'[17:24:39.464]',0.000,0.502,1.500"
"'[17:24:39.472]',0.000,0.502,1.500"
"'[17:24:39.480]',0.000,0.502,1.500"
"'[17:24:39.488]',0.000,0.502,1.500"
"'[17:24:39.496]',0.000,0.502,1.500"
"'[17:24:39.504]',0.000,0.502,1.500"
"'[17:24:39.512]',0.000,0.502,1.500"
"'[17:24:39.520]',0.000,0.502,1.500"
"'[17:24:39.528]',0.000,0.502,1.500"
"'[17:24:39.536]',0.000,0.502,1.500"
"'[17:24:39.544]',0.000,0.502,1.500"
"'[17:24:39.552]',0.000,0.502,1.500"
"'[17:24:39.560]',0.000,0.502,1.500"
"'[17:24:39.568]',0.000,0.502,1.500"
"'[17:24:39.576]',0.000,0.502,1.500"
"'[17:24:39.584]',0.000,0.502,1.500"
"'[17:24:39.592]',0.000,0.502,1.500"
"'[17:24:39.600]',0.000,0.502,1.500"
"'[17:24:39.608]',0.000,0.502,1.500"
"'[17:24:39.616]',0.000,0.502,1.500"
"'[17:24:39.624]',0.000,0.502,1.500"
"'[17:24:39.632]',0.000,0.502,1.500"
"'[17:24:39.640]',0.000,0.502,1.477"
"'[17:24:39.648]',0.000,0.502,1.445"
"'[17:24:39.656]',0.000,0.502,1.422"
"'[17:24:39.664]',0.000,0.502,1.406"
"'[17:24:39.672]',0.000,0.502,1.391"
"'[17:24:39.680]',0.000,0.502,1.367"
"'[17:24:39.688]',0.000,0.502,1.352"
"'[17:24:39.696]',0.000,0.502,1.336"
"'[17:24:39.704]',0.000,0.502,1.320"
"'[17:24:39.712]',0.000,0.502,1.297"
"'[17:24:39.720]',0.000,0.502,1.281"
"'[17:24:39.728]',0.000,0.502,1.266"
"'[17:24:39.736]',0.000,0.502,1.250"
"'[17:24:39.744]',0.000,0.502,1.242"
"'[17:24:39.752]',0.000,0.502,1.227"
"'[17:24:39.760]',0.000,0.502,1.203"
"'[17:24:39.768]',0.000,0.502,1.180"
"'[17:24:39.776]',0.000,0.502,1.172"
"'[17:24:39.784]',0.000,0.502,1.141"
"'[17:24:39.792]',0.000,0.502,1.117"
"'[17:24:39.800]',0.000,0.502,1.078"
"'[17:24:39.808]',0.000,0.502,1.047"
"'[17:24:39.816]',0.000,0.502,1.031"
"'[17:24:39.824]',0.000,0.502,1.008"
"'[17:24:39.832]',0.000,0.502,0.992"
"'[17:24:39.840]',0.000,0.502,0.977"
"'[17:24:39.848]',0.000,0.502,0.984"
"'[17:24:39.856]',0.000,0.502,0.992"
"'[17:24:39.864]',0.000,0.502,0.992"
"'[17:24:39.872]',0.000,0.502,0.992"
"'[17:24:39.880]',0.000,0.502,0.984"
"'[17:24:39.888]',0.000,0.502,0.969"
"'[17:24:39.896]',0.000,0.502,0.961"
"'[17:24:39.904]',0.000,0.502,0.938"
"'[17:24:39.912]',0.000,0.502,0.922"
"'[17:24:39.920]',0.000,0.502,0.906"
"'[17:24:39.928]',0.000,0.502,0.914"
"'[17:24:39.936]',0.000,0.502,0.945"
"'[17:24:39.944]',0.000,0.502,1.031"
"'[17:24:39.952]',0.000,0.502,1.125"
"'[17:24:39.960]',0.000,0.502,1.141"
"'[17:24:39.968]',0.000,0.502,0.945"
"'[17:24:39.976]',0.000,0.502,0.781"
"'[17:24:39.984]',0.000,0.502,0.742"
"'[17:24:39.992]',0.000,0.502,0.758"
"'[17:24:40.000]',0.000,0.502,0.766"
"'[17:24:40.008]',0.000,0.502,0.672"
"'[17:24:40.016]',0.000,0.502,0.586"
"'[17:24:40.024]',0.000,0.502,0.516"
"'[17:24:40.032]',0.000,0.502,0.500"
"'[17:24:40.040]',0.000,0.502,0.523"
"'[17:24:40.048]',0.000,0.502,0.547"
"'[17:24:40.056]',0.000,0.502,0.562"
"'[17:24:40.064]',0.000,0.502,0.562"
"'[17:24:40.072]',0.000,0.502,0.570"
"'[17:24:40.080]',0.000,0.502,0.570"
"'[17:24:40.088]',0.000,0.502,0.562"
"'[17:24:40.096]',0.000,0.502,0.547"
"'[17:24:40.104]',0.000,0.502,0.531"
"'[17:24:40.112]',0.000,0.502,0.523"
"'[17:24:40.120]',0.000,0.502,0.516"
"'[17:24:40.128]',0.000,0.502,0.500"
"'[17:24:40.136]',0.000,0.502,0.492"
"'[17:24:40.144]',0.000,0.502,0.477"
"'[17:24:40.152]',0.000,0.502,0.469"
"'[17:24:40.160]',0.000,0.502,0.461"
"'[17:24:40.168]',0.000,0.502,0.461"
"'[17:24:40.176]',0.000,0.502,0.453"
"'[17:24:40.184]',0.000,0.502,0.445"
"'[17:24:40.192]',0.000,0.502,0.445"
"'[17:24:40.200]',0.000,0.502,0.445"
"'[17:24:40.208]',0.000,0.502,0.445"
"'[17:24:40.216]',0.000,0.502,0.445"
"'[17:24:40.224]',0.000,0.502,0.445"
"'[17:24:40.232]',0.000,0.502,0.445"
"'[17:24:40.240]',0.000,0.502,0.445"
"'[17:24:40.248]',0.000,0.502,0.445"
"'[17:24:40.256]',0.000,0.502,0.438"
"'[17:24:40.264]',0.000,0.502,0.430"
"'[17:24:40.272]',0.000,0.502,0.422"
"'[17:24:40.280]',0.000,0.502,0.414"
"'[17:24:40.288]',0.000,0.502,0.406"
"'[17:24:40.296]',0.000,0.502,0.398"
"'[17:24:40.304]',0.000,0.502,0.391"
"'[17:24:40.312]',0.000,0.502,0.383"
"'[17:24:40.320]',0.000,0.502,0.391"
"'[17:24:40.328]',0.000,0.502,0.391"
"'[17:24:40.336]',0.000,0.502,0.375"
"'[17:24:40.344]',0.000,0.502,0.375"
"'[17:24:40.352]',0.000,0.502,0.391"
"'[17:24:40.360]',0.000,0.502,0.398"
"'[17:24:40.368]',0.000,0.502,0.406"
"'[17:24:40.376]',0.000,0.502,0.398"
"'[17:24:40.384]',0.000,0.502,0.398"
"'[17:24:40.392]',0.000,0.502,0.398"
"'[17:24:40.400]',0.000,0.502,0.391"
"'[17:24:40.408]',0.000,0.502,0.391"
"'[17:24:40.416]',0.000,0.502,0.391"
"'[17:24:40.424]',0.000,0.502,0.391"
"'[17:24:40.432]',0.000,0.502,0.391"
"'[17:24:40.440]',0.000,0.502,0.375"
"'[17:24:40.448]',0.000,0.502,0.359"
"'[17:24:40.456]',0.000,0.502,0.352"
"'[17:24:40.464]',0.000,0.502,0.344"
"'[17:24:40.472]',0.000,0.502,0.336"
"'[17:24:40.480]',0.000,0.502,0.336"
"'[17:24:40.488]',0.000,0.502,0.328"
"'[17:24:40.496]',0.000,0.502,0.320"
"'[17:24:40.504]',0.000,0.502,0.312"
"'[17:24:40.512]',0.000,0.502,0.312"
"'[17:24:40.520]',0.000,0.502,0.320"
"'[17:24:40.528]',0.000,0.502,0.328"
"'[17:24:40.536]',0.000,0.502,0.336"
"'[17:24:40.544]',0.000,0.502,0.375"
"'[17:24:40.552]',0.000,0.502,0.445"
"'[17:24:40.560]',0.000,0.502,0.562"
"'[17:24:40.568]',0.000,0.502,0.656"
"'[17:24:40.576]',0.000,0.502,0.602"
"'[17:24:40.584]',0.000,0.502,0.422"
"'[17:24:40.592]',0.000,0.502,0.297"
"'[17:24:40.600]',0.000,0.502,0.289"
"'[17:24:40.608]',0.000,0.502,0.352"
"'[17:24:40.616]',0.000,0.502,0.352"
"'[17:24:40.624]',0.000,0.502,0.273"
"'[17:24:40.632]',0.000,0.502,0.195"
"'[17:24:40.640]',0.000,0.502,0.156"
"'[17:24:40.648]',0.000,0.502,0.180"
"'[17:24:40.656]',0.000,0.502,0.227"
"'[17:24:40.664]',0.000,0.502,0.266"
"'[17:24:40.672]',0.000,0.502,0.273"
"'[17:24:40.680]',0.000,0.502,0.281"
"'[17:24:40.688]',0.000,0.502,0.281"
"'[17:24:40.696]',0.000,0.502,0.289"
"'[17:24:40.704]',0.000,0.502,0.297"
"'[17:24:40.712]',0.000,0.502,0.289"
"'[17:24:40.720]',0.000,0.502,0.281"
"'[17:24:40.728]',0.000,0.502,0.273"
"'[17:24:40.736]',0.000,0.502,0.266"
"'[17:24:40.744]',0.000,0.502,0.266"
"'[17:24:40.752]',0.000,0.502,0.258"
"'[17:24:40.760]',0.000,0.502,0.258"
"'[17:24:40.768]',0.000,0.502,0.266"
"'[17:24:40.776]',0.000,0.502,0.266"
"'[17:24:40.784]',0.000,0.502,0.258"
"'[17:24:40.792]',0.000,0.502,0.266"
"'[17:24:40.800]',0.000,0.502,0.266"
"'[17:24:40.808]',0.000,0.502,0.266"
"'[17:24:40.816]',0.000,0.502,0.266"
"'[17:24:40.824]',0.000,0.502,0.273"
"'[17:24:40.832]',0.000,0.502,0.281"
"'[17:24:40.840]',0.000,0.502,0.273"
"'[17:24:40.848]',0.000,0.502,0.273"
"'[17:24:40.856]',0.000,0.502,0.281"
"'[17:24:40.864]',0.000,0.502,0.281"
"'[17:24:40.872]',0.000,0.502,0.289"
"'[17:24:40.880]',0.000,0.502,0.273"
"'[17:24:40.888]',0.000,0.502,0.273"
"'[17:24:40.896]',0.000,0.502,0.266"
"'[17:24:40.904]',0.000,0.502,0.266"
"'[17:24:40.912]',0.000,0.502,0.266"
"'[17:24:40.920]',0.000,0.502,0.258"
"'[17:24:40.928]',0.000,0.502,0.250"
"'[17:24:40.936]',0.000,0.502,0.250"
"'[17:24:40.944]',0.000,0.502,0.250"
"'[17:24:40.952]',0.000,0.502,0.258"
"'[17:24:40.960]',0.000,0.502,0.258"
"'[17:24:40.968]',0.000,0.502,0.258"
"'[17:24:40.976]',0.000,0.502,0.258"
"'[17:24:40.984]',0.000,0.502,0.258"
"'[17:24:40.992]',0.000,0.502,0.258"
"'[17:24:41.000]',0.000,0.502,0.258"
"'[17:24:41.008]',0.000,0.502,0.258"
"'[17:24:41.016]',0.000,0.502,0.250"
"'[17:24:41.024]',0.000,0.502,0.234"
"'[17:24:41.032]',0.000,0.502,0.227"
"'[17:24:41.040]',0.000,0.502,0.227"
"'[17:24:41.048]',0.000,0.502,0.227"
"'[17:24:41.056]',0.000,0.502,0.219"
"'[17:24:41.064]',0.000,0.502,0.195"
"'[17:24:41.072]',0.000,0.502,0.188"
"'[17:24:41.080]',0.000,0.502,0.188"
"'[17:24:41.088]',0.000,0.502,0.172"
"'[17:24:41.096]',0.000,0.502,0.172"
"'[17:24:41.104]',0.000,0.502,0.172"
"'[17:24:41.112]',0.000,0.502,0.180"
"'[17:24:41.120]',0.000,0.502,0.180"
"'[17:24:41.128]',0.000,0.502,0.180"
"'[17:24:41.136]',0.000,0.502,0.180"
"'[17:24:41.144]',0.000,0.502,0.180"
"'[17:24:41.152]',0.000,0.502,0.188"
"'[17:24:41.160]',0.000,0.502,0.219"
"'[17:24:41.168]',0.000,0.502,0.281"
"'[17:24:41.176]',0.000,0.502,0.391"
"'[17:24:41.184]',0.000,0.502,0.492"
"'[17:24:41.192]',0.000,0.502,0.445"
"'[17:24:41.200]',0.000,0.502,0.266"
"'[17:24:41.208]',0.000,0.502,0.141"
"'[17:24:41.216]',0.000,0.502,0.125"
"'[17:24:41.224]',0.000,0.502,0.172"
"'[17:24:41.232]',0.000,0.502,0.188"
"'[17:24:41.240]',0.000,0.502,0.133"
"'[17:24:41.248]',0.000,0.502,0.062"
"'[17:24:41.256]',0.000,0.502,0.016"
"'[17:24:41.264]',0.000,0.502,0.008"
"'[17:24:41.272]',0.000,0.502,0.070"
"'[17:24:41.280]',0.000,0.502,0.117"
