'Time','II','PLETH','ABP','III','I'
'[13:32:46.352]',0.133,0.498,71.295,-,-
'[13:32:46.360]',0.148,0.478,71.295,-,-
'[13:32:46.368]',0.180,0.455,71.295,-,-
'[13:32:46.376]',0.211,0.431,71.295,-,-
'[13:32:46.384]',0.258,0.404,71.295,-,-
'[13:32:46.392]',0.305,0.380,71.295,-,-
'[13:32:46.400]',0.367,0.357,71.295,-,-
'[13:32:46.408]',0.430,0.333,71.295,-,-
'[13:32:46.416]',0.484,0.310,71.710,-,-
'[13:32:46.424]',0.523,0.290,71.710,-,-
'[13:32:46.432]',0.547,0.271,72.539,-,-
'[13:32:46.440]',0.547,0.251,73.368,-,-
'[13:32:46.448]',0.531,0.239,72.539,-,-
'[13:32:46.456]',0.484,0.235,71.295,-,-
'[13:32:46.464]',0.422,0.227,68.808,-,-
'[13:32:46.472]',0.344,0.227,67.150,-,-
'[13:32:46.480]',0.273,0.231,65.492,-,-
'[13:32:46.488]',0.219,0.239,65.492,-,-
'[13:32:46.496]',0.188,0.251,67.979,-,-
'[13:32:46.504]',0.164,0.263,75.855,-,-
'[13:32:46.512]',0.148,0.278,89.119,-,-
'[13:32:46.520]',0.141,0.298,104.041,-,-
'[13:32:46.528]',0.141,0.314,114.819,-,-
'[13:32:46.536]',0.141,0.325,118.549,-,-
'[13:32:46.544]',0.148,0.341,118.549,-,-
'[13:32:46.552]',0.148,0.349,118.135,-,-
'[13:32:46.560]',0.148,0.357,118.549,-,-
'[13:32:46.568]',0.156,0.365,120.207,-,-
'[13:32:46.576]',0.156,0.369,121.036,-,-
'[13:32:46.584]',0.156,0.373,121.036,-,-
'[13:32:46.592]',0.164,0.373,119.378,-,-
'[13:32:46.600]',0.164,0.373,118.135,-,-
'[13:32:46.608]',0.156,0.369,116.477,-,-
'[13:32:46.616]',0.148,0.365,114.819,-,-
'[13:32:46.624]',0.148,0.361,113.161,-,-
'[13:32:46.632]',0.148,0.357,111.088,-,-
'[13:32:46.640]',0.148,0.353,109.430,-,-
'[13:32:46.648]',0.188,0.345,106.943,-,-
'[13:32:46.656]',0.242,0.341,104.870,-,-
'[13:32:46.664]',0.289,0.337,102.383,-,-
'[13:32:46.672]',0.289,0.333,99.067,-,-
'[13:32:46.680]',0.258,0.329,96.995,-,-
'[13:32:46.688]',0.211,0.325,93.679,-,-
'[13:32:46.696]',0.164,0.322,91.606,-,-
'[13:32:46.704]',0.133,0.318,89.119,-,-
'[13:32:46.712]',0.133,0.310,87.461,-,-
'[13:32:46.720]',0.133,0.302,85.803,-,-
'[13:32:46.728]',0.133,0.290,84.560,-,-
'[13:32:46.736]',0.133,0.286,83.731,-,-
'[13:32:46.744]',0.078,0.286,82.073,-,-
'[13:32:46.752]',-0.102,0.298,81.244,-,-
'[13:32:46.760]',-0.281,0.318,80.415,-,-
'[13:32:46.768]',0.000,0.353,78.756,-,-
'[13:32:46.776]',1.000,0.404,77.927,-,-
'[13:32:46.784]',1.508,0.463,77.513,-,-
'[13:32:46.792]',1.508,0.525,76.684,-,-
'[13:32:46.800]',0.961,0.584,76.684,-,-
'[13:32:46.808]',0.469,0.631,75.855,-,-
'[13:32:46.816]',0.180,0.663,75.026,-,-
'[13:32:46.824]',0.047,0.686,75.026,-,-
'[13:32:46.832]',-0.008,0.694,74.197,-,-
'[13:32:46.840]',-0.016,0.694,73.368,-,-
'[13:32:46.848]',-0.016,0.686,73.368,-,-
'[13:32:46.856]',-0.016,0.675,73.368,-,-
'[13:32:46.864]',-0.008,0.659,73.368,-,-
'[13:32:46.872]',0.000,0.639,73.368,-,-
'[13:32:46.880]',0.023,0.620,73.368,-,-
'[13:32:46.888]',0.039,0.596,73.368,-,-
'[13:32:46.896]',0.055,0.573,73.368,-,-
'[13:32:46.904]',0.078,0.549,73.368,-,-
'[13:32:46.912]',0.102,0.525,73.368,-,-
'[13:32:46.920]',0.125,0.502,73.368,-,-
'[13:32:46.928]',0.156,0.475,72.539,-,-
'[13:32:46.936]',0.195,0.451,72.539,-,-
'[13:32:46.944]',0.242,0.431,72.539,-,-
'[13:32:46.952]',0.289,0.412,72.539,-,-
'[13:32:46.960]',0.344,0.388,72.539,-,-
'[13:32:46.968]',0.398,0.369,73.368,-,-
'[13:32:46.976]',0.430,0.345,73.368,-,-
'[13:32:46.984]',0.453,0.325,74.197,-,-
'[13:32:46.992]',0.469,0.306,74.197,-,-
'[13:32:47.000]',0.461,0.290,74.197,-,-
'[13:32:47.008]',0.438,0.278,72.539,-,-
'[13:32:47.016]',0.391,0.271,71.295,-,-
'[13:32:47.024]',0.328,0.267,70.466,-,-
'[13:32:47.032]',0.273,0.271,69.637,-,-
'[13:32:47.040]',0.227,0.275,71.710,-,-
'[13:32:47.048]',0.188,0.282,80.415,-,-
'[13:32:47.056]',0.172,0.294,96.166,-,-
'[13:32:47.064]',0.156,0.306,113.161,-,-
'[13:32:47.072]',0.156,0.322,125.596,-,-
'[13:32:47.080]',0.156,0.337,131.399,-,-
'[13:32:47.088]',0.164,0.349,131.399,-,-
'[13:32:47.096]',0.164,0.361,131.399,-,-
'[13:32:47.104]',0.164,0.373,132.228,-,-
'[13:32:47.112]',0.164,0.380,133.472,-,-
'[13:32:47.120]',0.172,0.388,134.301,-,-
'[13:32:47.128]',0.172,0.392,134.301,-,-
'[13:32:47.136]',0.172,0.392,132.642,-,-
'[13:32:47.144]',0.172,0.392,130.570,-,-
'[13:32:47.152]',0.172,0.392,128.912,-,-
'[13:32:47.160]',0.172,0.392,126.425,-,-
'[13:32:47.168]',0.172,0.388,125.181,-,-
'[13:32:47.176]',0.164,0.384,123.523,-,-
'[13:32:47.184]',0.164,0.380,121.036,-,-
'[13:32:47.192]',0.164,0.373,118.549,-,-
'[13:32:47.200]',0.164,0.369,116.477,-,-
'[13:32:47.208]',0.188,0.361,113.990,-,-
'[13:32:47.216]',0.242,0.357,111.917,-,-
'[13:32:47.224]',0.297,0.349,108.601,-,-
'[13:32:47.232]',0.312,0.345,105.285,-,-
'[13:32:47.240]',0.289,0.337,102.383,-,-
'[13:32:47.248]',0.242,0.333,98.238,-,-
'[13:32:47.256]',0.188,0.325,95.337,-,-
'[13:32:47.264]',0.148,0.318,92.850,-,-
'[13:32:47.272]',0.141,0.310,89.948,-,-
'[13:32:47.280]',0.141,0.306,87.461,-,-
'[13:32:47.288]',0.148,0.314,85.803,-,-
'[13:32:47.296]',0.148,0.337,83.731,-,-
'[13:32:47.304]',0.117,0.376,82.073,-,-
'[13:32:47.312]',-0.023,0.427,81.244,-,-
'[13:32:47.320]',-0.266,0.490,79.585,-,-
'[13:32:47.328]',-0.320,0.557,78.756,-,-
'[13:32:47.336]',0.523,0.620,77.927,-,-
'[13:32:47.344]',1.508,0.667,77.927,-,-
'[13:32:47.352]',1.508,0.698,77.513,-,-
'[13:32:47.360]',1.211,0.725,77.513,-,-
'[13:32:47.368]',0.656,0.741,77.513,-,-
'[13:32:47.376]',0.289,0.745,76.684,-,-
'[13:32:47.384]',0.094,0.737,76.684,-,-
'[13:32:47.392]',0.023,0.725,76.684,-,-
'[13:32:47.400]',-0.008,0.710,76.684,-,-
'[13:32:47.408]',-0.008,0.690,76.684,-,-
'[13:32:47.416]',0.000,0.667,76.684,-,-
'[13:32:47.424]',0.008,0.643,76.684,-,-
'[13:32:47.432]',0.023,0.620,76.684,-,-
'[13:32:47.440]',0.039,0.596,77.513,-,-
'[13:32:47.448]',0.055,0.573,77.513,-,-
'[13:32:47.456]',0.070,0.553,77.513,-,-
'[13:32:47.464]',0.094,0.529,77.513,-,-
'[13:32:47.472]',0.117,0.506,77.513,-,-
'[13:32:47.480]',0.133,0.486,77.513,-,-
'[13:32:47.488]',0.164,0.463,76.684,-,-
'[13:32:47.496]',0.203,0.439,76.684,-,-
'[13:32:47.504]',0.234,0.420,76.684,-,-
'[13:32:47.512]',0.289,0.400,76.684,-,-
'[13:32:47.520]',0.344,0.376,76.684,-,-
'[13:32:47.528]',0.398,0.357,76.684,-,-
'[13:32:47.536]',0.453,0.341,77.513,-,-
'[13:32:47.544]',0.484,0.325,77.513,-,-
'[13:32:47.552]',0.508,0.314,77.513,-,-
'[13:32:47.560]',0.508,0.302,77.513,-,-
'[13:32:47.568]',0.484,0.298,75.855,-,-
'[13:32:47.576]',0.445,0.294,74.197,-,-
'[13:32:47.584]',0.383,0.298,73.368,-,-
'[13:32:47.592]',0.320,0.306,72.539,-,-
'[13:32:47.600]',0.258,0.318,75.026,-,-
'[13:32:47.608]',0.219,0.333,83.731,-,-
'[13:32:47.616]',0.180,0.349,99.067,-,-
'[13:32:47.624]',0.164,0.365,116.477,-,-
'[13:32:47.632]',0.156,0.380,129.741,-,-
'[13:32:47.640]',0.156,0.392,135.130,-,-
'[13:32:47.648]',0.164,0.400,135.959,-,-
'[13:32:47.656]',0.164,0.408,135.959,-,-
'[13:32:47.664]',0.164,0.412,136.788,-,-
'[13:32:47.672]',0.164,0.416,138.446,-,-
'[13:32:47.680]',0.172,0.416,138.860,-,-
'[13:32:47.688]',0.172,0.416,138.446,-,-
'[13:32:47.696]',0.172,0.412,136.788,-,-
'[13:32:47.704]',0.164,0.408,134.301,-,-
'[13:32:47.712]',0.164,0.404,132.642,-,-
'[13:32:47.720]',0.164,0.400,130.570,-,-
'[13:32:47.728]',0.164,0.392,128.912,-,-
'[13:32:47.736]',0.164,0.384,127.254,-,-
'[13:32:47.744]',0.164,0.380,125.596,-,-
'[13:32:47.752]',0.164,0.373,123.523,-,-
'[13:32:47.760]',0.164,0.365,120.207,-,-
'[13:32:47.768]',0.148,0.357,118.135,-,-
'[13:32:47.776]',0.148,0.349,114.819,-,-
'[13:32:47.784]',0.156,0.341,111.917,-,-
'[13:32:47.792]',0.188,0.337,108.601,-,-
'[13:32:47.800]',0.234,0.333,104.870,-,-
'[13:32:47.808]',0.289,0.329,101.554,-,-
'[13:32:47.816]',0.297,0.325,98.238,-,-
'[13:32:47.824]',0.273,0.318,95.337,-,-
'[13:32:47.832]',0.219,0.310,92.021,-,-
'[13:32:47.840]',0.172,0.310,89.948,-,-
'[13:32:47.848]',0.133,0.318,87.461,-,-
'[13:32:47.856]',0.133,0.337,84.974,-,-
'[13:32:47.864]',0.133,0.373,83.731,-,-
'[13:32:47.872]',0.133,0.420,82.073,-,-
'[13:32:47.880]',0.133,0.478,81.244,-,-
'[13:32:47.888]',0.109,0.541,80.415,-,-
'[13:32:47.896]',-0.031,0.600,79.585,-,-
'[13:32:47.904]',-0.258,0.651,78.756,-,-
'[13:32:47.912]',-0.305,0.690,78.756,-,-
'[13:32:47.920]',0.625,0.714,78.756,-,-
'[13:32:47.928]',1.508,0.725,77.927,-,-
'[13:32:47.936]',1.508,0.725,77.927,-,-
'[13:32:47.944]',1.250,0.722,77.927,-,-
'[13:32:47.952]',0.641,0.710,77.513,-,-
'[13:32:47.960]',0.250,0.694,77.513,-,-
'[13:32:47.968]',0.062,0.678,77.513,-,-
'[13:32:47.976]',-0.008,0.659,77.513,-,-
'[13:32:47.984]',-0.031,0.635,77.513,-,-
'[13:32:47.992]',-0.031,0.616,77.927,-,-
'[13:32:48.000]',-0.031,0.592,77.927,-,-
'[13:32:48.008]',-0.016,0.569,78.756,-,-
'[13:32:48.016]',-0.008,0.549,78.756,-,-
'[13:32:48.024]',0.008,0.525,78.756,-,-
'[13:32:48.032]',0.023,0.506,78.756,-,-
'[13:32:48.040]',0.047,0.486,78.756,-,-
'[13:32:48.048]',0.062,0.467,78.756,-,-
'[13:32:48.056]',0.086,0.451,77.927,-,-
'[13:32:48.064]',0.102,0.435,77.927,-,-
'[13:32:48.072]',0.133,0.416,77.513,-,-
'[13:32:48.080]',0.164,0.400,77.513,-,-
'[13:32:48.088]',0.203,0.380,77.513,-,-
'[13:32:48.096]',0.250,0.365,76.684,-,-
'[13:32:48.104]',0.305,0.349,76.684,-,-
'[13:32:48.112]',0.352,0.337,76.684,-,-
'[13:32:48.120]',0.398,0.329,76.684,-,-
'[13:32:48.128]',0.430,0.325,77.513,-,-
'[13:32:48.136]',0.445,0.325,77.513,-,-
'[13:32:48.144]',0.445,0.329,76.684,-,-
'[13:32:48.152]',0.438,0.337,75.855,-,-
'[13:32:48.160]',0.414,0.345,74.197,-,-
'[13:32:48.168]',0.367,0.357,72.539,-,-
'[13:32:48.176]',0.312,0.373,71.710,-,-
'[13:32:48.184]',0.258,0.384,75.026,-,-
'[13:32:48.192]',0.219,0.396,82.902,-,-
'[13:32:48.200]',0.195,0.404,98.238,-,-
'[13:32:48.208]',0.180,0.412,116.477,-,-
'[13:32:48.216]',0.172,0.420,129.741,-,-
'[13:32:48.224]',0.172,0.420,134.301,-,-
'[13:32:48.232]',0.172,0.420,135.130,-,-
'[13:32:48.240]',0.172,0.420,135.130,-,-
'[13:32:48.248]',0.172,0.416,135.959,-,-
'[13:32:48.256]',0.172,0.416,137.617,-,-
'[13:32:48.264]',0.180,0.408,138.446,-,-
'[13:32:48.272]',0.180,0.404,137.617,-,-
'[13:32:48.280]',0.180,0.396,135.959,-,-
'[13:32:48.288]',0.172,0.392,133.472,-,-
'[13:32:48.296]',0.172,0.384,131.399,-,-
'[13:32:48.304]',0.172,0.376,129.741,-,-
'[13:32:48.312]',0.172,0.369,128.083,-,-
'[13:32:48.320]',0.172,0.361,125.596,-,-
'[13:32:48.328]',0.172,0.353,124.352,-,-
'[13:32:48.336]',0.172,0.345,121.865,-,-
'[13:32:48.344]',0.172,0.337,119.378,-,-
'[13:32:48.352]',0.164,0.333,116.477,-,-
'[13:32:48.360]',0.164,0.325,113.161,-,-
'[13:32:48.368]',0.164,0.322,110.259,-,-
'[13:32:48.376]',0.172,0.314,106.114,-,-
'[13:32:48.384]',0.203,0.310,103.212,-,-
'[13:32:48.392]',0.258,0.302,99.896,-,-
'[13:32:48.400]',0.305,0.290,96.995,-,-
'[13:32:48.408]',0.305,0.282,93.679,-,-
'[13:32:48.416]',0.273,0.275,90.777,-,-
'[13:32:48.424]',0.227,0.271,88.290,-,-
'[13:32:48.432]',0.180,0.282,85.803,-,-
'[13:32:48.440]',0.148,0.310,84.560,-,-
'[13:32:48.448]',0.148,0.341,82.902,-,-
'[13:32:48.456]',0.148,0.384,81.244,-,-
'[13:32:48.464]',0.148,0.443,80.415,-,-
'[13:32:48.472]',0.148,0.506,79.585,-,-
'[13:32:48.480]',0.109,0.569,78.756,-,-
'[13:32:48.488]',-0.062,0.624,77.927,-,-
'[13:32:48.496]',-0.273,0.667,77.927,-,-
'[13:32:48.504]',-0.109,0.694,77.927,-,-
'[13:32:48.512]',0.812,0.706,77.927,-,-
'[13:32:48.520]',1.508,0.710,77.513,-,-
'[13:32:48.528]',1.508,0.706,77.513,-,-
'[13:32:48.536]',1.070,0.694,77.513,-,-
'[13:32:48.544]',0.539,0.678,77.513,-,-
'[13:32:48.552]',0.219,0.663,77.513,-,-
'[13:32:48.560]',0.062,0.643,77.513,-,-
'[13:32:48.568]',0.008,0.624,77.513,-,-
'[13:32:48.576]',-0.008,0.604,77.513,-,-
'[13:32:48.584]',-0.008,0.580,77.927,-,-
'[13:32:48.592]',-0.008,0.561,77.927,-,-
'[13:32:48.600]',0.008,0.537,78.756,-,-
'[13:32:48.608]',0.023,0.518,78.756,-,-
'[13:32:48.616]',0.039,0.494,78.756,-,-
'[13:32:48.624]',0.055,0.475,78.756,-,-
'[13:32:48.632]',0.070,0.455,78.756,-,-
'[13:32:48.640]',0.094,0.439,78.756,-,-
'[13:32:48.648]',0.117,0.424,77.927,-,-
'[13:32:48.656]',0.133,0.404,77.513,-,-
'[13:32:48.664]',0.164,0.388,77.513,-,-
'[13:32:48.672]',0.195,0.369,76.684,-,-
'[13:32:48.680]',0.234,0.353,76.684,-,-
'[13:32:48.688]',0.273,0.337,75.855,-,-
'[13:32:48.696]',0.328,0.325,75.855,-,-
'[13:32:48.704]',0.375,0.318,75.855,-,-
'[13:32:48.712]',0.414,0.314,75.855,-,-
'[13:32:48.720]',0.438,0.314,76.684,-,-
'[13:32:48.728]',0.461,0.318,76.684,-,-
'[13:32:48.736]',0.469,0.329,75.855,-,-
'[13:32:48.744]',0.453,0.337,75.026,-,-
'[13:32:48.752]',0.422,0.349,73.368,-,-
'[13:32:48.760]',0.367,0.365,71.710,-,-
'[13:32:48.768]',0.312,0.376,71.295,-,-
'[13:32:48.776]',0.258,0.388,72.539,-,-
'[13:32:48.784]',0.219,0.400,79.585,-,-
'[13:32:48.792]',0.188,0.408,93.679,-,-
'[13:32:48.800]',0.172,0.416,111.917,-,-
'[13:32:48.808]',0.164,0.420,125.181,-,-
'[13:32:48.816]',0.164,0.420,130.570,-,-
'[13:32:48.824]',0.164,0.420,131.399,-,-
'[13:32:48.832]',0.164,0.416,130.570,-,-
'[13:32:48.840]',0.164,0.412,130.570,-,-
'[13:32:48.848]',0.164,0.408,132.228,-,-
'[13:32:48.856]',0.164,0.404,132.642,-,-
'[13:32:48.864]',0.164,0.400,132.228,-,-
'[13:32:48.872]',0.156,0.392,130.570,-,-
'[13:32:48.880]',0.156,0.384,128.083,-,-
'[13:32:48.888]',0.156,0.376,125.596,-,-
'[13:32:48.896]',0.148,0.373,124.352,-,-
'[13:32:48.904]',0.148,0.365,121.865,-,-
'[13:32:48.912]',0.148,0.357,119.378,-,-
'[13:32:48.920]',0.164,0.349,118.135,-,-
'[13:32:48.928]',0.164,0.341,114.819,-,-
'[13:32:48.936]',0.156,0.333,112.332,-,-
'[13:32:48.944]',0.148,0.325,109.430,-,-
'[13:32:48.952]',0.148,0.322,106.114,-,-
'[13:32:48.960]',0.156,0.318,103.212,-,-
'[13:32:48.968]',0.172,0.310,99.896,-,-
'[13:32:48.976]',0.219,0.302,96.995,-,-
'[13:32:48.984]',0.273,0.298,92.850,-,-
'[13:32:48.992]',0.305,0.286,90.777,-,-
'[13:32:49.000]',0.312,0.278,87.461,-,-
'[13:32:49.008]',0.273,0.271,84.974,-,-
'[13:32:49.016]',0.219,0.267,82.902,-,-
'[13:32:49.024]',0.180,0.275,80.415,-,-
'[13:32:49.032]',0.156,0.294,78.756,-,-
'[13:32:49.040]',0.148,0.325,77.513,-,-
'[13:32:49.048]',0.148,0.365,75.855,-,-
'[13:32:49.056]',0.148,0.420,75.026,-,-
'[13:32:49.064]',0.141,0.482,74.197,-,-
'[13:32:49.072]',0.094,0.545,73.368,-,-
'[13:32:49.080]',-0.086,0.604,72.539,-,-
'[13:32:49.088]',-0.266,0.647,71.710,-,-
'[13:32:49.096]',0.000,0.678,71.710,-,-
'[13:32:49.104]',0.953,0.698,71.710,-,-
'[13:32:49.112]',1.508,0.702,71.295,-,-
'[13:32:49.120]',1.430,0.698,71.295,-,-
'[13:32:49.128]',0.727,0.690,71.295,-,-
'[13:32:49.136]',0.320,0.675,71.295,-,-
'[13:32:49.144]',0.148,0.659,71.295,-,-
'[13:32:49.152]',0.062,0.639,71.295,-,-
'[13:32:49.160]',0.023,0.620,71.710,-,-
'[13:32:49.168]',0.016,0.600,71.710,-,-
'[13:32:49.176]',0.016,0.576,71.710,-,-
'[13:32:49.184]',0.031,0.553,72.539,-,-
'[13:32:49.192]',0.039,0.525,72.539,-,-
'[13:32:49.200]',0.055,0.502,73.368,-,-
'[13:32:49.208]',0.078,0.478,73.368,-,-
'[13:32:49.216]',0.094,0.459,73.368,-,-
'[13:32:49.224]',0.117,0.435,73.368,-,-
'[13:32:49.232]',0.133,0.412,73.368,-,-
'[13:32:49.240]',0.164,0.392,72.539,-,-
'[13:32:49.248]',0.188,0.376,72.539,-,-
'[13:32:49.256]',0.219,0.357,71.710,-,-
'[13:32:49.264]',0.258,0.337,71.710,-,-
'[13:32:49.272]',0.305,0.318,71.710,-,-
'[13:32:49.280]',0.367,0.302,71.710,-,-
'[13:32:49.288]',0.430,0.286,71.710,-,-
'[13:32:49.296]',0.492,0.271,71.710,-,-
'[13:32:49.304]',0.547,0.263,71.710,-,-
'[13:32:49.312]',0.570,0.263,72.539,-,-
'[13:32:49.320]',0.586,0.263,72.539,-,-
'[13:32:49.328]',0.570,0.271,71.710,-,-
'[13:32:49.336]',0.547,0.282,70.466,-,-
'[13:32:49.344]',0.484,0.294,68.808,-,-
'[13:32:49.352]',0.414,0.310,67.150,-,-
'[13:32:49.360]',0.336,0.325,65.492,-,-
'[13:32:49.368]',0.273,0.345,65.492,-,-
'[13:32:49.376]',0.219,0.361,67.979,-,-
'[13:32:49.384]',0.188,0.373,75.026,-,-
'[13:32:49.392]',0.164,0.384,88.290,-,-
'[13:32:49.400]',0.164,0.392,103.212,-,-
'[13:32:49.408]',0.164,0.396,114.819,-,-
'[13:32:49.416]',0.164,0.400,118.549,-,-
'[13:32:49.424]',0.164,0.404,118.135,-,-
'[13:32:49.432]',0.164,0.400,117.306,-,-
'[13:32:49.440]',0.164,0.400,117.306,-,-
'[13:32:49.448]',0.164,0.400,118.549,-,-
'[13:32:49.456]',0.164,0.396,119.378,-,-
'[13:32:49.464]',0.164,0.392,119.378,-,-
'[13:32:49.472]',0.164,0.388,118.135,-,-
'[13:32:49.480]',0.164,0.380,116.477,-,-
'[13:32:49.488]',0.172,0.376,113.990,-,-
'[13:32:49.496]',0.172,0.369,112.332,-,-
'[13:32:49.504]',0.164,0.365,111.088,-,-
'[13:32:49.512]',0.148,0.357,108.601,-,-
'[13:32:49.520]',0.148,0.349,106.114,-,-
'[13:32:49.528]',0.148,0.341,103.212,-,-
'[13:32:49.536]',0.172,0.333,100.725,-,-
'[13:32:49.544]',0.227,0.329,98.238,-,-
'[13:32:49.552]',0.289,0.325,95.337,-,-
'[13:32:49.560]',0.305,0.322,92.021,-,-
'[13:32:49.568]',0.289,0.318,89.948,-,-
'[13:32:49.576]',0.242,0.310,86.632,-,-
'[13:32:49.584]',0.188,0.306,84.560,-,-
'[13:32:49.592]',0.156,0.302,82.902,-,-
'[13:32:49.600]',0.148,0.294,80.415,-,-
'[13:32:49.608]',0.148,0.282,79.585,-,-
'[13:32:49.616]',0.148,0.275,77.927,-,-
'[13:32:49.624]',0.148,0.275,76.684,-,-
'[13:32:49.632]',0.133,0.286,75.855,-,-
'[13:32:49.640]',0.023,0.302,75.026,-,-
'[13:32:49.648]',-0.195,0.333,73.368,-,-
'[13:32:49.656]',-0.266,0.376,72.539,-,-
'[13:32:49.664]',0.391,0.435,71.710,-,-
'[13:32:49.672]',1.445,0.498,71.295,-,-
'[13:32:49.680]',1.508,0.557,71.295,-,-
'[13:32:49.688]',1.156,0.612,70.466,-,-
'[13:32:49.696]',0.539,0.651,70.466,-,-
'[13:32:49.704]',0.242,0.675,69.637,-,-
'[13:32:49.712]',0.094,0.686,69.637,-,-
'[13:32:49.720]',0.023,0.690,68.808,-,-
'[13:32:49.728]',-0.008,0.682,68.808,-,-
'[13:32:49.736]',-0.008,0.671,68.808,-,-
'[13:32:49.744]',0.008,0.659,68.808,-,-
'[13:32:49.752]',0.023,0.639,68.808,-,-
'[13:32:49.760]',0.039,0.620,69.637,-,-
'[13:32:49.768]',0.055,0.600,69.637,-,-
'[13:32:49.776]',0.062,0.576,69.637,-,-
'[13:32:49.784]',0.078,0.553,69.637,-,-
'[13:32:49.792]',0.102,0.525,69.637,-,-
'[13:32:49.800]',0.117,0.502,69.637,-,-
'[13:32:49.808]',0.148,0.478,69.637,-,-
'[13:32:49.816]',0.180,0.451,69.637,-,-
'[13:32:49.824]',0.211,0.427,68.808,-,-
'[13:32:49.832]',0.250,0.404,68.808,-,-
'[13:32:49.840]',0.305,0.384,68.808,-,-
'[13:32:49.848]',0.359,0.365,69.637,-,-
'[13:32:49.856]',0.414,0.345,69.637,-,-
'[13:32:49.864]',0.461,0.322,70.466,-,-
'[13:32:49.872]',0.492,0.302,71.295,-,-
'[13:32:49.880]',0.508,0.286,71.295,-,-
'[13:32:49.888]',0.508,0.271,71.295,-,-
'[13:32:49.896]',0.484,0.263,70.466,-,-
'[13:32:49.904]',0.438,0.255,69.637,-,-
'[13:32:49.912]',0.383,0.251,67.150,-,-
'[13:32:49.920]',0.305,0.255,65.492,-,-
'[13:32:49.928]',0.242,0.259,65.492,-,-
'[13:32:49.936]',0.203,0.271,66.321,-,-
'[13:32:49.944]',0.164,0.278,71.710,-,-
'[13:32:49.952]',0.141,0.294,83.731,-,-
'[13:32:49.960]',0.133,0.306,99.896,-,-
'[13:32:49.968]',0.133,0.322,113.990,-,-
'[13:32:49.976]',0.133,0.337,121.865,-,-
'[13:32:49.984]',0.141,0.349,123.523,-,-
'[13:32:49.992]',0.141,0.361,122.694,-,-
'[13:32:50.000]',0.148,0.369,122.694,-,-
'[13:32:50.008]',0.148,0.376,124.352,-,-
'[13:32:50.016]',0.148,0.380,125.596,-,-
'[13:32:50.024]',0.164,0.384,125.596,-,-
'[13:32:50.032]',0.164,0.388,125.181,-,-
'[13:32:50.040]',0.164,0.388,122.694,-,-
'[13:32:50.048]',0.148,0.388,121.036,-,-
'[13:32:50.056]',0.148,0.384,118.549,-,-
'[13:32:50.064]',0.148,0.384,117.306,-,-
'[13:32:50.072]',0.148,0.380,115.648,-,-
'[13:32:50.080]',0.148,0.373,113.990,-,-
'[13:32:50.088]',0.148,0.369,111.917,-,-
'[13:32:50.096]',0.148,0.365,110.259,-,-
'[13:32:50.104]',0.180,0.357,107.772,-,-
'[13:32:50.112]',0.219,0.353,104.870,-,-
'[13:32:50.120]',0.273,0.349,102.383,-,-
'[13:32:50.128]',0.289,0.345,99.067,-,-
'[13:32:50.136]',0.266,0.341,96.166,-,-
'[13:32:50.144]',0.219,0.337,92.850,-,-
'[13:32:50.152]',0.172,0.333,90.777,-,-
'[13:32:50.160]',0.133,0.329,88.290,-,-
'[13:32:50.168]',0.125,0.322,85.803,-,-
'[13:32:50.176]',0.125,0.314,84.560,-,-
'[13:32:50.184]',0.125,0.310,82.902,-,-
'[13:32:50.192]',0.117,0.318,81.244,-,-
'[13:32:50.200]',0.094,0.337,79.585,-,-
'[13:32:50.208]',-0.055,0.373,78.756,-,-
'[13:32:50.216]',-0.273,0.424,77.513,-,-
'[13:32:50.224]',-0.297,0.486,76.684,-,-
'[13:32:50.232]',0.703,0.553,75.855,-,-
'[13:32:50.240]',1.508,0.608,75.026,-,-
'[13:32:50.248]',1.508,0.651,74.197,-,-
'[13:32:50.256]',1.195,0.690,74.197,-,-
'[13:32:50.264]',0.602,0.722,73.368,-,-
'[13:32:50.272]',0.234,0.737,73.368,-,-
'[13:32:50.280]',0.055,0.745,72.539,-,-
'[13:32:50.288]',-0.016,0.741,72.539,-,-
'[13:32:50.296]',-0.031,0.729,71.710,-,-
'[13:32:50.304]',-0.039,0.714,71.710,-,-
'[13:32:50.312]',-0.031,0.698,71.710,-,-
'[13:32:50.320]',-0.023,0.675,71.710,-,-
'[13:32:50.328]',-0.008,0.651,71.710,-,-
'[13:32:50.336]',0.008,0.627,72.539,-,-
'[13:32:50.344]',0.023,0.604,72.539,-,-
'[13:32:50.352]',0.039,0.584,72.539,-,-
'[13:32:50.360]',0.055,0.561,72.539,-,-
'[13:32:50.368]',0.078,0.537,72.539,-,-
'[13:32:50.376]',0.102,0.510,72.539,-,-
'[13:32:50.384]',0.125,0.486,71.710,-,-
'[13:32:50.392]',0.156,0.463,71.710,-,-
'[13:32:50.400]',0.195,0.439,71.710,-,-
'[13:32:50.408]',0.242,0.416,71.710,-,-
'[13:32:50.416]',0.305,0.388,72.539,-,-
'[13:32:50.424]',0.359,0.369,72.539,-,-
'[13:32:50.432]',0.406,0.345,73.368,-,-
'[13:32:50.440]',0.438,0.325,73.368,-,-
'[13:32:50.448]',0.453,0.310,73.368,-,-
'[13:32:50.456]',0.461,0.298,73.368,-,-
'[13:32:50.464]',0.438,0.282,72.539,-,-
'[13:32:50.472]',0.406,0.275,71.295,-,-
