'Time','II','AVR','V','RESP','PLETH','ABP','CVP'
'[13:04:37.560]',0.905,0.440,0.720,1.000,2.696,59.736,4.064
'[13:04:37.568]',0.905,0.435,0.725,1.000,2.823,60.029,3.751
'[13:04:37.576]',0.910,0.435,0.720,0.996,2.917,60.322,3.868
'[13:04:37.584]',0.920,0.420,0.725,0.992,2.977,60.420,4.308
'[13:04:37.592]',0.925,0.415,0.725,0.982,3.002,60.420,5.060
'[13:04:37.600]',0.930,0.420,0.730,0.972,3.001,60.225,5.744
'[13:04:37.608]',0.945,0.400,0.725,0.962,2.983,59.932,5.998
'[13:04:37.616]',0.950,0.405,0.735,0.952,2.948,59.541,5.685
'[13:04:37.624]',0.950,0.390,0.725,0.943,2.898,59.101,4.933
'[13:04:37.632]',0.960,0.380,0.735,0.933,2.836,58.613,3.937
'[13:04:37.640]',0.975,0.365,0.725,0.925,2.761,58.173,3.058
'[13:04:37.648]',0.980,0.365,0.735,0.916,2.680,57.685,2.247
'[13:04:37.656]',1.000,0.355,0.725,0.906,2.592,57.245,1.622
'[13:04:37.664]',1.000,0.360,0.745,0.897,2.498,56.757,1.182
'[13:04:37.672]',1.015,0.345,0.735,0.888,2.398,56.220,0.996
'[13:04:37.680]',1.010,0.350,0.745,0.878,2.294,55.878,1.055
'[13:04:37.688]',1.005,0.350,0.745,0.869,2.188,55.975,1.368
'[13:04:37.696]',1.000,0.365,0.765,0.860,2.093,57.001,1.749
'[13:04:37.704]',0.990,0.370,0.760,0.850,2.002,59.346,2.188
'[13:04:37.712]',0.980,0.390,0.770,0.841,1.903,63.155,2.559
'[13:04:37.720]',0.975,0.390,0.765,0.833,1.803,68.479,2.872
'[13:04:37.728]',0.965,0.405,0.770,0.824,1.704,74.731,3.058
'[13:04:37.736]',0.965,0.395,0.765,0.816,1.608,81.374,3.312
'[13:04:37.744]',0.965,0.405,0.760,0.808,1.517,87.675,3.556
'[13:04:37.752]',0.965,0.405,0.770,0.799,1.432,93.243,3.810
'[13:04:37.760]',0.960,0.410,0.760,0.790,1.355,97.737,3.937
'[13:04:37.768]',0.960,0.415,0.765,0.780,1.288,101.156,3.937
'[13:04:37.776]',0.960,0.400,0.755,0.770,1.232,103.501,3.868
'[13:04:37.784]',0.965,0.410,0.770,0.760,1.185,104.722,3.810
'[13:04:37.792]',0.970,0.400,0.765,0.751,1.152,104.917,3.868
'[13:04:37.800]',0.970,0.410,0.775,0.741,1.129,104.184,4.122
'[13:04:37.808]',0.975,0.405,0.770,0.731,1.109,102.621,4.562
'[13:04:37.816]',1.000,0.395,0.790,0.720,1.096,100.423,5.002
'[13:04:37.824]',1.010,0.385,0.785,0.710,1.088,97.786,5.304
'[13:04:37.832]',1.025,0.375,0.790,0.698,1.085,95.002,5.500
'[13:04:37.840]',1.030,0.365,0.770,0.686,1.085,92.071,5.558
'[13:04:37.848]',1.015,0.375,0.775,0.674,1.085,89.189,5.617
'[13:04:37.856]',0.985,0.390,0.745,0.663,1.085,86.308,5.812
'[13:04:37.864]',0.955,0.415,0.745,0.651,1.083,83.572,5.998
'[13:04:37.872]',0.935,0.420,0.730,0.640,1.080,80.886,6.057
'[13:04:37.880]',0.925,0.435,0.735,0.630,1.076,78.297,5.998
'[13:04:37.888]',0.925,0.425,0.725,0.620,1.072,75.806,5.930
'[13:04:37.896]',0.920,0.435,0.730,0.611,1.071,73.364,5.871
'[13:04:37.904]',0.925,0.430,0.720,0.602,1.072,71.068,5.744
'[13:04:37.912]',0.915,0.435,0.725,0.592,1.070,68.821,5.617
'[13:04:37.920]',0.920,0.435,0.730,0.583,1.066,66.526,5.685
'[13:04:37.928]',0.900,0.425,0.755,0.573,1.059,64.474,5.871
'[13:04:37.936]',1.025,0.315,0.825,0.564,1.048,62.569,6.184
'[13:04:37.944]',1.415,0.075,0.935,0.556,1.038,60.909,6.496
'[13:04:37.952]',1.500,-0.005,0.955,0.548,1.033,59.541,6.809
'[13:04:37.960]',1.195,0.340,0.810,0.541,1.039,58.466,7.063
'[13:04:37.968]',0.980,0.440,0.615,0.534,1.062,57.685,7.248
'[13:04:37.976]',0.900,0.435,0.590,0.526,1.109,57.050,7.375
'[13:04:37.984]',0.880,0.450,0.670,0.518,1.189,56.659,7.248
'[13:04:37.992]',0.880,0.455,0.690,0.510,1.282,56.464,6.994
'[13:04:38.000]',0.885,0.460,0.705,0.502,1.394,56.415,6.750
'[13:04:38.008]',0.890,0.450,0.700,0.494,1.545,56.610,6.623
'[13:04:38.016]',0.885,0.455,0.720,0.486,1.726,56.903,6.438
'[13:04:38.024]',0.890,0.445,0.705,0.478,1.924,57.343,6.184
'[13:04:38.032]',0.890,0.455,0.720,0.470,2.124,57.880,5.685
'[13:04:38.040]',0.900,0.445,0.715,0.462,2.316,58.369,5.002
'[13:04:38.048]',0.900,0.450,0.725,0.455,2.489,58.759,4.064
'[13:04:38.056]',0.910,0.435,0.720,0.448,2.636,59.101,3.243
'[13:04:38.064]',0.915,0.435,0.725,0.441,2.754,59.346,2.745
'[13:04:38.072]',0.925,0.420,0.720,0.433,2.837,59.541,2.745
'[13:04:38.080]',0.925,0.430,0.725,0.426,2.887,59.590,3.370
'[13:04:38.088]',0.925,0.415,0.720,0.419,2.906,59.541,4.494
'[13:04:38.096]',0.935,0.415,0.730,0.412,2.899,59.297,5.744
'[13:04:38.104]',0.950,0.400,0.720,0.407,2.874,59.004,6.496
'[13:04:38.112]',0.950,0.400,0.730,0.401,2.834,58.613,6.555
'[13:04:38.120]',0.970,0.380,0.720,0.396,2.780,58.124,5.812
'[13:04:38.128]',0.975,0.380,0.725,0.392,2.715,57.587,4.435
'[13:04:38.136]',0.990,0.360,0.720,0.387,2.638,57.196,2.872
'[13:04:38.144]',1.000,0.355,0.725,0.383,2.552,56.757,1.182
'[13:04:38.152]',1.015,0.340,0.730,0.378,2.459,56.220,-0.127
'[13:04:38.160]',1.015,0.345,0.720,0.374,2.362,55.731,-0.938
'[13:04:38.168]',1.020,0.350,0.740,0.369,2.258,55.243,-1.065
'[13:04:38.176]',1.020,0.355,0.735,0.365,2.152,54.998,-0.567
'[13:04:38.184]',1.015,0.360,0.750,0.361,2.043,55.340,0.313
'[13:04:38.192]',1.000,0.365,0.755,0.358,1.946,56.806,1.309
'[13:04:38.200]',0.990,0.385,0.765,0.354,1.857,59.590,2.120
'[13:04:38.208]',0.975,0.390,0.765,0.351,1.761,63.839,2.559
'[13:04:38.216]',0.970,0.405,0.770,0.347,1.664,69.359,2.618
'[13:04:38.224]',0.960,0.410,0.765,0.344,1.571,75.562,2.432
'[13:04:38.232]',0.955,0.415,0.770,0.339,1.481,81.863,2.247
'[13:04:38.240]',0.960,0.415,0.760,0.335,1.396,87.626,2.188
'[13:04:38.248]',0.955,0.415,0.770,0.330,1.320,92.560,2.247
'[13:04:38.256]',0.955,0.415,0.765,0.325,1.253,96.418,2.501
'[13:04:38.264]',0.955,0.415,0.770,0.320,1.196,99.251,2.931
'[13:04:38.272]',0.960,0.405,0.765,0.314,1.147,101.010,3.497
'[13:04:38.280]',0.965,0.415,0.775,0.309,1.107,101.693,3.995
'[13:04:38.288]',0.970,0.400,0.770,0.304,1.074,101.449,4.308
'[13:04:38.296]',0.965,0.415,0.775,0.299,1.054,100.326,4.435
'[13:04:38.304]',0.985,0.395,0.780,0.293,1.042,98.421,4.435
'[13:04:38.312]',1.000,0.395,0.790,0.287,1.033,96.125,4.308
'[13:04:38.320]',1.025,0.370,0.790,0.281,1.028,93.439,4.181
'[13:04:38.328]',1.020,0.370,0.785,0.274,1.026,90.557,4.181
'[13:04:38.336]',1.025,0.365,0.780,0.268,1.027,87.626,4.435
'[13:04:38.344]',0.995,0.390,0.770,0.260,1.030,84.745,5.060
'[13:04:38.352]',0.970,0.405,0.750,0.253,1.034,81.912,5.744
'[13:04:38.360]',0.940,0.420,0.745,0.247,1.038,79.225,6.242
'[13:04:38.368]',0.925,0.430,0.735,0.241,1.041,76.685,6.496
'[13:04:38.376]',0.920,0.425,0.730,0.236,1.042,74.194,6.311
'[13:04:38.384]',0.925,0.435,0.740,0.231,1.040,71.752,5.930
'[13:04:38.392]',0.915,0.435,0.730,0.227,1.040,69.359,5.500
'[13:04:38.400]',0.910,0.440,0.735,0.222,1.041,67.063,5.187
'[13:04:38.408]',0.915,0.430,0.730,0.217,1.037,64.816,5.119
'[13:04:38.416]',0.900,0.440,0.750,0.213,1.028,62.716,5.373
'[13:04:38.424]',0.890,0.375,0.780,0.209,1.017,60.860,5.871
'[13:04:38.432]',1.200,0.200,0.890,0.205,1.003,59.297,6.369
'[13:04:38.440]',1.500,-0.020,0.940,0.202,0.990,57.978,6.867
'[13:04:38.448]',1.345,0.215,0.900,0.199,0.984,57.001,7.121
'[13:04:38.456]',1.060,0.420,0.690,0.196,0.991,56.220,7.248
'[13:04:38.464]',0.930,0.445,0.605,0.193,1.019,55.731,7.121
'[13:04:38.472]',0.895,0.435,0.640,0.189,1.074,55.340,6.936
'[13:04:38.480]',0.875,0.460,0.685,0.186,1.162,55.243,6.750
'[13:04:38.488]',0.880,0.455,0.695,0.183,1.284,55.340,6.555
'[13:04:38.496]',0.885,0.460,0.720,0.179,1.414,55.536,6.311
'[13:04:38.504]',0.885,0.450,0.715,0.176,1.554,55.926,6.057
'[13:04:38.512]',0.885,0.460,0.720,0.173,1.726,56.366,5.812
'[13:04:38.520]',0.895,0.450,0.720,0.170,1.910,56.806,5.373
'[13:04:38.528]',0.900,0.450,0.715,0.167,2.090,57.245,4.806
'[13:04:38.536]',0.905,0.440,0.720,0.165,2.260,57.587,3.995
'[13:04:38.544]',0.905,0.445,0.720,0.163,2.412,57.978,3.185
'[13:04:38.552]',0.915,0.435,0.725,0.161,2.538,58.320,2.559
'[13:04:38.560]',0.920,0.435,0.720,0.159,2.634,58.418,2.501
'[13:04:38.568]',0.925,0.420,0.725,0.157,2.702,58.418,2.999
'[13:04:38.576]',0.930,0.415,0.720,0.156,2.740,58.369,4.122
'[13:04:38.584]',0.940,0.410,0.725,0.155,2.750,58.124,5.373
'[13:04:38.592]',0.950,0.400,0.720,0.154,2.738,57.783,6.311
'[13:04:38.600]',0.950,0.390,0.730,0.154,2.709,57.490,6.496
'[13:04:38.608]',0.960,0.385,0.720,0.154,2.663,57.050,5.812
'[13:04:38.616]',0.970,0.370,0.725,0.155,2.602,56.561,4.435
'[13:04:38.624]',0.985,0.360,0.720,0.155,2.530,56.073,2.745
'[13:04:38.632]',0.995,0.355,0.730,0.157,2.450,55.536,1.055
'[13:04:38.640]',1.005,0.345,0.725,0.158,2.361,55.047,-0.381
'[13:04:38.648]',1.010,0.355,0.740,0.160,2.267,54.559,-1.250
'[13:04:38.656]',1.020,0.340,0.735,0.161,2.170,54.119,-1.446
'[13:04:38.664]',1.020,0.350,0.745,0.162,2.070,53.777,-1.006
'[13:04:38.672]',1.020,0.350,0.745,0.164,1.968,53.875,-0.127
'[13:04:38.680]',1.010,0.365,0.760,0.165,1.864,54.803,0.811
'[13:04:38.688]',1.000,0.365,0.760,0.166,1.762,56.903,1.563
'[13:04:38.696]',0.980,0.390,0.770,0.168,1.675,60.420,1.993
'[13:04:38.704]',0.975,0.395,0.770,0.169,1.597,65.402,2.061
'[13:04:38.712]',0.965,0.410,0.770,0.170,1.513,71.361,1.934
'[13:04:38.720]',0.965,0.415,0.770,0.171,1.429,77.662,1.934
'[13:04:38.728]',0.955,0.420,0.770,0.171,1.350,83.816,1.993
'[13:04:38.736]',0.960,0.410,0.765,0.171,1.277,89.238,2.120
'[13:04:38.744]',0.955,0.415,0.765,0.171,1.211,93.732,2.432
'[13:04:38.752]',0.960,0.410,0.765,0.171,1.155,97.200,2.872
'[13:04:38.760]',0.960,0.415,0.760,0.171,1.108,99.495,3.439
'[13:04:38.768]',0.965,0.410,0.770,0.171,1.070,100.814,3.937
'[13:04:38.776]',0.965,0.415,0.770,0.170,1.042,101.107,4.308
'[13:04:38.784]',0.965,0.410,0.780,0.169,1.022,100.570,4.435
'[13:04:38.792]',0.975,0.405,0.775,0.167,1.011,99.105,4.435
'[13:04:38.800]',0.990,0.410,0.790,0.165,1.007,97.053,4.308
'[13:04:38.808]',1.015,0.390,0.790,0.163,1.005,94.513,4.122
'[13:04:38.816]',1.025,0.375,0.795,0.161,1.006,91.680,4.064
'[13:04:38.824]',1.035,0.365,0.780,0.157,1.009,88.750,4.249
'[13:04:38.832]',1.015,0.380,0.785,0.154,1.013,85.721,4.748
'[13:04:38.840]',0.980,0.390,0.760,0.152,1.017,82.840,5.500
'[13:04:38.848]',0.955,0.415,0.755,0.150,1.020,80.007,6.184
'[13:04:38.856]',0.940,0.420,0.740,0.149,1.020,77.223,6.438
'[13:04:38.864]',0.930,0.435,0.745,0.148,1.018,74.683,6.311
'[13:04:38.872]',0.925,0.430,0.735,0.147,1.015,72.240,5.871
'[13:04:38.880]',0.925,0.435,0.740,0.146,1.011,69.798,5.431
'[13:04:38.888]',0.925,0.425,0.730,0.145,1.006,67.503,5.060
'[13:04:38.896]',0.920,0.435,0.735,0.144,1.002,65.158,4.933
'[13:04:38.904]',0.920,0.435,0.735,0.143,0.998,63.009,5.187
'[13:04:38.912]',0.905,0.420,0.765,0.143,0.989,61.006,5.617
'[13:04:38.920]',1.065,0.275,0.835,0.142,0.979,59.248,6.125
'[13:04:38.928]',1.465,0.035,0.945,0.141,0.971,57.783,6.555
'[13:04:38.936]',1.500,-0.035,0.955,0.140,0.966,56.659,6.867
'[13:04:38.944]',1.175,0.350,0.785,0.140,0.969,55.878,7.063
'[13:04:38.952]',0.975,0.435,0.615,0.139,0.986,55.243,7.063
'[13:04:38.960]',0.905,0.435,0.600,0.138,1.026,54.852,6.867
'[13:04:38.968]',0.880,0.450,0.675,0.137,1.097,54.754,6.682
'[13:04:38.976]',0.880,0.455,0.700,0.136,1.198,54.754,6.555
'[13:04:38.984]',0.890,0.460,0.715,0.135,1.329,54.901,6.438
'[13:04:38.992]',0.885,0.450,0.710,0.133,1.463,55.243,6.242
'[13:04:39.000]',0.880,0.460,0.720,0.133,1.605,55.682,5.930
'[13:04:39.008]',0.890,0.450,0.720,0.132,1.776,56.220,5.500
'[13:04:39.016]',0.885,0.460,0.720,0.132,1.959,56.757,4.933
'[13:04:39.024]',0.900,0.440,0.720,0.132,2.140,57.245,4.122
'[13:04:39.032]',0.905,0.445,0.720,0.131,2.309,57.587,3.312
'[13:04:39.040]',0.905,0.440,0.720,0.131,2.456,57.880,2.686
'[13:04:39.048]',0.910,0.435,0.725,0.131,2.573,58.027,2.432
'[13:04:39.056]',0.920,0.425,0.720,0.131,2.659,58.173,2.813
'[13:04:39.064]',0.925,0.430,0.735,0.132,2.716,58.173,3.751
'[13:04:39.072]',0.935,0.415,0.725,0.132,2.743,57.978,5.002
'[13:04:39.080]',0.945,0.410,0.730,0.134,2.743,57.734,6.057
'[13:04:39.088]',0.950,0.390,0.720,0.136,2.723,57.441,6.438
'[13:04:39.096]',0.960,0.390,0.730,0.138,2.689,57.050,6.057
'[13:04:39.104]',0.970,0.375,0.720,0.140,2.639,56.610,4.933
'[13:04:39.112]',0.975,0.370,0.725,0.142,2.575,56.171,3.312
'[13:04:39.120]',1.000,0.350,0.720,0.145,2.498,55.682,1.563
'[13:04:39.128]',1.000,0.355,0.730,0.148,2.412,55.194,0.000
'[13:04:39.136]',1.015,0.340,0.735,0.151,2.320,54.608,-1.065
'[13:04:39.144]',1.015,0.350,0.730,0.153,2.221,54.119,-1.504
'[13:04:39.152]',1.020,0.340,0.745,0.157,2.119,53.729,-1.250
'[13:04:39.160]',1.015,0.350,0.740,0.160,2.016,53.680,-0.567
'[13:04:39.168]',1.015,0.355,0.750,0.163,1.912,54.217,0.244
'[13:04:39.176]',1.000,0.365,0.755,0.166,1.808,55.926,0.938
'[13:04:39.184]',0.995,0.380,0.765,0.169,1.706,59.053,1.495
'[13:04:39.192]',0.980,0.390,0.760,0.172,1.618,63.595,1.749
'[13:04:39.200]',0.975,0.405,0.770,0.174,1.539,69.407,1.876
'[13:04:39.208]',0.960,0.415,0.765,0.176,1.455,75.855,2.061
'[13:04:39.216]',0.960,0.415,0.770,0.179,1.373,82.302,2.432
'[13:04:39.224]',0.965,0.405,0.760,0.180,1.297,88.115,2.813
'[13:04:39.232]',0.955,0.415,0.765,0.182,1.229,93.048,3.058
'[13:04:39.240]',0.965,0.410,0.755,0.182,1.170,96.907,3.243
'[13:04:39.248]',0.955,0.415,0.770,0.183,1.120,99.691,3.439
'[13:04:39.256]',0.960,0.405,0.760,0.183,1.080,101.303,3.624
'[13:04:39.264]',0.955,0.415,0.770,0.184,1.048,101.938,3.624
'[13:04:39.272]',0.965,0.410,0.770,0.183,1.023,101.547,3.624
'[13:04:39.280]',0.970,0.415,0.775,0.183,1.007,100.326,3.683
'[13:04:39.288]',0.995,0.395,0.785,0.183,0.999,98.372,3.751
'[13:04:39.296]',1.005,0.395,0.790,0.182,0.998,95.930,3.868
'[13:04:39.304]',1.030,0.375,0.780,0.180,0.998,93.195,3.995
'[13:04:39.312]',1.025,0.375,0.785,0.179,1.000,90.215,4.181
'[13:04:39.320]',1.030,0.365,0.770,0.177,1.004,87.284,4.621
'[13:04:39.328]',0.995,0.385,0.765,0.176,1.008,84.403,5.187
'[13:04:39.336]',0.970,0.400,0.745,0.174,1.012,81.618,5.812
'[13:04:39.344]',0.940,0.425,0.745,0.173,1.016,78.932,6.184
'[13:04:39.352]',0.930,0.430,0.735,0.172,1.020,76.294,6.184
'[13:04:39.360]',0.925,0.435,0.730,0.172,1.022,73.803,5.998
'[13:04:39.368]',0.925,0.440,0.735,0.171,1.021,71.410,5.617
'[13:04:39.376]',0.925,0.435,0.725,0.171,1.019,69.163,5.246
'[13:04:39.384]',0.925,0.435,0.735,0.171,1.013,66.965,5.060
'[13:04:39.392]',0.920,0.435,0.725,0.170,1.008,64.865,5.119
'[13:04:39.400]',0.910,0.440,0.750,0.170,1.003,62.814,5.431
'[13:04:39.408]',0.970,0.360,0.785,0.169,0.994,60.909,5.871
'[13:04:39.416]',1.280,0.155,0.910,0.169,0.985,59.297,6.311
'[13:04:39.424]',1.500,-0.030,0.945,0.168,0.980,57.978,6.682
'[13:04:39.432]',1.335,0.225,0.880,0.167,0.979,57.001,6.994
'[13:04:39.440]',1.040,0.425,0.665,0.166,0.991,56.220,7.121
'[13:04:39.448]',0.925,0.450,0.610,0.166,1.022,55.682,6.994
'[13:04:39.456]',0.890,0.435,0.650,0.166,1.080,55.340,6.809
'[13:04:39.464]',0.880,0.460,0.695,0.166,1.169,55.243,6.682
'[13:04:39.472]',0.885,0.460,0.705,0.166,1.290,55.243,6.555
'[13:04:39.480]',0.885,0.460,0.715,0.166,1.442,55.487,6.438
'[13:04:39.488]',0.890,0.450,0.715,0.166,1.589,55.780,6.125
'[13:04:39.496]',0.885,0.460,0.720,0.165,1.741,56.317,5.685
'[13:04:39.504]',0.895,0.450,0.720,0.165,1.918,56.806,5.119
'[13:04:39.512]',0.900,0.455,0.725,0.165,2.101,57.245,4.435
'[13:04:39.520]',0.905,0.440,0.720,0.165,2.276,57.685,3.683
'[13:04:39.528]',0.905,0.450,0.730,0.166,2.432,57.978,2.931
'[13:04:39.536]',0.920,0.430,0.735,0.166,2.563,58.222,2.501
'[13:04:39.544]',0.915,0.435,0.725,0.167,2.663,58.418,2.559
'[13:04:39.552]',0.925,0.420,0.735,0.168,2.729,58.418,3.312
'[13:04:39.560]',0.930,0.425,0.725,0.170,2.764,58.320,4.494
'[13:04:39.568]',0.930,0.415,0.740,0.172,2.773,58.027,5.685
'[13:04:39.576]',0.945,0.415,0.725,0.174,2.759,57.734,6.311
'[13:04:39.584]',0.950,0.400,0.735,0.176,2.724,57.343,6.184
'[13:04:39.592]',0.965,0.390,0.725,0.178,2.679,56.903,5.246
'[13:04:39.600]',0.975,0.375,0.735,0.181,2.624,56.464,3.810
'[13:04:39.608]',0.980,0.365,0.725,0.183,2.553,56.073,2.120
'[13:04:39.616]',0.995,0.360,0.735,0.186,2.472,55.536,0.498
'[13:04:39.624]',1.000,0.350,0.725,0.189,2.384,55.047,-0.821
'[13:04:39.632]',1.015,0.345,0.740,0.191,2.292,54.559,-1.446
'[13:04:39.640]',1.020,0.340,0.735,0.194,2.196,54.070,-1.377
'[13:04:39.648]',1.020,0.355,0.745,0.197,2.096,53.777,-0.821
'[13:04:39.656]',1.015,0.345,0.745,0.199,1.995,54.119,-0.068
'[13:04:39.664]',1.000,0.365,0.760,0.202,1.893,55.438,0.625
'[13:04:39.672]',0.995,0.370,0.755,0.204,1.791,58.027,1.250
'[13:04:39.680]',0.980,0.390,0.770,0.207,1.692,62.179,1.680
'[13:04:39.688]',0.975,0.390,0.770,0.208,1.610,67.698,1.993
'[13:04:39.696]',0.970,0.410,0.770,0.210,1.537,74.048,2.188
'[13:04:39.704]',0.965,0.405,0.765,0.212,1.457,80.690,2.374
'[13:04:39.712]',0.950,0.415,0.770,0.213,1.378,86.943,2.559
'[13:04:39.720]',0.960,0.410,0.755,0.215,1.305,92.218,2.686
'[13:04:39.728]',0.960,0.415,0.765,0.216,1.239,96.467,2.931
'[13:04:39.736]',0.960,0.415,0.760,0.217,1.183,99.593,3.243
'[13:04:39.744]',0.955,0.415,0.755,0.218,1.138,101.693,3.556
'[13:04:39.752]',0.965,0.410,0.770,0.218,1.103,102.670,3.868
'[13:04:39.760]',0.965,0.415,0.770,0.219,1.075,102.670,4.122
'[13:04:39.768]',0.970,0.405,0.775,0.219,1.054,101.791,4.308
'[13:04:39.776]',0.975,0.405,0.770,0.219,1.039,100.130,4.249
'[13:04:39.784]',1.000,0.390,0.790,0.218,1.029,97.884,4.122
'[13:04:39.792]',1.020,0.385,0.785,0.217,1.026,95.246,3.937
'[13:04:39.800]',1.025,0.375,0.790,0.215,1.029,92.315,3.995
'[13:04:39.808]',1.030,0.365,0.775,0.214,1.033,89.287,4.376
'[13:04:39.816]',1.010,0.385,0.780,0.213,1.037,86.308,5.002
'[13:04:39.824]',0.980,0.395,0.750,0.211,1.041,83.426,5.744
'[13:04:39.832]',0.950,0.420,0.755,0.210,1.046,80.690,6.311
'[13:04:39.840]',0.930,0.420,0.735,0.208,1.049,78.102,6.496
'[13:04:39.848]',0.925,0.435,0.740,0.207,1.051,75.611,6.311
'[13:04:39.856]',0.925,0.430,0.725,0.205,1.051,73.217,5.871
'[13:04:39.864]',0.925,0.435,0.740,0.204,1.048,70.922,5.431
'[13:04:39.872]',0.925,0.425,0.725,0.202,1.045,68.675,5.119
'[13:04:39.880]',0.925,0.435,0.740,0.201,1.040,66.477,5.060
'[13:04:39.888]',0.920,0.430,0.745,0.200,1.036,64.377,5.304
'[13:04:39.896]',0.905,0.400,0.775,0.199,1.032,62.423,5.812
'[13:04:39.904]',1.130,0.240,0.860,0.198,1.023,60.664,6.311
'[13:04:39.912]',1.500,-0.010,0.950,0.197,1.014,59.248,6.750
'[13:04:39.920]',1.465,-0.020,0.915,0.197,1.007,58.124,7.063
'[13:04:39.928]',1.135,0.380,0.745,0.196,1.009,57.245,7.180
'[13:04:39.936]',0.960,0.435,0.610,0.195,1.029,56.610,7.121
'[13:04:39.944]',0.890,0.445,0.640,0.195,1.075,56.171,6.936
'[13:04:39.952]',0.880,0.455,0.680,0.194,1.150,55.975,6.750
'[13:04:39.960]',0.880,0.460,0.705,0.194,1.257,55.926,6.682
'[13:04:39.968]',0.885,0.460,0.715,0.193,1.399,55.975,6.623
'[13:04:39.976]',0.885,0.460,0.720,0.193,1.567,56.220,6.496
'[13:04:39.984]',0.890,0.455,0.720,0.193,1.755,56.561,6.125
'[13:04:39.992]',0.900,0.445,0.720,0.192,1.926,56.903,5.558
'[13:04:40.000]',0.895,0.460,0.720,0.192,2.083,57.343,4.748
'[13:04:40.008]',0.900,0.445,0.715,0.191,2.250,57.783,3.868
'[13:04:40.016]',0.905,0.450,0.720,0.191,2.409,58.222,3.126
'[13:04:40.024]',0.915,0.435,0.720,0.191,2.544,58.564,2.559
'[13:04:40.032]',0.915,0.435,0.730,0.191,2.651,58.662,2.432
'[13:04:40.040]',0.925,0.425,0.720,0.192,2.727,58.759,2.931
'[13:04:40.048]',0.925,0.430,0.730,0.193,2.773,58.662,4.064
'[13:04:40.056]',0.935,0.415,0.720,0.195,2.793,58.466,5.304
'[13:04:40.064]',0.935,0.410,0.730,0.196,2.787,58.173,6.184
'[13:04:40.072]',0.950,0.390,0.720,0.198,2.761,57.880,6.311
'[13:04:40.080]',0.955,0.390,0.730,0.200,2.717,57.441,5.617
'[13:04:40.088]',0.975,0.375,0.720,0.202,2.664,56.903,4.249
'[13:04:40.096]',0.975,0.375,0.725,0.204,2.602,56.464,2.686
'[13:04:40.104]',0.990,0.355,0.725,0.206,2.527,56.073,0.996
'[13:04:40.112]',0.995,0.360,0.730,0.208,2.443,55.536,-0.381
'[13:04:40.120]',1.005,0.340,0.730,0.211,2.351,55.096,-1.319
'[13:04:40.128]',1.010,0.345,0.740,0.213,2.256,54.608,-1.504
'[13:04:40.136]',1.020,0.345,0.745,0.216,2.158,54.217,-1.133
'[13:04:40.144]',1.010,0.355,0.755,0.218,2.058,54.363,-0.381
'[13:04:40.152]',1.010,0.365,0.760,0.221,1.955,55.340,0.430
'[13:04:40.160]',1.000,0.375,0.765,0.223,1.851,57.538,1.123
'[13:04:40.168]',0.990,0.385,0.770,0.226,1.751,61.299,1.622
'[13:04:40.176]',0.975,0.395,0.770,0.228,1.655,66.477,2.061
'[13:04:40.184]',0.975,0.410,0.780,0.230,1.563,72.729,2.374
'[13:04:40.192]',0.965,0.405,0.765,0.233,1.486,79.421,2.618
'[13:04:40.200]',0.960,0.415,0.770,0.235,1.419,85.819,2.872
'[13:04:40.208]',0.965,0.410,0.755,0.237,1.350,91.436,2.999
'[13:04:40.216]',0.955,0.420,0.760,0.239,1.283,95.979,3.126
'[13:04:40.224]',0.960,0.415,0.755,0.241,1.224,99.447,3.312
'[13:04:40.232]',0.955,0.415,0.765,0.242,1.171,101.791,3.439
'[13:04:40.240]',0.960,0.405,0.760,0.244,1.129,103.159,3.624
'[13:04:40.248]',0.960,0.415,0.775,0.244,1.097,103.550,3.868
'[13:04:40.256]',0.965,0.415,0.770,0.244,1.073,103.012,4.122
'[13:04:40.264]',0.970,0.410,0.775,0.242,1.058,101.498,4.308
'[13:04:40.272]',0.995,0.395,0.790,0.241,1.047,99.349,4.249
'[13:04:40.280]',1.005,0.390,0.790,0.240,1.041,96.809,4.064
'[13:04:40.288]',1.025,0.375,0.785,0.239,1.041,94.074,3.937
'[13:04:40.296]',1.025,0.380,0.790,0.237,1.046,91.094,3.995
'[13:04:40.304]',1.025,0.370,0.775,0.236,1.050,88.261,4.435
'[13:04:40.312]',0.995,0.385,0.770,0.234,1.054,85.379,5.119
'[13:04:40.320]',0.970,0.395,0.750,0.233,1.059,82.595,5.871
'[13:04:40.328]',0.945,0.420,0.745,0.231,1.061,80.007,6.311
'[13:04:40.336]',0.935,0.425,0.730,0.229,1.060,77.418,6.311
'[13:04:40.344]',0.925,0.435,0.735,0.228,1.057,75.073,6.057
'[13:04:40.352]',0.925,0.430,0.740,0.227,1.054,72.680,5.617
'[13:04:40.360]',0.925,0.435,0.730,0.226,1.050,70.433,5.246
'[13:04:40.368]',0.925,0.430,0.735,0.225,1.043,68.235,4.933
'[13:04:40.376]',0.920,0.435,0.725,0.224,1.033,66.037,5.002
'[13:04:40.384]',0.905,0.440,0.755,0.222,1.022,63.986,5.373
'[13:04:40.392]',0.980,0.345,0.800,0.220,1.016,62.032,5.871
'[13:04:40.400]',1.320,0.120,0.920,0.218,1.014,60.371,6.438
'[13:04:40.408]',1.500,-0.040,0.940,0.216,1.012,59.053,6.867
