'Time','ABP','PLETH','II'
'[23:07:19.048]',85.938,0.725,-0.165
'[23:07:19.056]',85.938,0.722,-0.165
'[23:07:19.064]',85.156,0.718,-0.189
'[23:07:19.072]',84.375,0.710,-0.213
'[23:07:19.080]',83.594,0.698,-0.024
'[23:07:19.088]',83.594,0.686,0.362
'[23:07:19.096]',82.812,0.675,0.835
'[23:07:19.104]',82.031,0.659,0.976
'[23:07:19.112]',81.250,0.643,0.748
'[23:07:19.120]',80.469,0.627,0.291
'[23:07:19.128]',80.469,0.612,0.024
'[23:07:19.136]',79.688,0.596,-0.118
'[23:07:19.144]',78.906,0.580,-0.197
'[23:07:19.152]',78.906,0.565,-0.228
'[23:07:19.160]',78.125,0.549,-0.236
'[23:07:19.168]',77.344,0.533,-0.236
'[23:07:19.176]',77.344,0.518,-0.236
'[23:07:19.184]',76.562,0.502,-0.228
'[23:07:19.192]',75.781,0.490,-0.220
'[23:07:19.200]',75.781,0.478,-0.213
'[23:07:19.208]',75.000,0.467,-0.205
'[23:07:19.216]',74.219,0.459,-0.197
'[23:07:19.224]',74.219,0.451,-0.189
'[23:07:19.232]',73.438,0.439,-0.173
'[23:07:19.240]',73.438,0.431,-0.165
'[23:07:19.248]',72.656,0.424,-0.157
'[23:07:19.256]',72.656,0.416,-0.150
'[23:07:19.264]',71.875,0.408,-0.142
'[23:07:19.272]',71.875,0.400,-0.134
'[23:07:19.280]',71.094,0.392,-0.118
'[23:07:19.288]',71.094,0.388,-0.110
'[23:07:19.296]',70.312,0.380,-0.102
'[23:07:19.304]',70.312,0.373,-0.087
'[23:07:19.312]',69.531,0.369,-0.079
'[23:07:19.320]',70.312,0.365,-0.071
'[23:07:19.328]',71.094,0.361,-0.047
'[23:07:19.336]',73.438,0.357,-0.031
'[23:07:19.344]',77.344,0.349,-0.008
'[23:07:19.352]',81.250,0.345,0.024
'[23:07:19.360]',86.719,0.341,0.047
'[23:07:19.368]',92.188,0.333,0.071
'[23:07:19.376]',97.656,0.329,0.094
'[23:07:19.384]',103.125,0.325,0.110
'[23:07:19.392]',107.812,0.322,0.118
'[23:07:19.400]',112.500,0.318,0.118
'[23:07:19.408]',116.406,0.314,0.110
'[23:07:19.416]',121.094,0.310,0.071
'[23:07:19.424]',125.781,0.310,0.031
'[23:07:19.432]',131.250,0.306,-0.016
'[23:07:19.440]',135.156,0.302,-0.047
'[23:07:19.448]',139.844,0.298,-0.071
'[23:07:19.456]',142.969,0.298,-0.102
'[23:07:19.464]',145.312,0.294,-0.102
'[23:07:19.472]',147.656,0.290,-0.118
'[23:07:19.480]',149.219,0.286,-0.118
'[23:07:19.488]',150.000,0.286,-0.118
'[23:07:19.496]',150.781,0.282,-0.118
'[23:07:19.504]',150.781,0.282,-0.118
'[23:07:19.512]',150.781,0.278,-0.118
'[23:07:19.520]',150.000,0.278,-0.118
'[23:07:19.528]',150.000,0.278,-0.126
'[23:07:19.536]',149.219,0.275,-0.126
'[23:07:19.544]',147.656,0.275,-0.118
'[23:07:19.552]',146.875,0.271,-0.118
'[23:07:19.560]',145.312,0.271,-0.118
'[23:07:19.568]',143.750,0.271,-0.118
'[23:07:19.576]',141.406,0.267,-0.118
'[23:07:19.584]',139.062,0.271,-0.118
'[23:07:19.592]',136.719,0.275,-0.102
'[23:07:19.600]',133.594,0.282,-0.094
'[23:07:19.608]',130.469,0.290,-0.094
'[23:07:19.616]',126.562,0.306,-0.102
'[23:07:19.624]',122.656,0.322,-0.094
'[23:07:19.632]',118.750,0.341,-0.094
'[23:07:19.640]',114.844,0.365,-0.094
'[23:07:19.648]',110.938,0.388,-0.094
'[23:07:19.656]',107.812,0.416,-0.094
'[23:07:19.664]',105.469,0.443,-0.087
'[23:07:19.672]',103.125,0.471,-0.094
'[23:07:19.680]',100.781,0.498,-0.087
'[23:07:19.688]',99.219,0.525,-0.087
'[23:07:19.696]',97.656,0.553,-0.071
'[23:07:19.704]',96.094,0.580,-0.039
'[23:07:19.712]',94.531,0.608,-0.016
'[23:07:19.720]',93.750,0.627,0.000
'[23:07:19.728]',92.188,0.647,0.008
'[23:07:19.736]',91.406,0.663,0.079
'[23:07:19.744]',90.625,0.682,0.087
'[23:07:19.752]',89.844,0.698,0.094
'[23:07:19.760]',89.062,0.714,0.063
'[23:07:19.768]',89.062,0.725,0.008
'[23:07:19.776]',88.281,0.737,-0.031
'[23:07:19.784]',87.500,0.745,-0.071
'[23:07:19.792]',87.500,0.753,-0.094
'[23:07:19.800]',86.719,0.761,-0.102
'[23:07:19.808]',86.719,0.765,-0.094
'[23:07:19.816]',85.938,0.765,-0.102
'[23:07:19.824]',85.938,0.761,-0.102
'[23:07:19.832]',85.156,0.757,-0.142
'[23:07:19.840]',84.375,0.753,-0.087
'[23:07:19.848]',83.594,0.749,0.165
'[23:07:19.856]',83.594,0.737,0.614
'[23:07:19.864]',82.812,0.729,1.047
'[23:07:19.872]',82.031,0.714,1.063
'[23:07:19.880]',82.031,0.698,0.693
'[23:07:19.888]',81.250,0.682,0.244
'[23:07:19.896]',80.469,0.667,0.055
'[23:07:19.904]',80.469,0.647,-0.063
'[23:07:19.912]',79.688,0.631,-0.118
'[23:07:19.920]',78.906,0.612,-0.126
'[23:07:19.928]',78.906,0.596,-0.134
'[23:07:19.936]',78.125,0.580,-0.126
'[23:07:19.944]',77.344,0.565,-0.118
'[23:07:19.952]',77.344,0.549,-0.118
'[23:07:19.960]',76.562,0.533,-0.102
'[23:07:19.968]',75.781,0.518,-0.094
'[23:07:19.976]',75.781,0.506,-0.087
'[23:07:19.984]',75.000,0.490,-0.071
'[23:07:19.992]',74.219,0.478,-0.071
'[23:07:20.000]',74.219,0.467,-0.047
'[23:07:20.008]',73.438,0.459,-0.039
'[23:07:20.016]',73.438,0.451,-0.024
'[23:07:20.024]',72.656,0.443,-0.016
'[23:07:20.032]',72.656,0.435,0.000
'[23:07:20.040]',71.875,0.427,0.008
'[23:07:20.048]',71.875,0.420,0.016
'[23:07:20.056]',71.094,0.412,0.031
'[23:07:20.064]',70.312,0.404,0.039
'[23:07:20.072]',70.312,0.396,0.055
'[23:07:20.080]',70.312,0.392,0.071
'[23:07:20.088]',70.312,0.384,0.094
'[23:07:20.096]',71.875,0.380,0.118
'[23:07:20.104]',75.000,0.373,0.142
'[23:07:20.112]',78.906,0.369,0.173
'[23:07:20.120]',83.594,0.365,0.205
'[23:07:20.128]',89.062,0.361,0.236
'[23:07:20.136]',94.531,0.357,0.260
'[23:07:20.144]',99.219,0.353,0.276
'[23:07:20.152]',104.688,0.349,0.291
'[23:07:20.160]',109.375,0.345,0.307
'[23:07:20.168]',113.281,0.337,0.307
'[23:07:20.176]',117.969,0.333,0.283
'[23:07:20.184]',122.656,0.329,0.244
'[23:07:20.192]',127.344,0.325,0.197
'[23:07:20.200]',131.250,0.322,0.157
'[23:07:20.208]',135.938,0.318,0.118
'[23:07:20.216]',139.844,0.314,0.094
'[23:07:20.224]',142.969,0.314,0.087
'[23:07:20.232]',145.312,0.310,0.071
'[23:07:20.240]',147.656,0.306,0.071
'[23:07:20.248]',148.438,0.302,0.063
'[23:07:20.256]',149.219,0.302,0.071
'[23:07:20.264]',150.000,0.298,0.071
'[23:07:20.272]',150.000,0.294,0.071
'[23:07:20.280]',149.219,0.290,0.071
'[23:07:20.288]',148.438,0.290,0.071
'[23:07:20.296]',147.656,0.286,0.071
'[23:07:20.304]',146.875,0.282,0.071
'[23:07:20.312]',146.094,0.278,0.071
'[23:07:20.320]',144.531,0.278,0.071
'[23:07:20.328]',143.750,0.278,0.079
'[23:07:20.336]',141.406,0.278,0.079
'[23:07:20.344]',139.844,0.278,0.079
'[23:07:20.352]',137.500,0.278,0.087
'[23:07:20.360]',134.375,0.286,0.094
'[23:07:20.368]',131.250,0.294,0.094
'[23:07:20.376]',128.125,0.306,0.094
'[23:07:20.384]',124.219,0.325,0.094
'[23:07:20.392]',120.312,0.345,0.102
'[23:07:20.400]',116.406,0.369,0.094
'[23:07:20.408]',112.500,0.392,0.094
'[23:07:20.416]',109.375,0.416,0.094
'[23:07:20.424]',106.250,0.439,0.094
'[23:07:20.432]',103.906,0.463,0.094
'[23:07:20.440]',101.562,0.490,0.094
'[23:07:20.448]',99.219,0.518,0.094
'[23:07:20.456]',97.656,0.545,0.094
'[23:07:20.464]',96.875,0.573,0.094
'[23:07:20.472]',95.312,0.600,0.087
'[23:07:20.480]',93.750,0.627,0.118
'[23:07:20.488]',92.969,0.651,0.142
'[23:07:20.496]',92.188,0.675,0.150
'[23:07:20.504]',91.406,0.694,0.165
'[23:07:20.512]',90.625,0.710,0.205
'[23:07:20.520]',89.844,0.725,0.260
'[23:07:20.528]',89.062,0.733,0.260
'[23:07:20.536]',88.281,0.745,0.276
'[23:07:20.544]',88.281,0.753,0.236
'[23:07:20.552]',87.500,0.761,0.173
'[23:07:20.560]',87.500,0.769,0.118
'[23:07:20.568]',86.719,0.773,0.071
'[23:07:20.576]',85.938,0.776,0.047
'[23:07:20.584]',85.938,0.776,0.039
'[23:07:20.592]',85.156,0.776,0.031
'[23:07:20.600]',84.375,0.773,0.031
'[23:07:20.608]',84.375,0.765,0.024
'[23:07:20.616]',83.594,0.757,-0.016
'[23:07:20.624]',82.812,0.749,0.055
'[23:07:20.632]',82.031,0.737,0.346
'[23:07:20.640]',82.031,0.725,0.819
'[23:07:20.648]',81.250,0.710,1.213
'[23:07:20.656]',80.469,0.694,1.102
'[23:07:20.664]',79.688,0.678,0.732
'[23:07:20.672]',79.688,0.659,0.307
'[23:07:20.680]',78.906,0.643,0.118
'[23:07:20.688]',78.906,0.624,0.008
'[23:07:20.696]',78.125,0.604,-0.047
'[23:07:20.704]',77.344,0.588,-0.063
'[23:07:20.712]',77.344,0.573,-0.071
'[23:07:20.720]',76.562,0.557,-0.071
'[23:07:20.728]',76.562,0.545,-0.071
'[23:07:20.736]',75.781,0.529,-0.071
'[23:07:20.744]',75.000,0.518,-0.071
'[23:07:20.752]',75.000,0.502,-0.063
'[23:07:20.760]',74.219,0.490,-0.047
'[23:07:20.768]',73.438,0.478,-0.047
'[23:07:20.776]',73.438,0.467,-0.039
'[23:07:20.784]',72.656,0.455,-0.031
'[23:07:20.792]',72.656,0.447,-0.016
'[23:07:20.800]',71.875,0.435,-0.008
'[23:07:20.808]',71.875,0.427,0.000
'[23:07:20.816]',71.094,0.420,0.000
'[23:07:20.824]',71.094,0.416,0.008
'[23:07:20.832]',70.312,0.408,0.024
'[23:07:20.840]',70.312,0.400,0.031
'[23:07:20.848]',69.531,0.396,0.039
'[23:07:20.856]',69.531,0.388,0.047
'[23:07:20.864]',69.531,0.384,0.063
'[23:07:20.872]',70.312,0.376,0.079
'[23:07:20.880]',71.875,0.373,0.094
'[23:07:20.888]',75.781,0.365,0.118
'[23:07:20.896]',79.688,0.361,0.134
'[23:07:20.904]',85.156,0.357,0.157
'[23:07:20.912]',90.625,0.353,0.189
'[23:07:20.920]',96.094,0.349,0.197
'[23:07:20.928]',101.562,0.345,0.213
'[23:07:20.936]',106.250,0.341,0.228
'[23:07:20.944]',110.156,0.337,0.236
'[23:07:20.952]',114.844,0.333,0.228
'[23:07:20.960]',118.750,0.329,0.189
'[23:07:20.968]',123.438,0.325,0.150
'[23:07:20.976]',128.125,0.322,0.102
'[23:07:20.984]',132.812,0.318,0.055
'[23:07:20.992]',137.500,0.314,0.024
'[23:07:21.000]',141.406,0.310,-0.008
'[23:07:21.008]',143.750,0.310,-0.031
'[23:07:21.016]',146.875,0.306,-0.039
'[23:07:21.024]',148.438,0.306,-0.047
'[23:07:21.032]',150.000,0.302,-0.047
'[23:07:21.040]',150.000,0.302,-0.047
'[23:07:21.048]',150.000,0.298,-0.055
'[23:07:21.056]',150.000,0.298,-0.063
'[23:07:21.064]',149.219,0.294,-0.063
'[23:07:21.072]',148.438,0.294,-0.063
'[23:07:21.080]',147.656,0.290,-0.063
'[23:07:21.088]',146.875,0.290,-0.071
'[23:07:21.096]',145.312,0.286,-0.071
'[23:07:21.104]',144.531,0.282,-0.071
'[23:07:21.112]',142.969,0.282,-0.071
'[23:07:21.120]',140.625,0.282,-0.071
'[23:07:21.128]',139.062,0.282,-0.071
'[23:07:21.136]',136.719,0.286,-0.071
'[23:07:21.144]',134.375,0.294,-0.071
'[23:07:21.152]',131.250,0.302,-0.063
'[23:07:21.160]',127.344,0.318,-0.063
'[23:07:21.168]',124.219,0.333,-0.063
'[23:07:21.176]',120.312,0.357,-0.063
'[23:07:21.184]',116.406,0.380,-0.063
'[23:07:21.192]',112.500,0.404,-0.063
'[23:07:21.200]',108.594,0.431,-0.063
'[23:07:21.208]',106.250,0.459,-0.071
'[23:07:21.216]',103.125,0.482,-0.071
'[23:07:21.224]',101.562,0.506,-0.071
'[23:07:21.232]',100.000,0.533,-0.071
'[23:07:21.240]',98.438,0.561,-0.071
'[23:07:21.248]',96.875,0.588,-0.071
'[23:07:21.256]',95.312,0.616,-0.071
'[23:07:21.264]',94.531,0.643,-0.071
'[23:07:21.272]',92.969,0.671,-0.071
'[23:07:21.280]',92.188,0.694,-0.039
'[23:07:21.288]',91.406,0.714,-0.016
'[23:07:21.296]',90.625,0.733,-0.008
'[23:07:21.304]',89.844,0.753,0.016
'[23:07:21.312]',89.062,0.765,0.063
'[23:07:21.320]',89.062,0.773,0.094
'[23:07:21.328]',88.281,0.780,0.110
'[23:07:21.336]',87.500,0.788,0.118
'[23:07:21.344]',87.500,0.796,0.047
'[23:07:21.352]',86.719,0.800,0.000
'[23:07:21.360]',85.938,0.800,-0.047
'[23:07:21.368]',85.156,0.804,-0.087
'[23:07:21.376]',85.156,0.800,-0.094
'[23:07:21.384]',84.375,0.796,-0.102
'[23:07:21.392]',84.375,0.792,-0.102
'[23:07:21.400]',83.594,0.784,-0.110
'[23:07:21.408]',82.812,0.773,-0.134
'[23:07:21.416]',82.812,0.761,-0.150
'[23:07:21.424]',82.031,0.749,0.039
'[23:07:21.432]',81.250,0.733,0.433
'[23:07:21.440]',80.469,0.714,0.961
'[23:07:21.448]',79.688,0.694,1.118
'[23:07:21.456]',78.906,0.675,0.866
'[23:07:21.464]',78.906,0.655,0.370
'[23:07:21.472]',78.125,0.635,0.094
'[23:07:21.480]',77.344,0.616,-0.047
'[23:07:21.488]',76.562,0.596,-0.118
'[23:07:21.496]',76.562,0.580,-0.150
'[23:07:21.504]',75.781,0.565,-0.157
'[23:07:21.512]',75.000,0.549,-0.157
'[23:07:21.520]',75.000,0.537,-0.157
'[23:07:21.528]',74.219,0.522,-0.150
'[23:07:21.536]',74.219,0.510,-0.142
'[23:07:21.544]',73.438,0.498,-0.134
'[23:07:21.552]',73.438,0.486,-0.126
'[23:07:21.560]',72.656,0.475,-0.118
'[23:07:21.568]',72.656,0.463,-0.118
'[23:07:21.576]',71.875,0.455,-0.102
'[23:07:21.584]',71.094,0.447,-0.094
'[23:07:21.592]',71.094,0.439,-0.087
'[23:07:21.600]',70.312,0.431,-0.071
'[23:07:21.608]',70.312,0.424,-0.063
'[23:07:21.616]',70.312,0.420,-0.047
'[23:07:21.624]',69.531,0.412,-0.039
'[23:07:21.632]',69.531,0.408,-0.024
'[23:07:21.640]',68.750,0.400,-0.016
'[23:07:21.648]',68.750,0.396,0.000
'[23:07:21.656]',68.750,0.380,0.016
'[23:07:21.664]',68.750,0.365,0.024
'[23:07:21.672]',69.531,0.353,0.055
'[23:07:21.680]',71.875,0.345,0.079
'[23:07:21.688]',75.781,0.337,0.094
'[23:07:21.696]',80.469,0.333,0.134
'[23:07:21.704]',85.938,0.325,0.150
'[23:07:21.712]',91.406,0.322,0.181
'[23:07:21.720]',96.875,0.318,0.205
'[23:07:21.728]',101.562,0.314,0.220
'[23:07:21.736]',106.250,0.310,0.236
'[23:07:21.744]',110.156,0.306,0.236
'[23:07:21.752]',114.844,0.302,0.228
'[23:07:21.760]',118.750,0.298,0.189
'[23:07:21.768]',123.438,0.294,0.150
'[23:07:21.776]',128.125,0.290,0.094
'[23:07:21.784]',132.812,0.286,0.055
'[23:07:21.792]',136.719,0.282,0.024
'[23:07:21.800]',140.625,0.278,0.000
'[23:07:21.808]',142.969,0.278,-0.008
'[23:07:21.816]',145.312,0.275,-0.016
'[23:07:21.824]',146.875,0.275,-0.016
'[23:07:21.832]',147.656,0.271,-0.016
'[23:07:21.840]',147.656,0.271,-0.016
'[23:07:21.848]',147.656,0.267,-0.024
'[23:07:21.856]',147.656,0.263,-0.016
'[23:07:21.864]',146.875,0.259,-0.016
'[23:07:21.872]',146.094,0.259,-0.016
'[23:07:21.880]',145.312,0.255,-0.016
'[23:07:21.888]',143.750,0.255,-0.008
'[23:07:21.896]',142.969,0.251,-0.008
'[23:07:21.904]',141.406,0.247,0.000
'[23:07:21.912]',139.844,0.247,0.000
'[23:07:21.920]',137.500,0.247,0.000
'[23:07:21.928]',135.156,0.251,0.000
'[23:07:21.936]',132.812,0.255,0.000
'[23:07:21.944]',129.688,0.259,0.008
'[23:07:21.952]',126.562,0.271,0.008
'[23:07:21.960]',123.438,0.286,0.008
'[23:07:21.968]',119.531,0.306,0.016
'[23:07:21.976]',115.625,0.325,0.016
'[23:07:21.984]',111.719,0.353,0.016
'[23:07:21.992]',108.594,0.376,0.008
'[23:07:22.000]',105.469,0.404,0.008
'[23:07:22.008]',103.125,0.431,0.008
'[23:07:22.016]',100.781,0.455,0.008
'[23:07:22.024]',99.219,0.478,0.008
'[23:07:22.032]',96.875,0.506,0.008
'[23:07:22.040]',96.094,0.529,0.008
'[23:07:22.048]',94.531,0.557,0.024
'[23:07:22.056]',93.750,0.584,0.039
'[23:07:22.064]',92.188,0.612,0.063
'[23:07:22.072]',91.406,0.635,0.087
'[23:07:22.080]',90.625,0.659,0.102
'[23:07:22.088]',89.062,0.678,0.134
'[23:07:22.096]',88.281,0.694,0.181
'[23:07:22.104]',87.500,0.710,0.189
'[23:07:22.112]',87.500,0.718,0.189
'[23:07:22.120]',86.719,0.725,0.150
'[23:07:22.128]',86.719,0.733,0.110
'[23:07:22.136]',85.938,0.741,0.079
'[23:07:22.144]',85.938,0.745,0.031
'[23:07:22.152]',85.156,0.749,0.008
'[23:07:22.160]',84.375,0.749,0.000
'[23:07:22.168]',83.594,0.749,0.000
'[23:07:22.176]',83.594,0.749,0.000
'[23:07:22.184]',82.812,0.745,-0.008
'[23:07:22.192]',82.031,0.737,-0.031
'[23:07:22.200]',81.250,0.725,0.079
'[23:07:22.208]',81.250,0.718,0.386
'[23:07:22.216]',80.469,0.702,0.898
'[23:07:22.224]',80.469,0.690,1.205
'[23:07:22.232]',79.688,0.675,1.047
'[23:07:22.240]',78.906,0.659,0.598
'[23:07:22.248]',78.125,0.639,0.260
'[23:07:22.256]',78.125,0.620,0.110
'[23:07:22.264]',77.344,0.600,0.000
'[23:07:22.272]',76.562,0.584,-0.031
'[23:07:22.280]',75.781,0.565,-0.039
'[23:07:22.288]',75.781,0.549,-0.039
'[23:07:22.296]',75.000,0.533,-0.039
'[23:07:22.304]',75.000,0.518,-0.039
'[23:07:22.312]',74.219,0.502,-0.031
'[23:07:22.320]',74.219,0.494,-0.024
'[23:07:22.328]',73.438,0.482,-0.016
'[23:07:22.336]',73.438,0.471,-0.008
'[23:07:22.344]',72.656,0.459,0.000
'[23:07:22.352]',71.875,0.447,0.000
'[23:07:22.360]',71.875,0.435,0.024
'[23:07:22.368]',71.094,0.427,0.031
'[23:07:22.376]',71.094,0.416,0.047
'[23:07:22.384]',70.312,0.408,0.055
'[23:07:22.392]',70.312,0.400,0.063
'[23:07:22.400]',69.531,0.392,0.071
'[23:07:22.408]',69.531,0.384,0.079
'[23:07:22.416]',68.750,0.380,0.094
'[23:07:22.424]',68.750,0.373,0.110
'[23:07:22.432]',67.969,0.369,0.118
'[23:07:22.440]',67.969,0.365,0.142
'[23:07:22.448]',68.750,0.357,0.157
'[23:07:22.456]',70.312,0.353,0.181
'[23:07:22.464]',73.438,0.345,0.205
'[23:07:22.472]',78.125,0.341,0.236
'[23:07:22.480]',82.812,0.337,0.260
'[23:07:22.488]',87.500,0.329,0.276
'[23:07:22.496]',92.969,0.325,0.307
'[23:07:22.504]',97.656,0.322,0.315
'[23:07:22.512]',102.344,0.318,0.331
'[23:07:22.520]',107.031,0.314,0.331
'[23:07:22.528]',110.938,0.310,0.331
'[23:07:22.536]',114.844,0.306,0.307
'[23:07:22.544]',119.531,0.302,0.260
'[23:07:22.552]',123.438,0.298,0.213
'[23:07:22.560]',128.125,0.294,0.173
'[23:07:22.568]',132.031,0.290,0.142
'[23:07:22.576]',135.938,0.290,0.118
'[23:07:22.584]',138.281,0.286,0.110
'[23:07:22.592]',140.625,0.282,0.094
'[23:07:22.600]',142.188,0.278,0.094
'[23:07:22.608]',142.969,0.278,0.094
'[23:07:22.616]',143.750,0.275,0.087
'[23:07:22.624]',143.750,0.275,0.087
'[23:07:22.632]',143.750,0.275,0.094
'[23:07:22.640]',142.969,0.271,0.094
'[23:07:22.648]',142.969,0.271,0.094
'[23:07:22.656]',142.188,0.267,0.094
'[23:07:22.664]',141.406,0.263,0.094
'[23:07:22.672]',139.844,0.263,0.094
'[23:07:22.680]',138.281,0.259,0.102
'[23:07:22.688]',136.719,0.259,0.102
'[23:07:22.696]',134.375,0.255,0.102
'[23:07:22.704]',132.031,0.259,0.110
'[23:07:22.712]',129.688,0.259,0.110
'[23:07:22.720]',126.562,0.263,0.110
'[23:07:22.728]',123.438,0.271,0.118
'[23:07:22.736]',119.531,0.282,0.110
'[23:07:22.744]',115.625,0.298,0.118
'[23:07:22.752]',112.500,0.318,0.110
'[23:07:22.760]',108.594,0.341,0.118
'[23:07:22.768]',106.250,0.365,0.118
'[23:07:22.776]',103.125,0.392,0.118
'[23:07:22.784]',100.781,0.416,0.118
'[23:07:22.792]',99.219,0.443,0.110
'[23:07:22.800]',96.875,0.471,0.118
'[23:07:22.808]',95.312,0.494,0.118
'[23:07:22.816]',93.750,0.514,0.118
'[23:07:22.824]',92.969,0.541,0.134
'[23:07:22.832]',91.406,0.565,0.165
'[23:07:22.840]',90.625,0.588,0.173
'[23:07:22.848]',89.844,0.616,0.189
'[23:07:22.856]',89.062,0.635,0.220
'[23:07:22.864]',88.281,0.659,0.260
'[23:07:22.872]',87.500,0.675,0.260
'[23:07:22.880]',86.719,0.694,0.276
'[23:07:22.888]',85.938,0.706,0.236
'[23:07:22.896]',85.156,0.718,0.189
'[23:07:22.904]',85.156,0.725,0.142
'[23:07:22.912]',84.375,0.733,0.102
'[23:07:22.920]',84.375,0.737,0.079
'[23:07:22.928]',83.594,0.737,0.071
'[23:07:22.936]',82.812,0.741,0.071
'[23:07:22.944]',82.812,0.741,0.071
'[23:07:22.952]',82.031,0.737,0.063
'[23:07:22.960]',81.250,0.733,0.039
'[23:07:22.968]',81.250,0.725,0.150
'[23:07:22.976]',80.469,0.718,0.488
'[23:07:22.984]',79.688,0.706,1.000
'[23:07:22.992]',79.688,0.690,1.252
'[23:07:23.000]',78.906,0.675,1.071
'[23:07:23.008]',78.125,0.663,0.614
'[23:07:23.016]',78.125,0.647,0.291
'[23:07:23.024]',77.344,0.631,0.142
'[23:07:23.032]',76.562,0.612,0.047
'[23:07:23.040]',75.781,0.596,0.016
'[23:07:23.048]',75.781,0.576,0.008
'[23:07:23.056]',75.000,0.561,0.008
'[23:07:23.064]',75.000,0.545,0.008
'[23:07:23.072]',74.219,0.529,0.016
'[23:07:23.080]',74.219,0.518,0.016
'[23:07:23.088]',73.438,0.502,0.024
'[23:07:23.096]',72.656,0.490,0.024
'[23:07:23.104]',72.656,0.478,0.031
'[23:07:23.112]',71.875,0.467,0.039
'[23:07:23.120]',71.094,0.459,0.055
'[23:07:23.128]',71.094,0.447,0.063
'[23:07:23.136]',70.312,0.439,0.079
'[23:07:23.144]',70.312,0.431,0.087
'[23:07:23.152]',70.312,0.420,0.094
'[23:07:23.160]',69.531,0.412,0.110
'[23:07:23.168]',69.531,0.404,0.118
'[23:07:23.176]',68.750,0.396,0.134
'[23:07:23.184]',68.750,0.388,0.142
'[23:07:23.192]',67.969,0.380,0.150
'[23:07:23.200]',67.969,0.373,0.165
'[23:07:23.208]',67.969,0.369,0.189
'[23:07:23.216]',68.750,0.361,0.197
'[23:07:23.224]',70.312,0.357,0.220
'[23:07:23.232]',73.438,0.349,0.236
'[23:07:23.240]',78.125,0.345,0.260
'[23:07:23.248]',82.812,0.341,0.283
'[23:07:23.256]',87.500,0.333,0.307
'[23:07:23.264]',92.969,0.329,0.331
'[23:07:23.272]',97.656,0.325,0.346
'[23:07:23.280]',102.344,0.318,0.354
'[23:07:23.288]',106.250,0.314,0.362
'[23:07:23.296]',110.156,0.310,0.354
'[23:07:23.304]',114.062,0.306,0.323
'[23:07:23.312]',118.750,0.302,0.276
'[23:07:23.320]',122.656,0.298,0.228
'[23:07:23.328]',127.344,0.294,0.197
'[23:07:23.336]',131.250,0.290,0.165
'[23:07:23.344]',134.375,0.290,0.142
'[23:07:23.352]',137.500,0.286,0.142
'[23:07:23.360]',139.062,0.282,0.134
'[23:07:23.368]',140.625,0.278,0.134
'[23:07:23.376]',141.406,0.278,0.134
'[23:07:23.384]',142.188,0.275,0.118
'[23:07:23.392]',142.188,0.271,0.118
'[23:07:23.400]',142.188,0.271,0.118
'[23:07:23.408]',141.406,0.267,0.118
'[23:07:23.416]',140.625,0.267,0.118
'[23:07:23.424]',139.844,0.267,0.118
'[23:07:23.432]',139.062,0.267,0.118
'[23:07:23.440]',138.281,0.263,0.126
'[23:07:23.448]',136.719,0.263,0.126
'[23:07:23.456]',135.156,0.259,0.126
'[23:07:23.464]',132.812,0.259,0.126
'[23:07:23.472]',130.469,0.259,0.134
'[23:07:23.480]',128.125,0.263,0.134
'[23:07:23.488]',125.000,0.267,0.142
'[23:07:23.496]',121.875,0.278,0.142
'[23:07:23.504]',117.969,0.294,0.142
'[23:07:23.512]',114.062,0.306,0.142
'[23:07:23.520]',110.938,0.325,0.142
'[23:07:23.528]',107.812,0.345,0.134
'[23:07:23.536]',104.688,0.369,0.134
'[23:07:23.544]',102.344,0.396,0.134
'[23:07:23.552]',100.000,0.424,0.134
'[23:07:23.560]',98.438,0.447,0.134
'[23:07:23.568]',96.875,0.475,0.134
'[23:07:23.576]',95.312,0.502,0.142
'[23:07:23.584]',93.750,0.529,0.173
'[23:07:23.592]',92.188,0.557,0.189
'[23:07:23.600]',91.406,0.584,0.197
'[23:07:23.608]',89.844,0.604,0.213
'[23:07:23.616]',89.062,0.624,0.268
'[23:07:23.624]',88.281,0.643,0.291
'[23:07:23.632]',87.500,0.663,0.299
'[23:07:23.640]',86.719,0.682,0.307
'[23:07:23.648]',86.719,0.698,0.236
'[23:07:23.656]',85.938,0.710,0.189
'[23:07:23.664]',85.156,0.722,0.150
'[23:07:23.672]',84.375,0.729,0.118
'[23:07:23.680]',84.375,0.737,0.110
'[23:07:23.688]',83.594,0.741,0.094
'[23:07:23.696]',83.594,0.745,0.094
'[23:07:23.704]',82.812,0.745,0.094
'[23:07:23.712]',82.031,0.741,0.071
'[23:07:23.720]',81.250,0.737,0.063
'[23:07:23.728]',81.250,0.733,0.276
'[23:07:23.736]',80.469,0.725,0.693
'[23:07:23.744]',79.688,0.718,1.181
'[23:07:23.752]',79.688,0.706,1.299
'[23:07:23.760]',78.906,0.694,0.992
'[23:07:23.768]',78.125,0.678,0.512
'[23:07:23.776]',78.125,0.659,0.276
'[23:07:23.784]',77.344,0.643,0.150
'[23:07:23.792]',77.344,0.624,0.079
