'Time','II','III','AVR','AVL','AVF','V','RESP','PLETH','ABP'
'[14:53:05.845]',-0.196,-,0.730,-,-,0.605,0.150,1.933,83.740
'[14:53:05.853]',-0.171,-,0.700,-,-,0.610,0.152,1.911,83.740
'[14:53:05.861]',-0.166,-,0.695,-,-,0.600,0.154,1.891,83.670
'[14:53:05.869]',-0.180,-,0.715,-,-,0.605,0.157,1.871,83.492
'[14:53:05.877]',-0.171,-,0.700,-,-,0.585,0.160,1.852,83.175
'[14:53:05.885]',-0.180,-,0.720,-,-,0.590,0.162,1.834,82.813
'[14:53:05.893]',-0.166,-,0.695,-,-,0.570,0.165,1.815,82.356
'[14:53:05.901]',-0.180,-,0.720,-,-,0.575,0.169,1.797,81.854
'[14:53:05.909]',-0.151,-,0.685,-,-,0.565,0.172,1.779,81.422
'[14:53:05.917]',-0.166,-,0.715,-,-,0.550,0.176,1.763,80.990
'[14:53:05.925]',-0.130,-,0.675,-,-,0.545,0.180,1.748,80.559
'[14:53:05.933]',-0.146,-,0.695,-,-,0.550,0.183,1.731,80.108
'[14:53:05.941]',-0.120,-,0.670,-,-,0.530,0.187,1.714,79.746
'[14:53:05.949]',-0.130,-,0.685,-,-,0.535,0.190,1.696,79.429
'[14:53:05.957]',-0.100,-,0.655,-,-,0.520,0.192,1.680,79.105
'[14:53:05.965]',-0.115,-,0.685,-,-,0.520,0.195,1.665,78.857
'[14:53:05.973]',-0.075,-,0.645,-,-,0.510,0.198,1.647,78.673
'[14:53:05.981]',-0.095,-,0.665,-,-,0.520,0.200,1.630,78.495
'[14:53:05.989]',-0.050,-,0.630,-,-,0.505,0.203,1.616,78.311
'[14:53:05.997]',-0.065,-,0.650,-,-,0.515,0.206,1.593,78.108
'[14:53:06.005]',-0.025,-,0.610,-,-,0.500,0.208,1.568,77.860
'[14:53:06.013]',-0.041,-,0.640,-,-,0.510,0.211,1.548,77.816
'[14:53:06.021]',0.015,-,0.585,-,-,0.500,0.214,1.534,77.816
'[14:53:06.029]',0.010,-,0.605,-,-,0.505,0.216,1.520,77.746
'[14:53:06.037]',0.050,-,0.560,-,-,0.495,0.219,1.505,77.606
'[14:53:06.045]',0.044,-,0.575,-,-,0.500,0.222,1.490,77.562
'[14:53:06.053]',0.080,-,0.535,-,-,0.480,0.225,1.473,77.562
'[14:53:06.061]',0.090,-,0.555,-,-,0.475,0.227,1.458,77.492
'[14:53:06.069]',0.065,-,0.525,-,-,0.460,0.230,1.445,77.429
'[14:53:06.077]',0.100,-,0.515,-,-,0.445,0.232,1.431,77.562
'[14:53:06.085]',0.070,-,0.545,-,-,0.425,0.235,1.419,78.425
'[14:53:06.093]',0.075,-,0.525,-,-,0.400,0.237,1.412,80.743
'[14:53:06.101]',0.024,-,0.570,-,-,0.395,0.239,1.406,85.238
'[14:53:06.109]',0.030,-,0.550,-,-,0.385,0.240,1.400,92.438
'[14:53:06.117]',-0.045,-,0.620,-,-,0.395,0.242,1.397,102.254
'[14:53:06.125]',-0.061,-,0.605,-,-,0.380,0.243,1.396,113.562
'[14:53:06.133]',-0.095,-,0.650,-,-,0.395,0.244,1.393,124.940
'[14:53:06.141]',-0.106,-,0.645,-,-,0.390,0.245,1.389,135.003
'[14:53:06.149]',-0.130,-,0.675,-,-,0.405,0.246,1.385,142.749
'[14:53:06.157]',-0.120,-,0.670,-,-,0.390,0.246,1.381,147.562
'[14:53:06.165]',-0.155,-,0.695,-,-,0.405,0.246,1.376,149.175
'[14:53:06.173]',-0.140,-,0.675,-,-,0.400,0.246,1.370,147.879
'[14:53:06.181]',-0.155,-,0.695,-,-,0.415,0.245,1.363,144.362
'[14:53:06.189]',-0.140,-,0.675,-,-,0.405,0.244,1.353,139.568
'[14:53:06.197]',-0.160,-,0.700,-,-,0.420,0.244,1.344,134.254
'[14:53:06.205]',-0.130,-,0.670,-,-,0.410,0.242,1.337,128.940
'[14:53:06.213]',-0.146,-,0.695,-,-,0.425,0.241,1.331,123.803
'[14:53:06.221]',-0.130,-,0.675,-,-,0.410,0.238,1.328,118.876
'[14:53:06.229]',-0.151,-,0.695,-,-,0.415,0.236,1.326,114.063
'[14:53:06.237]',-0.126,-,0.670,-,-,0.410,0.233,1.319,109.613
'[14:53:06.245]',-0.146,-,0.695,-,-,0.410,0.229,1.311,105.613
'[14:53:06.253]',-0.126,-,0.670,-,-,0.405,0.226,1.301,102.184
'[14:53:06.261]',-0.140,-,0.690,-,-,0.400,0.223,1.292,99.251
'[14:53:06.269]',-0.126,-,0.670,-,-,0.405,0.220,1.283,96.616
'[14:53:06.277]',-0.120,-,0.690,-,-,0.390,0.218,1.276,94.190
'[14:53:06.285]',-0.140,-,0.695,-,-,0.405,0.214,1.270,92.235
'[14:53:06.293]',-0.120,-,0.670,-,-,0.395,0.211,1.265,91.302
'[14:53:06.301]',-0.140,-,0.690,-,-,0.405,0.206,1.263,91.689
'[14:53:06.309]',-0.115,-,0.665,-,-,0.390,0.202,1.259,93.187
'[14:53:06.317]',-0.140,-,0.695,-,-,0.395,0.198,1.257,95.435
'[14:53:06.325]',-0.126,-,0.670,-,-,0.380,0.194,1.257,97.937
'[14:53:06.333]',-0.146,-,0.695,-,-,0.390,0.191,1.256,100.432
'[14:53:06.341]',-0.135,-,0.675,-,-,0.380,0.187,1.257,102.686
'[14:53:06.349]',-0.151,-,0.700,-,-,0.380,0.184,1.262,104.546
'[14:53:06.357]',-0.130,-,0.675,-,-,0.375,0.181,1.276,105.860
'[14:53:06.365]',-0.146,-,0.695,-,-,0.380,0.178,1.305,106.610
'[14:53:06.373]',-0.130,-,0.675,-,-,0.370,0.175,1.357,106.679
'[14:53:06.381]',-0.146,-,0.695,-,-,0.380,0.173,1.433,106.184
'[14:53:06.389]',-0.120,-,0.665,-,-,0.365,0.171,1.536,105.181
'[14:53:06.397]',-0.146,-,0.695,-,-,0.375,0.169,1.665,103.867
'[14:53:06.405]',-0.120,-,0.670,-,-,0.360,0.167,1.814,102.432
'[14:53:06.413]',-0.146,-,0.695,-,-,0.375,0.165,1.975,101.003
'[14:53:06.421]',-0.120,-,0.665,-,-,0.360,0.163,2.114,99.683
'[14:53:06.429]',-0.171,-,0.715,-,-,0.350,0.162,2.236,98.483
'[14:53:06.437]',-0.180,-,0.690,-,-,0.330,0.161,2.359,97.435
'[14:53:06.445]',-0.200,-,0.720,-,-,0.320,0.159,2.467,96.552
'[14:53:06.453]',-0.205,-,0.690,-,-,0.335,0.158,2.552,95.867
'[14:53:06.461]',-0.160,-,0.670,-,-,0.335,0.157,2.611,95.232
'[14:53:06.469]',-0.115,-,0.640,-,-,0.315,0.156,2.643,94.737
'[14:53:06.477]',-0.095,-,0.630,-,-,0.310,0.154,2.653,94.305
'[14:53:06.485]',-0.086,-,0.655,-,-,0.325,0.152,2.641,93.873
'[14:53:06.493]',-0.075,-,0.635,-,-,0.350,0.151,2.613,93.441
'[14:53:06.501]',-0.106,-,0.675,-,-,0.360,0.149,2.571,92.984
'[14:53:06.509]',-0.095,-,0.655,-,-,0.345,0.148,2.519,92.622
'[14:53:06.517]',-0.110,-,0.680,-,-,0.355,0.147,2.467,92.235
'[14:53:06.525]',-0.086,-,0.650,-,-,0.345,0.146,2.414,91.803
'[14:53:06.533]',-0.095,-,0.670,-,-,0.350,0.146,2.355,91.441
'[14:53:06.541]',-0.075,-,0.645,-,-,0.340,0.145,2.291,90.984
'[14:53:06.549]',-0.095,-,0.665,-,-,0.345,0.145,2.227,90.622
'[14:53:06.557]',-0.081,-,0.640,-,-,0.335,0.144,2.166,90.171
'[14:53:06.565]',-0.090,-,0.665,-,-,0.350,0.144,2.110,89.740
'[14:53:06.573]',-0.061,-,0.635,-,-,0.345,0.144,2.064,89.238
'[14:53:06.581]',-0.075,-,0.655,-,-,0.360,0.144,2.026,88.806
'[14:53:06.589]',-0.045,-,0.625,-,-,0.345,0.144,2.000,88.305
'[14:53:06.597]',-0.050,-,0.630,-,-,0.340,0.145,1.985,87.873
'[14:53:06.605]',0.250,-,0.420,-,-,0.265,0.145,1.981,87.308
'[14:53:06.613]',0.740,-,0.155,-,-,-0.321,0.146,1.986,86.806
'[14:53:06.621]',1.366,-,-0.196,-,-,-0.500,0.147,1.994,86.305
'[14:53:06.629]',1.501,-,-0.486,-,-,-0.500,0.148,2.004,85.810
'[14:53:06.637]',1.501,-,-0.500,-,-,-0.500,0.150,2.016,85.378
'[14:53:06.645]',1.376,-,-0.291,-,-,-0.500,0.151,2.026,84.990
'[14:53:06.653]',0.730,-,0.095,-,-,-0.500,0.153,2.034,84.673
'[14:53:06.661]',0.095,-,0.545,-,-,0.125,0.155,2.037,84.425
'[14:53:06.669]',-0.086,-,0.650,-,-,0.470,0.157,2.035,84.241
'[14:53:06.677]',-0.155,-,0.705,-,-,0.570,0.159,2.028,84.127
'[14:53:06.685]',-0.175,-,0.700,-,-,0.600,0.161,2.017,84.127
'[14:53:06.693]',-0.196,-,0.725,-,-,0.610,0.163,2.001,84.127
'[14:53:06.701]',-0.211,-,0.740,-,-,0.620,0.165,1.981,84.171
'[14:53:06.709]',-0.191,-,0.710,-,-,0.615,0.168,1.960,84.241
'[14:53:06.717]',-0.205,-,0.730,-,-,0.625,0.171,1.940,84.171
'[14:53:06.725]',-0.186,-,0.705,-,-,0.615,0.174,1.921,84.127
'[14:53:06.733]',-0.205,-,0.735,-,-,0.610,0.177,1.900,83.924
'[14:53:06.741]',-0.171,-,0.700,-,-,0.600,0.180,1.878,83.670
'[14:53:06.749]',-0.191,-,0.720,-,-,0.595,0.183,1.856,83.352
'[14:53:06.757]',-0.175,-,0.700,-,-,0.590,0.185,1.837,82.921
'[14:53:06.765]',-0.191,-,0.720,-,-,0.585,0.188,1.818,82.425
'[14:53:06.773]',-0.166,-,0.695,-,-,0.565,0.191,1.800,81.994
'[14:53:06.781]',-0.186,-,0.715,-,-,0.570,0.195,1.781,81.492
'[14:53:06.789]',-0.146,-,0.680,-,-,0.550,0.199,1.762,80.990
'[14:53:06.797]',-0.166,-,0.710,-,-,0.560,0.203,1.744,80.559
'[14:53:06.805]',-0.135,-,0.675,-,-,0.545,0.207,1.725,80.178
'[14:53:06.813]',-0.146,-,0.700,-,-,0.550,0.211,1.709,79.860
'[14:53:06.821]',-0.120,-,0.665,-,-,0.540,0.215,1.696,79.606
'[14:53:06.829]',-0.130,-,0.690,-,-,0.545,0.218,1.685,79.359
'[14:53:06.837]',-0.106,-,0.655,-,-,0.525,0.221,1.673,79.175
'[14:53:06.845]',-0.115,-,0.675,-,-,0.530,0.224,1.660,79.060
'[14:53:06.853]',-0.081,-,0.645,-,-,0.535,0.227,1.645,78.857
'[14:53:06.861]',-0.086,-,0.655,-,-,0.530,0.230,1.628,78.610
'[14:53:06.869]',-0.061,-,0.625,-,-,0.540,0.233,1.610,78.356
'[14:53:06.877]',-0.045,-,0.630,-,-,0.530,0.236,1.591,78.063
'[14:53:06.885]',-0.021,-,0.605,-,-,0.545,0.240,1.575,77.816
'[14:53:06.893]',-0.000,-,0.590,-,-,0.535,0.243,1.561,77.746
'[14:53:06.901]',0.015,-,0.605,-,-,0.540,0.246,1.550,77.746
'[14:53:06.909]',0.040,-,0.560,-,-,0.520,0.249,1.538,77.816
'[14:53:06.917]',0.035,-,0.580,-,-,0.515,0.252,1.527,77.816
'[14:53:06.925]',0.055,-,0.555,-,-,0.500,0.255,1.519,77.676
'[14:53:06.933]',0.040,-,0.570,-,-,0.490,0.259,1.508,77.606
'[14:53:06.941]',0.060,-,0.540,-,-,0.465,0.262,1.497,77.816
'[14:53:06.949]',0.040,-,0.560,-,-,0.450,0.266,1.486,78.673
'[14:53:06.957]',0.044,-,0.545,-,-,0.425,0.270,1.476,80.990
'[14:53:06.965]',0.015,-,0.575,-,-,0.415,0.274,1.466,85.625
'[14:53:06.973]',0.020,-,0.560,-,-,0.395,0.278,1.457,93.054
'[14:53:06.981]',-0.030,-,0.605,-,-,0.400,0.282,1.448,103.181
'[14:53:06.989]',-0.041,-,0.600,-,-,0.385,0.286,1.439,114.927
'[14:53:06.997]',-0.095,-,0.650,-,-,0.400,0.289,1.429,126.737
'[14:53:07.005]',-0.095,-,0.635,-,-,0.390,0.291,1.421,137.181
'[14:53:07.013]',-0.120,-,0.675,-,-,0.405,0.294,1.414,145.244
'[14:53:07.021]',-0.115,-,0.655,-,-,0.390,0.295,1.412,150.241
'[14:53:07.029]',-0.151,-,0.690,-,-,0.405,0.297,1.410,151.924
'[14:53:07.037]',-0.135,-,0.670,-,-,0.410,0.299,1.407,150.559
'[14:53:07.045]',-0.151,-,0.695,-,-,0.400,0.300,1.403,146.997
'[14:53:07.053]',-0.155,-,0.670,-,-,0.415,0.301,1.399,142.178
'[14:53:07.061]',-0.135,-,0.695,-,-,0.405,0.301,1.395,137.048
'[14:53:07.069]',-0.151,-,0.670,-,-,0.420,0.301,1.390,132.051
'[14:53:07.077]',-0.126,-,0.660,-,-,0.410,0.300,1.385,127.371
'[14:53:07.085]',-0.146,-,0.685,-,-,0.425,0.298,1.378,122.940
'[14:53:07.093]',-0.120,-,0.655,-,-,0.410,0.296,1.369,118.806
'[14:53:07.101]',-0.146,-,0.695,-,-,0.420,0.293,1.357,114.927
'[14:53:07.109]',-0.126,-,0.670,-,-,0.410,0.290,1.344,111.359
'[14:53:07.117]',-0.140,-,0.680,-,-,0.420,0.285,1.334,108.114
'[14:53:07.125]',-0.120,-,0.665,-,-,0.405,0.280,1.326,104.997
'[14:53:07.133]',-0.140,-,0.690,-,-,0.415,0.274,1.316,102.000
'[14:53:07.141]',-0.120,-,0.660,-,-,0.405,0.269,1.307,99.003
'[14:53:07.149]',-0.140,-,0.685,-,-,0.415,0.263,1.300,96.368
'[14:53:07.157]',-0.120,-,0.655,-,-,0.395,0.257,1.295,94.552
'[14:53:07.165]',-0.135,-,0.680,-,-,0.400,0.252,1.290,93.937
'[14:53:07.173]',-0.120,-,0.665,-,-,0.385,0.247,1.285,94.483
'[14:53:07.181]',-0.146,-,0.690,-,-,0.395,0.241,1.281,95.981
'[14:53:07.189]',-0.120,-,0.665,-,-,0.380,0.235,1.276,98.051
'[14:53:07.197]',-0.140,-,0.685,-,-,0.390,0.230,1.273,100.298
'[14:53:07.205]',-0.115,-,0.655,-,-,0.380,0.224,1.271,102.546
'[14:53:07.213]',-0.146,-,0.695,-,-,0.395,0.219,1.275,104.502
'[14:53:07.221]',-0.110,-,0.650,-,-,0.380,0.214,1.286,106.000
'[14:53:07.229]',-0.140,-,0.685,-,-,0.385,0.208,1.311,106.933
'[14:53:07.237]',-0.120,-,0.660,-,-,0.370,0.204,1.357,107.314
'[14:53:07.245]',-0.146,-,0.695,-,-,0.380,0.199,1.428,107.067
'[14:53:07.253]',-0.126,-,0.665,-,-,0.375,0.194,1.528,106.362
'[14:53:07.261]',-0.140,-,0.690,-,-,0.370,0.190,1.654,105.295
'[14:53:07.269]',-0.115,-,0.665,-,-,0.375,0.186,1.804,104.044
'[14:53:07.277]',-0.110,-,0.655,-,-,0.360,0.183,1.967,102.749
'[14:53:07.285]',-0.135,-,0.675,-,-,0.375,0.180,2.134,101.505
'[14:53:07.293]',-0.126,-,0.660,-,-,0.345,0.178,2.291,100.298
'[14:53:07.301]',-0.191,-,0.715,-,-,0.330,0.176,2.431,99.302
'[14:53:07.309]',-0.196,-,0.695,-,-,0.315,0.175,2.545,98.438
'[14:53:07.317]',-0.211,-,0.720,-,-,0.335,0.174,2.623,97.689
'[14:53:07.325]',-0.160,-,0.670,-,-,0.325,0.173,2.671,97.048
'[14:53:07.333]',-0.140,-,0.675,-,-,0.335,0.173,2.703,96.483
'[14:53:07.341]',-0.086,-,0.630,-,-,0.310,0.175,2.716,96.051
'[14:53:07.349]',-0.100,-,0.650,-,-,0.335,0.176,2.711,95.549
'[14:53:07.357]',-0.081,-,0.635,-,-,0.345,0.179,2.692,95.054
'[14:53:07.365]',-0.110,-,0.670,-,-,0.365,0.182,2.662,94.552
'[14:53:07.373]',-0.090,-,0.645,-,-,0.360,0.185,2.623,94.051
'[14:53:07.381]',-0.106,-,0.670,-,-,0.365,0.188,2.577,93.619
'[14:53:07.389]',-0.081,-,0.640,-,-,0.360,0.192,2.525,93.054
'[14:53:07.397]',-0.100,-,0.660,-,-,0.370,0.195,2.468,92.552
'[14:53:07.405]',-0.075,-,0.630,-,-,0.360,0.201,2.409,91.987
'[14:53:07.413]',-0.095,-,0.655,-,-,0.360,0.207,2.352,91.486
'[14:53:07.421]',-0.075,-,0.630,-,-,0.345,0.215,2.298,90.984
'[14:53:07.429]',-0.090,-,0.655,-,-,0.355,0.222,2.241,90.489
'[14:53:07.437]',-0.061,-,0.630,-,-,0.340,0.232,2.188,89.987
'[14:53:07.445]',-0.075,-,0.645,-,-,0.350,0.241,2.141,89.486
'[14:53:07.453]',-0.050,-,0.620,-,-,0.355,0.252,2.104,89.054
'[14:53:07.461]',-0.045,-,0.630,-,-,0.335,0.262,2.076,88.489
'[14:53:07.469]',0.080,-,0.530,-,-,0.325,0.272,2.059,87.987
'[14:53:07.477]',0.515,-,0.275,-,-,-0.015,0.282,2.051,87.486
'[14:53:07.485]',1.065,-,-0.035,-,-,-0.500,0.291,2.051,86.990
'[14:53:07.493]',1.501,-,-0.356,-,-,-0.500,0.301,2.057,86.629
'[14:53:07.501]',1.501,-,-0.500,-,-,-0.500,0.312,2.065,86.171
'[14:53:07.509]',1.501,-,-0.435,-,-,-0.500,0.324,2.074,85.810
'[14:53:07.517]',1.055,-,-0.110,-,-,-0.500,0.337,2.080,85.492
'[14:53:07.525]',0.300,-,0.400,-,-,-0.130,0.351,2.082,85.238
'[14:53:07.533]',-0.050,-,0.635,-,-,0.365,0.363,2.081,85.060
'[14:53:07.541]',-0.120,-,0.675,-,-,0.530,0.376,2.077,84.921
'[14:53:07.549]',-0.171,-,0.715,-,-,0.585,0.388,2.068,84.921
'[14:53:07.557]',-0.166,-,0.695,-,-,0.590,0.400,2.055,84.990
'[14:53:07.565]',-0.211,-,0.735,-,-,0.610,0.413,2.039,85.060
'[14:53:07.573]',-0.191,-,0.710,-,-,0.600,0.426,2.020,85.175
'[14:53:07.581]',-0.216,-,0.730,-,-,0.615,0.440,2.000,85.238
'[14:53:07.589]',-0.191,-,0.705,-,-,0.600,0.454,1.980,85.175
'[14:53:07.597]',-0.211,-,0.730,-,-,0.605,0.469,1.960,85.124
'[14:53:07.605]',-0.180,-,0.700,-,-,0.590,0.484,1.937,84.876
'[14:53:07.613]',-0.205,-,0.730,-,-,0.590,0.500,1.918,84.489
'[14:53:07.621]',-0.175,-,0.700,-,-,0.570,0.516,1.898,84.057
'[14:53:07.629]',-0.191,-,0.720,-,-,0.575,0.529,1.877,83.562
'[14:53:07.637]',-0.160,-,0.690,-,-,0.565,0.543,1.856,83.060
'[14:53:07.645]',-0.180,-,0.715,-,-,0.560,0.556,1.837,82.559
'[14:53:07.653]',-0.155,-,0.685,-,-,0.550,0.568,1.818,82.108
'[14:53:07.661]',-0.166,-,0.705,-,-,0.555,0.581,1.800,81.676
'[14:53:07.669]',-0.140,-,0.680,-,-,0.545,0.593,1.780,81.244
'[14:53:07.677]',-0.135,-,0.670,-,-,0.540,0.606,1.760,80.813
'[14:53:07.685]',-0.151,-,0.700,-,-,0.545,0.619,1.739,80.495
'[14:53:07.693]',-0.120,-,0.660,-,-,0.535,0.630,1.719,80.241
'[14:53:07.701]',-0.140,-,0.685,-,-,0.545,0.642,1.699,80.063
'[14:53:07.709]',-0.095,-,0.650,-,-,0.525,0.652,1.679,79.860
'[14:53:07.717]',-0.110,-,0.675,-,-,0.535,0.663,1.666,79.676
'[14:53:07.725]',-0.075,-,0.630,-,-,0.520,0.675,1.652,79.429
'[14:53:07.733]',-0.086,-,0.655,-,-,0.530,0.687,1.635,79.175
'[14:53:07.741]',-0.050,-,0.620,-,-,0.520,0.699,1.621,78.857
'[14:53:07.749]',-0.055,-,0.635,-,-,0.525,0.712,1.604,78.673
'[14:53:07.757]',-0.005,-,0.595,-,-,0.515,0.725,1.586,78.610
'[14:53:07.765]',-0.015,-,0.605,-,-,0.520,0.739,1.567,78.610
'[14:53:07.773]',0.040,-,0.565,-,-,0.500,0.753,1.548,78.673
'[14:53:07.781]',0.024,-,0.580,-,-,0.500,0.767,1.530,78.743
'[14:53:07.789]',0.055,-,0.555,-,-,0.475,0.779,1.513,78.743
'[14:53:07.797]',0.044,-,0.570,-,-,0.475,0.792,1.499,78.743
'[14:53:07.805]',0.070,-,0.545,-,-,0.450,0.803,1.487,79.060
'[14:53:07.813]',0.040,-,0.570,-,-,0.445,0.814,1.479,80.063
'[14:53:07.821]',0.060,-,0.540,-,-,0.415,0.825,1.472,82.489
'[14:53:07.829]',0.024,-,0.580,-,-,0.410,0.837,1.464,87.238
'[14:53:07.837]',0.015,-,0.565,-,-,0.385,0.849,1.456,94.870
'[14:53:07.845]',-0.035,-,0.615,-,-,0.390,0.861,1.448,105.295
'[14:53:07.853]',-0.050,-,0.605,-,-,0.380,0.871,1.441,117.378
'[14:53:07.861]',-0.086,-,0.645,-,-,0.385,0.882,1.433,129.549
'[14:53:07.869]',-0.095,-,0.640,-,-,0.395,0.892,1.424,140.317
'[14:53:07.877]',-0.115,-,0.665,-,-,0.380,0.901,1.416,148.495
'[14:53:07.885]',-0.126,-,0.675,-,-,0.400,0.910,1.411,153.448
'[14:53:07.893]',-0.151,-,0.670,-,-,0.390,0.918,1.405,155.060
'[14:53:07.901]',-0.166,-,0.705,-,-,0.405,0.926,1.400,153.740
'[14:53:07.909]',-0.140,-,0.675,-,-,0.390,0.934,1.395,150.241
'[14:53:07.917]',-0.171,-,0.710,-,-,0.405,0.941,1.392,145.676
'[14:53:07.925]',-0.146,-,0.675,-,-,0.395,0.947,1.388,140.863
'[14:53:07.933]',-0.166,-,0.705,-,-,0.405,0.952,1.380,136.298
'[14:53:07.941]',-0.146,-,0.675,-,-,0.395,0.957,1.370,132.051
'[14:53:07.949]',-0.166,-,0.700,-,-,0.405,0.961,1.357,128.121
'[14:53:07.957]',-0.140,-,0.675,-,-,0.395,0.964,1.345,124.552
'[14:53:07.965]',-0.166,-,0.705,-,-,0.410,0.967,1.334,121.378
'[14:53:07.973]',-0.130,-,0.675,-,-,0.400,0.969,1.325,118.311
'[14:53:07.981]',-0.151,-,0.700,-,-,0.405,0.971,1.315,115.244
'[14:53:07.989]',-0.126,-,0.670,-,-,0.400,0.972,1.306,112.063
'[14:53:07.997]',-0.155,-,0.705,-,-,0.410,0.973,1.298,108.610
'[14:53:08.005]',-0.126,-,0.675,-,-,0.395,0.974,1.291,105.111
'[14:53:08.013]',-0.155,-,0.700,-,-,0.400,0.973,1.288,101.752
'[14:53:08.021]',-0.126,-,0.675,-,-,0.385,0.973,1.284,99.117
'[14:53:08.029]',-0.151,-,0.700,-,-,0.395,0.972,1.278,97.689
'[14:53:08.037]',-0.135,-,0.675,-,-,0.380,0.971,1.274,97.619
'[14:53:08.045]',-0.130,-,0.700,-,-,0.385,0.970,1.269,98.730
'[14:53:08.053]',-0.151,-,0.680,-,-,0.390,0.970,1.265,100.800
'[14:53:08.061]',-0.135,-,0.675,-,-,0.380,0.969,1.263,103.181
'[14:53:08.069]',-0.155,-,0.695,-,-,0.385,0.969,1.263,105.543
'[14:53:08.077]',-0.130,-,0.670,-,-,0.375,0.969,1.266,107.683
'[14:53:08.085]',-0.155,-,0.695,-,-,0.385,0.969,1.280,109.359
'[14:53:08.093]',-0.130,-,0.675,-,-,0.370,0.969,1.313,110.565
'[14:53:08.101]',-0.151,-,0.700,-,-,0.380,0.970,1.371,111.111
'[14:53:08.109]',-0.120,-,0.660,-,-,0.370,0.970,1.457,111.111
'[14:53:08.117]',-0.151,-,0.700,-,-,0.375,0.971,1.551,110.495
'[14:53:08.125]',-0.130,-,0.670,-,-,0.360,0.971,1.661,109.498
'[14:53:08.133]',-0.151,-,0.700,-,-,0.370,0.972,1.804,108.178
'[14:53:08.141]',-0.126,-,0.670,-,-,0.360,0.972,1.967,106.749
'[14:53:08.149]',-0.146,-,0.690,-,-,0.370,0.973,2.136,105.429
'[14:53:08.157]',-0.135,-,0.675,-,-,0.350,0.974,2.300,104.184
'[14:53:08.165]',-0.191,-,0.715,-,-,0.345,0.975,2.450,103.117
'[14:53:08.173]',-0.191,-,0.700,-,-,0.325,0.975,2.576,102.114
'[14:53:08.181]',-0.220,-,0.725,-,-,0.340,0.976,2.674,101.365
'[14:53:08.189]',-0.186,-,0.685,-,-,0.330,0.977,2.745,100.686
'[14:53:08.197]',-0.166,-,0.690,-,-,0.325,0.978,2.790,100.114
'[14:53:08.205]',-0.100,-,0.630,-,-,0.305,0.978,2.812,99.549
'[14:53:08.213]',-0.106,-,0.655,-,-,0.315,0.979,2.814,99.048
'[14:53:08.221]',-0.086,-,0.645,-,-,0.330,0.980,2.802,98.552
'[14:53:08.229]',-0.115,-,0.680,-,-,0.360,0.981,2.779,97.981
'[14:53:08.237]',-0.106,-,0.660,-,-,0.350,0.983,2.748,97.435
'[14:53:08.245]',-0.120,-,0.680,-,-,0.360,0.984,2.709,96.870
'[14:53:08.253]',-0.090,-,0.655,-,-,0.345,0.986,2.662,96.235
'[14:53:08.261]',-0.086,-,0.650,-,-,0.350,0.988,2.608,95.689
'[14:53:08.269]',-0.106,-,0.670,-,-,0.355,0.990,2.549,95.054
'[14:53:08.277]',-0.075,-,0.640,-,-,0.345,0.991,2.486,94.438
'[14:53:08.285]',-0.095,-,0.665,-,-,0.355,0.993,2.422,93.803
'[14:53:08.293]',-0.075,-,0.630,-,-,0.340,0.995,2.361,93.232
'[14:53:08.301]',-0.090,-,0.660,-,-,0.360,0.997,2.303,92.692
'[14:53:08.309]',-0.061,-,0.630,-,-,0.345,0.999,2.252,92.121
'[14:53:08.317]',-0.081,-,0.655,-,-,0.360,0.999,2.212,91.556
'[14:53:08.325]',-0.050,-,0.620,-,-,0.335,1.000,2.181,91.054
'[14:53:08.333]',0.040,-,0.625,-,-,0.320,1.000,2.158,90.622
'[14:53:08.341]',0.480,-,0.285,-,-,0.040,1.000,2.146,90.121
'[14:53:08.349]',1.025,-,0.004,-,-,-0.500,1.000,2.140,89.670
'[14:53:08.357]',1.501,-,-0.346,-,-,-0.500,1.000,2.139,89.238
'[14:53:08.365]',1.501,-,-0.500,-,-,-0.500,1.000,2.143,88.806
'[14:53:08.373]',1.501,-,-0.500,-,-,-0.500,1.000,2.148,88.419
'[14:53:08.381]',1.321,-,-0.265,-,-,-0.500,1.000,2.152,88.127
'[14:53:08.389]',0.495,-,0.260,-,-,-0.291,1.000,2.154,87.873
'[14:53:08.397]',-0.021,-,0.620,-,-,0.305,1.000,2.152,87.740
'[14:53:08.405]',-0.115,-,0.660,-,-,0.515,1.000,2.146,87.670
'[14:53:08.413]',-0.186,-,0.720,-,-,0.585,1.000,2.136,87.625
'[14:53:08.421]',-0.191,-,0.700,-,-,0.595,1.000,2.122,87.625
'[14:53:08.429]',-0.220,-,0.735,-,-,0.615,1.000,2.107,87.625
'[14:53:08.437]',-0.211,-,0.715,-,-,0.610,1.000,2.089,87.556
'[14:53:08.445]',-0.231,-,0.740,-,-,0.615,1.000,2.069,87.422
'[14:53:08.453]',-0.211,-,0.715,-,-,0.620,1.000,2.045,87.238
'[14:53:08.461]',-0.220,-,0.735,-,-,0.605,1.000,2.021,86.990
'[14:53:08.469]',-0.200,-,0.715,-,-,0.610,1.000,1.997,86.673
'[14:53:08.477]',-0.211,-,0.735,-,-,0.590,1.000,1.974,86.241
'[14:53:08.485]',-0.186,-,0.705,-,-,0.600,1.000,1.950,85.740
'[14:53:08.493]',-0.175,-,0.695,-,-,0.585,1.000,1.927,85.238
'[14:53:08.501]',-0.205,-,0.730,-,-,0.590,1.000,1.903,84.743
