'Time','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[01:23:06.528]',0.175,0.915,0.585,0.218,2.547,69.798,21.560,6.311
'[01:23:06.536]',0.175,0.910,0.590,0.219,2.589,69.554,21.003,6.311
'[01:23:06.544]',0.175,0.910,0.585,0.220,2.621,69.310,20.495,6.369
'[01:23:06.552]',0.175,0.905,0.585,0.221,2.638,69.066,20.065,6.438
'[01:23:06.560]',0.175,0.905,0.580,0.222,2.643,68.675,19.371,6.555
'[01:23:06.568]',0.170,0.905,0.595,0.223,2.635,68.382,18.434,6.750
'[01:23:06.576]',0.195,0.885,0.625,0.224,2.617,67.991,17.369,6.936
'[01:23:06.584]',0.215,0.780,0.620,0.224,2.589,67.698,16.431,7.121
'[01:23:06.592]',0.315,0.545,0.685,0.225,2.555,67.356,15.747,7.248
'[01:23:06.600]',0.520,0.230,0.720,0.225,2.515,66.965,15.376,7.375
'[01:23:06.608]',0.570,0.035,0.410,0.225,2.472,66.526,15.308,7.561
'[01:23:06.616]',0.530,0.370,0.285,0.225,2.425,66.135,15.493,7.805
'[01:23:06.624]',0.490,0.845,0.470,0.224,2.379,65.695,15.933,8.001
'[01:23:06.632]',0.355,0.960,0.515,0.224,2.334,65.256,16.558,8.245
'[01:23:06.640]',0.255,0.940,0.545,0.224,2.286,64.865,17.183,8.372
'[01:23:06.648]',0.195,0.935,0.565,0.224,2.236,64.474,17.750,8.430
'[01:23:06.656]',0.155,0.945,0.575,0.224,2.183,64.230,18.121,8.430
'[01:23:06.664]',0.150,0.945,0.580,0.224,2.128,63.986,18.121,8.372
'[01:23:06.672]',0.145,0.945,0.580,0.224,2.071,63.742,17.994,8.245
'[01:23:06.680]',0.140,0.945,0.580,0.224,2.014,63.497,17.681,8.001
'[01:23:06.688]',0.145,0.945,0.585,0.224,1.954,63.302,17.310,7.747
'[01:23:06.696]',0.155,0.935,0.580,0.225,1.894,63.058,16.812,7.434
'[01:23:06.704]',0.150,0.935,0.580,0.226,1.835,62.814,16.314,6.994
'[01:23:06.712]',0.155,0.930,0.580,0.227,1.778,62.423,15.933,6.555
'[01:23:06.720]',0.155,0.930,0.580,0.228,1.724,62.032,15.874,6.057
'[01:23:06.728]',0.160,0.920,0.580,0.229,1.679,61.690,16.187,5.617
'[01:23:06.736]',0.165,0.915,0.585,0.230,1.641,61.251,16.871,5.246
'[01:23:06.744]',0.165,0.910,0.585,0.231,1.603,60.811,17.808,4.933
'[01:23:06.752]',0.175,0.900,0.575,0.232,1.568,60.420,18.434,4.689
'[01:23:06.760]',0.175,0.891,0.575,0.233,1.536,60.127,18.375,4.494
'[01:23:06.768]',0.180,0.880,0.570,0.234,1.506,59.932,17.681,4.308
'[01:23:06.776]',0.185,0.870,0.570,0.236,1.481,59.736,16.812,4.181
'[01:23:06.784]',0.190,0.855,0.565,0.237,1.459,59.687,16.187,4.064
'[01:23:06.792]',0.200,0.845,0.560,0.238,1.441,59.541,15.747,3.937
'[01:23:06.800]',0.195,0.835,0.560,0.239,1.425,59.346,15.562,3.810
'[01:23:06.808]',0.195,0.820,0.555,0.240,1.412,59.101,15.493,3.751
'[01:23:06.816]',0.195,0.815,0.555,0.241,1.399,58.613,15.562,3.624
'[01:23:06.824]',0.200,0.795,0.555,0.242,1.390,58.027,15.933,3.439
'[01:23:06.832]',0.200,0.780,0.555,0.244,1.382,57.490,16.812,3.185
'[01:23:06.840]',0.215,0.770,0.545,0.245,1.373,57.001,18.189,2.931
'[01:23:06.848]',0.220,0.765,0.545,0.247,1.364,56.903,19.997,2.745
'[01:23:06.856]',0.215,0.755,0.550,0.248,1.352,57.685,21.999,2.618
'[01:23:06.864]',0.225,0.750,0.555,0.250,1.340,59.883,24.002,2.559
'[01:23:06.872]',0.225,0.755,0.555,0.252,1.327,63.986,25.750,2.559
'[01:23:06.880]',0.230,0.770,0.565,0.253,1.314,69.749,27.060,2.618
'[01:23:06.888]',0.230,0.790,0.565,0.255,1.300,76.050,27.870,2.686
'[01:23:06.896]',0.230,0.815,0.580,0.256,1.286,81.863,28.378,2.745
'[01:23:06.904]',0.235,0.845,0.580,0.257,1.272,86.601,28.496,2.813
'[01:23:06.912]',0.230,0.870,0.585,0.258,1.258,90.313,28.496,2.872
'[01:23:06.920]',0.220,0.905,0.585,0.258,1.244,93.243,28.251,3.058
'[01:23:06.928]',0.215,0.915,0.585,0.259,1.235,95.686,27.870,3.312
'[01:23:06.936]',0.210,0.925,0.580,0.258,1.227,97.737,27.372,3.556
'[01:23:06.944]',0.210,0.925,0.580,0.258,1.217,99.544,26.874,3.868
'[01:23:06.952]',0.210,0.920,0.580,0.256,1.208,101.058,26.503,4.122
'[01:23:06.960]',0.205,0.930,0.570,0.254,1.199,102.231,26.307,4.376
'[01:23:06.968]',0.200,0.930,0.565,0.250,1.192,103.061,26.249,4.621
'[01:23:06.976]',0.205,0.925,0.565,0.247,1.184,103.305,26.249,4.806
'[01:23:06.984]',0.205,0.920,0.565,0.244,1.176,102.915,26.190,5.060
'[01:23:06.992]',0.205,0.920,0.560,0.240,1.169,101.889,26.249,5.246
'[01:23:07.000]',0.205,0.920,0.555,0.236,1.161,100.375,26.307,5.373
'[01:23:07.008]',0.210,0.915,0.555,0.233,1.153,98.616,26.307,5.500
'[01:23:07.016]',0.205,0.915,0.555,0.228,1.146,96.858,26.122,5.558
'[01:23:07.024]',0.205,0.915,0.555,0.223,1.141,95.246,25.750,5.558
'[01:23:07.032]',0.220,0.915,0.555,0.217,1.137,93.781,25.252,5.558
'[01:23:07.040]',0.205,0.920,0.555,0.212,1.132,92.511,24.500,5.558
'[01:23:07.048]',0.200,0.925,0.555,0.207,1.126,91.192,23.621,5.558
'[01:23:07.056]',0.200,0.925,0.555,0.203,1.121,89.873,22.439,5.558
'[01:23:07.064]',0.205,0.920,0.555,0.198,1.115,88.408,21.120,5.617
'[01:23:07.072]',0.200,0.925,0.550,0.194,1.109,86.845,19.870,5.685
'[01:23:07.080]',0.200,0.925,0.545,0.191,1.103,85.282,18.932,5.685
'[01:23:07.088]',0.210,0.930,0.555,0.187,1.094,83.621,18.502,5.685
'[01:23:07.096]',0.230,0.905,0.560,0.183,1.084,81.912,18.248,5.685
'[01:23:07.104]',0.245,0.900,0.570,0.180,1.075,80.251,18.062,5.685
'[01:23:07.112]',0.250,0.895,0.575,0.178,1.069,78.541,17.808,5.744
'[01:23:07.120]',0.250,0.891,0.580,0.175,1.074,76.978,17.623,5.812
'[01:23:07.128]',0.255,0.891,0.580,0.174,1.091,75.660,17.496,5.812
'[01:23:07.136]',0.260,0.891,0.580,0.172,1.126,74.683,17.564,5.871
'[01:23:07.144]',0.245,0.895,0.565,0.172,1.191,73.852,17.935,5.930
'[01:23:07.152]',0.245,0.895,0.555,0.172,1.289,73.168,18.619,5.930
'[01:23:07.160]',0.225,0.900,0.530,0.172,1.419,72.533,19.625,5.871
'[01:23:07.168]',0.215,0.910,0.510,0.173,1.575,71.947,20.690,5.812
'[01:23:07.176]',0.205,0.930,0.510,0.174,1.745,71.361,21.745,5.744
'[01:23:07.184]',0.185,0.945,0.510,0.176,1.918,70.824,22.624,5.685
'[01:23:07.192]',0.160,0.960,0.500,0.177,2.082,70.482,22.996,5.617
'[01:23:07.200]',0.150,0.970,0.495,0.179,2.229,70.238,22.810,5.558
'[01:23:07.208]',0.150,0.965,0.490,0.181,2.352,70.091,22.312,5.500
'[01:23:07.216]',0.150,0.970,0.490,0.183,2.451,69.994,21.560,5.431
'[01:23:07.224]',0.150,0.970,0.490,0.186,2.517,69.798,20.807,5.373
'[01:23:07.232]',0.150,0.965,0.495,0.188,2.558,69.554,20.124,5.373
'[01:23:07.240]',0.155,0.965,0.490,0.192,2.588,69.261,19.625,5.500
'[01:23:07.248]',0.155,0.965,0.495,0.195,2.606,68.870,19.186,5.617
'[01:23:07.256]',0.155,0.965,0.495,0.200,2.609,68.479,18.619,5.744
'[01:23:07.264]',0.140,0.970,0.490,0.204,2.599,68.089,17.935,5.930
'[01:23:07.272]',0.160,0.945,0.520,0.210,2.579,67.796,17.125,6.184
'[01:23:07.280]',0.185,0.865,0.530,0.215,2.549,67.551,16.314,6.311
'[01:23:07.288]',0.285,0.650,0.590,0.220,2.513,67.307,15.747,6.496
'[01:23:07.296]',0.465,0.385,0.665,0.226,2.471,67.063,15.376,6.623
'[01:23:07.304]',0.560,0.175,0.475,0.231,2.425,66.819,15.249,6.867
'[01:23:07.312]',0.535,0.375,0.240,0.236,2.376,66.428,15.376,7.180
'[01:23:07.320]',0.540,0.820,0.360,0.240,2.326,65.988,15.689,7.493
'[01:23:07.328]',0.380,1.000,0.415,0.245,2.278,65.549,16.245,7.747
'[01:23:07.336]',0.265,0.990,0.435,0.251,2.231,65.109,16.998,7.932
'[01:23:07.344]',0.185,0.980,0.460,0.257,2.180,64.670,17.877,8.118
'[01:23:07.352]',0.150,0.985,0.475,0.265,2.127,64.279,18.561,8.245
'[01:23:07.360]',0.135,0.985,0.485,0.272,2.072,63.986,19.000,8.313
'[01:23:07.368]',0.130,0.980,0.485,0.279,2.016,63.742,19.059,8.245
'[01:23:07.376]',0.130,0.976,0.490,0.286,1.957,63.595,18.932,8.186
'[01:23:07.384]',0.135,0.976,0.485,0.292,1.898,63.448,18.688,8.001
'[01:23:07.392]',0.140,0.970,0.485,0.299,1.840,63.302,18.248,7.747
'[01:23:07.400]',0.140,0.960,0.485,0.306,1.781,63.058,17.681,7.434
'[01:23:07.408]',0.150,0.960,0.485,0.313,1.724,62.716,17.183,7.063
'[01:23:07.416]',0.150,0.956,0.485,0.321,1.672,62.423,16.939,6.682
'[01:23:07.424]',0.155,0.950,0.485,0.329,1.629,62.032,17.056,6.369
'[01:23:07.432]',0.155,0.945,0.485,0.338,1.592,61.690,17.623,5.998
'[01:23:07.440]',0.165,0.935,0.485,0.347,1.556,61.299,18.434,5.744
'[01:23:07.448]',0.170,0.925,0.480,0.356,1.522,61.006,18.932,5.500
'[01:23:07.456]',0.175,0.915,0.475,0.365,1.492,60.713,18.619,5.304
'[01:23:07.464]',0.175,0.910,0.475,0.374,1.466,60.567,17.681,5.187
'[01:23:07.472]',0.180,0.900,0.475,0.383,1.444,60.371,16.685,5.060
'[01:23:07.480]',0.185,0.885,0.470,0.392,1.425,60.127,16.314,4.933
'[01:23:07.488]',0.190,0.870,0.470,0.400,1.410,59.883,16.558,4.875
'[01:23:07.496]',0.195,0.855,0.465,0.410,1.396,59.590,17.310,4.748
'[01:23:07.504]',0.195,0.850,0.465,0.420,1.384,59.297,18.307,4.689
'[01:23:07.512]',0.200,0.835,0.465,0.431,1.374,59.004,19.313,4.621
'[01:23:07.520]',0.200,0.825,0.465,0.442,1.365,58.613,20.378,4.494
'[01:23:07.528]',0.200,0.810,0.470,0.452,1.358,58.320,21.618,4.376
'[01:23:07.536]',0.200,0.795,0.470,0.462,1.352,58.027,23.123,4.122
'[01:23:07.544]',0.200,0.795,0.470,0.471,1.345,58.027,24.813,3.810
'[01:23:07.552]',0.205,0.795,0.475,0.481,1.336,58.613,26.561,3.556
'[01:23:07.560]',0.215,0.785,0.475,0.491,1.326,60.371,28.183,3.439
'[01:23:07.568]',0.225,0.780,0.470,0.501,1.316,64.035,29.619,3.439
'[01:23:07.576]',0.235,0.790,0.480,0.511,1.305,69.603,30.752,3.497
'[01:23:07.584]',0.240,0.805,0.480,0.521,1.293,76.197,31.690,3.624
'[01:23:07.592]',0.235,0.830,0.485,0.531,1.282,82.498,32.247,3.810
'[01:23:07.600]',0.235,0.855,0.490,0.541,1.270,87.871,32.559,3.995
'[01:23:07.608]',0.225,0.880,0.495,0.550,1.257,92.364,32.501,4.181
'[01:23:07.616]',0.215,0.900,0.495,0.560,1.244,95.979,32.188,4.435
'[01:23:07.624]',0.215,0.915,0.490,0.567,1.236,98.860,31.749,4.748
'[01:23:07.632]',0.200,0.930,0.485,0.575,1.228,101.156,31.377,5.119
'[01:23:07.640]',0.200,0.935,0.485,0.580,1.219,102.915,31.182,5.500
'[01:23:07.648]',0.205,0.930,0.475,0.586,1.210,104.282,31.182,5.871
'[01:23:07.656]',0.205,0.925,0.475,0.591,1.202,105.308,31.563,6.311
'[01:23:07.664]',0.210,0.925,0.475,0.596,1.196,105.943,32.061,6.682
'[01:23:07.672]',0.205,0.930,0.470,0.601,1.190,106.187,32.628,6.994
'[01:23:07.680]',0.210,0.920,0.465,0.606,1.185,105.796,33.126,7.307
'[01:23:07.688]',0.215,0.915,0.460,0.610,1.180,104.917,33.439,7.561
'[01:23:07.696]',0.215,0.910,0.465,0.614,1.163,103.696,33.624,7.805
'[01:23:07.704]',0.220,0.900,0.470,0.618,1.142,102.231,33.683,8.001
'[01:23:07.712]',0.225,0.891,0.480,0.621,1.127,100.668,33.497,8.118
'[01:23:07.720]',0.230,0.875,0.490,0.625,1.116,99.154,33.126,8.245
'[01:23:07.728]',0.250,0.865,0.505,0.629,1.111,97.688,32.501,8.372
'[01:23:07.736]',0.270,0.860,0.525,0.633,1.109,96.174,31.690,8.430
'[01:23:07.744]',0.290,0.865,0.570,0.637,1.104,94.758,30.752,8.557
'[01:23:07.752]',0.340,0.900,0.710,0.643,1.100,93.292,29.687,8.626
'[01:23:07.760]',0.485,0.910,0.895,0.649,1.095,91.973,28.691,8.743
'[01:23:07.768]',0.710,0.855,0.960,0.657,1.090,90.655,27.685,8.870
'[01:23:07.776]',0.905,0.755,0.720,0.665,1.083,89.385,27.001,8.997
'[01:23:07.784]',1.075,0.665,0.440,0.672,1.074,87.968,26.688,9.124
'[01:23:07.792]',1.146,0.630,0.120,0.680,1.064,86.552,26.561,9.183
'[01:23:07.800]',1.151,0.655,0.000,0.688,1.051,84.940,26.503,9.251
'[01:23:07.808]',1.025,0.735,0.045,0.695,1.041,83.230,26.190,9.310
'[01:23:07.816]',0.891,0.820,0.120,0.705,1.042,81.618,25.750,9.368
'[01:23:07.824]',0.790,0.900,0.205,0.714,1.057,80.104,25.370,9.495
'[01:23:07.832]',0.750,0.935,0.280,0.725,1.093,78.883,25.252,9.622
'[01:23:07.840]',0.680,0.885,0.325,0.736,1.163,77.858,25.311,9.749
'[01:23:07.848]',0.635,0.780,0.375,0.746,1.275,77.125,25.565,9.808
'[01:23:07.856]',0.505,0.720,0.390,0.757,1.426,76.539,25.995,9.876
'[01:23:07.864]',0.295,0.765,0.390,0.767,1.610,76.050,26.376,9.876
'[01:23:07.872]',0.090,0.855,0.395,0.778,1.815,75.611,26.688,9.876
'[01:23:07.880]',-0.045,0.910,0.390,0.789,2.025,75.171,26.933,9.876
'[01:23:07.888]',-0.090,0.930,0.385,0.801,2.228,74.780,27.128,9.749
'[01:23:07.896]',-0.120,0.945,0.385,0.813,2.410,74.487,27.128,9.564
'[01:23:07.904]',-0.130,0.956,0.385,0.826,2.564,74.194,27.001,9.310
'[01:23:07.912]',-0.146,0.950,0.385,0.838,2.687,73.852,26.688,9.056
'[01:23:07.920]',-0.155,0.960,0.385,0.850,2.781,73.559,26.249,8.743
'[01:23:07.928]',-0.155,0.945,0.385,0.862,2.840,73.217,25.809,8.557
'[01:23:07.936]',-0.175,0.945,0.380,0.873,2.872,72.973,25.682,8.430
'[01:23:07.944]',-0.186,0.945,0.390,0.883,2.891,72.680,25.936,8.372
'[01:23:07.952]',-0.191,0.945,0.385,0.893,2.897,72.387,26.122,8.372
'[01:23:07.960]',-0.200,0.940,0.385,0.902,2.890,71.996,25.936,8.499
'[01:23:07.968]',-0.220,0.950,0.390,0.910,2.870,71.605,25.057,8.743
'[01:23:07.976]',-0.220,0.940,0.405,0.918,2.840,71.166,23.748,9.056
'[01:23:07.984]',-0.231,0.940,0.415,0.925,2.802,70.726,22.556,9.437
'[01:23:07.992]',-0.231,0.935,0.415,0.931,2.757,70.287,21.501,9.808
'[01:23:08.000]',-0.236,0.930,0.430,0.937,2.708,69.798,20.807,10.374
'[01:23:08.008]',-0.225,0.920,0.445,0.942,2.655,69.310,20.309,11.000
'[01:23:08.016]',-0.225,0.910,0.465,0.946,2.600,68.821,20.182,11.810
'[01:23:08.024]',-0.211,0.895,0.485,0.949,2.547,68.382,20.495,12.563
'[01:23:08.032]',-0.196,0.885,0.500,0.953,2.497,67.942,21.188,13.246
'[01:23:08.040]',-0.171,0.865,0.510,0.954,2.441,67.551,22.185,13.745
'[01:23:08.048]',-0.126,0.845,0.515,0.955,2.383,67.307,23.377,14.126
'[01:23:08.056]',-0.070,0.825,0.510,0.954,2.324,67.063,24.432,14.370
'[01:23:08.064]',-0.021,0.820,0.505,0.953,2.262,66.819,25.057,14.555
'[01:23:08.072]',0.044,0.805,0.495,0.950,2.198,66.526,24.998,14.624
'[01:23:08.080]',0.105,0.800,0.485,0.948,2.134,66.281,24.119,14.497
'[01:23:08.088]',0.165,0.800,0.475,0.944,2.068,65.988,22.751,14.311
'[01:23:08.096]',0.225,0.795,0.460,0.940,2.003,65.744,21.188,13.930
'[01:23:08.104]',0.260,0.815,0.460,0.935,1.939,65.500,19.938,13.559
'[01:23:08.112]',0.290,0.830,0.460,0.929,1.878,65.158,19.127,13.002
'[01:23:08.120]',0.315,0.845,0.455,0.923,1.821,64.914,18.746,12.309
'[01:23:08.128]',0.325,0.855,0.445,0.917,1.774,64.572,18.619,11.556
'[01:23:08.136]',0.320,0.870,0.445,0.909,1.734,64.279,18.815,10.814
'[01:23:08.144]',0.325,0.885,0.440,0.902,1.695,64.181,19.127,10.062
'[01:23:08.152]',0.320,0.891,0.435,0.892,1.659,64.425,19.371,9.437
'[01:23:08.160]',0.320,0.891,0.435,0.884,1.626,65.109,19.557,8.938
'[01:23:08.168]',0.315,0.895,0.435,0.875,1.596,66.379,19.557,8.499
'[01:23:08.176]',0.310,0.900,0.435,0.867,1.570,68.089,19.498,8.186
'[01:23:08.184]',0.320,0.891,0.430,0.859,1.547,70.189,19.313,7.932
'[01:23:08.192]',0.315,0.891,0.430,0.850,1.529,72.289,19.127,7.805
'[01:23:08.200]',0.315,0.891,0.430,0.841,1.512,74.341,19.000,7.620
'[01:23:08.208]',0.320,0.891,0.425,0.832,1.497,76.197,18.815,7.493
'[01:23:08.216]',0.315,0.891,0.420,0.822,1.482,77.662,18.746,7.307
'[01:23:08.224]',0.320,0.895,0.430,0.812,1.470,78.883,18.619,7.121
'[01:23:08.232]',0.320,0.891,0.425,0.801,1.459,79.762,18.561,6.936
'[01:23:08.240]',0.310,0.895,0.425,0.790,1.446,80.251,18.375,6.809
'[01:23:08.248]',0.315,0.891,0.425,0.778,1.429,80.446,18.189,6.682
'[01:23:08.256]',0.305,0.895,0.420,0.767,1.412,80.300,17.994,6.555
'[01:23:08.264]',0.310,0.891,0.420,0.757,1.392,79.811,17.808,6.496
'[01:23:08.272]',0.320,0.891,0.420,0.747,1.372,78.981,17.808,6.369
'[01:23:08.280]',0.320,0.891,0.420,0.737,1.353,78.004,17.935,6.311
'[01:23:08.288]',0.320,0.891,0.420,0.728,1.332,76.783,18.307,6.242
'[01:23:08.296]',0.320,0.891,0.415,0.719,1.312,75.366,19.000,6.184
'[01:23:08.304]',0.320,0.891,0.420,0.709,1.292,73.559,19.870,6.184
'[01:23:08.312]',0.320,0.891,0.420,0.699,1.274,71.605,20.934,6.242
'[01:23:08.320]',0.320,0.891,0.425,0.690,1.260,69.603,21.999,6.242
'[01:23:08.328]',0.320,0.891,0.420,0.682,1.248,67.698,22.751,6.242
'[01:23:08.336]',0.320,0.891,0.420,0.673,1.237,65.744,22.996,6.311
'[01:23:08.344]',0.320,0.891,0.420,0.666,1.225,63.937,22.751,6.369
'[01:23:08.352]',0.320,0.885,0.415,0.659,1.215,62.423,22.058,6.438
'[01:23:08.360]',0.325,0.885,0.415,0.652,1.206,61.251,21.120,6.555
'[01:23:08.368]',0.325,0.880,0.415,0.644,1.198,60.371,19.997,6.623
'[01:23:08.376]',0.320,0.885,0.415,0.637,1.191,59.785,18.932,6.682
'[01:23:08.384]',0.320,0.885,0.415,0.629,1.183,59.297,17.935,6.682
'[01:23:08.392]',0.315,0.891,0.420,0.622,1.175,59.004,17.183,6.682
'[01:23:08.400]',0.310,0.891,0.420,0.615,1.168,58.857,16.558,6.682
'[01:23:08.408]',0.320,0.880,0.420,0.609,1.163,58.857,16.187,6.682
'[01:23:08.416]',0.320,0.880,0.425,0.602,1.161,59.004,15.933,6.682
'[01:23:08.424]',0.320,0.885,0.425,0.596,1.166,59.004,15.874,6.750
'[01:23:08.432]',0.315,0.885,0.425,0.591,1.179,59.150,15.933,6.809
'[01:23:08.440]',0.310,0.891,0.425,0.585,1.201,59.346,16.060,6.867
'[01:23:08.448]',0.315,0.880,0.420,0.580,1.238,59.541,16.187,6.867
'[01:23:08.456]',0.310,0.885,0.420,0.575,1.287,59.687,16.314,6.936
'[01:23:08.464]',0.315,0.885,0.415,0.570,1.351,59.785,16.431,6.936
'[01:23:08.472]',0.310,0.891,0.415,0.564,1.424,59.883,16.499,6.936
'[01:23:08.480]',0.315,0.885,0.420,0.559,1.504,59.932,16.626,6.936
'[01:23:08.488]',0.310,0.891,0.420,0.554,1.586,59.981,16.626,6.936
'[01:23:08.496]',0.310,0.891,0.420,0.549,1.663,59.932,16.558,6.936
'[01:23:08.504]',0.320,0.891,0.425,0.545,1.732,59.736,16.431,6.936
'[01:23:08.512]',0.335,0.870,0.440,0.541,1.790,59.541,16.372,6.936
'[01:23:08.520]',0.360,0.860,0.450,0.536,1.831,59.346,16.314,6.867
'[01:23:08.528]',0.365,0.855,0.455,0.531,1.857,59.150,16.245,6.809
'[01:23:08.536]',0.360,0.850,0.460,0.527,1.874,59.004,16.118,6.750
'[01:23:08.544]',0.380,0.840,0.465,0.522,1.878,58.662,15.933,6.750
'[01:23:08.552]',0.390,0.835,0.465,0.517,1.868,58.320,15.747,6.750
'[01:23:08.560]',0.385,0.840,0.455,0.513,1.845,57.978,15.493,6.750
'[01:23:08.568]',0.385,0.830,0.450,0.509,1.807,57.734,15.249,6.750
'[01:23:08.576]',0.365,0.830,0.440,0.505,1.759,57.343,15.122,6.809
'[01:23:08.584]',0.350,0.840,0.415,0.501,1.700,57.001,14.936,6.809
'[01:23:08.592]',0.330,0.865,0.415,0.497,1.631,56.610,14.868,6.867
'[01:23:08.600]',0.310,0.885,0.415,0.494,1.556,56.317,14.751,6.867
'[01:23:08.608]',0.295,0.900,0.410,0.490,1.477,55.975,14.682,6.936
'[01:23:08.616]',0.285,0.905,0.400,0.487,1.396,55.633,14.682,6.994
'[01:23:08.624]',0.275,0.905,0.400,0.484,1.326,55.340,14.682,7.063
'[01:23:08.632]',0.275,0.900,0.395,0.480,1.265,55.194,14.682,7.121
'[01:23:08.640]',0.275,0.900,0.410,0.477,1.199,54.852,14.751,7.180
'[01:23:08.648]',0.275,0.900,0.405,0.474,1.136,54.559,14.936,7.307
'[01:23:08.656]',0.280,0.900,0.415,0.472,1.078,54.363,15.122,7.493
'[01:23:08.664]',0.275,0.900,0.410,0.470,1.028,54.119,15.435,7.688
'[01:23:08.672]',0.280,0.905,0.415,0.467,0.987,53.875,15.689,7.932
'[01:23:08.680]',0.270,0.891,0.435,0.464,0.957,53.680,15.747,8.245
'[01:23:08.688]',0.300,0.855,0.450,0.462,0.936,53.435,15.493,8.499
'[01:23:08.696]',0.325,0.735,0.455,0.458,0.925,53.289,15.063,8.743
'[01:23:08.704]',0.440,0.505,0.520,0.455,0.923,53.094,14.438,8.997
'[01:23:08.712]',0.630,0.235,0.555,0.452,0.929,52.947,13.686,9.251
'[01:23:08.720]',0.650,0.145,0.285,0.448,0.941,52.800,13.002,9.495
'[01:23:08.728]',0.615,0.540,0.230,0.445,0.958,52.605,12.309,9.749
'[01:23:08.736]',0.570,0.910,0.380,0.442,0.978,52.410,11.869,9.935
'[01:23:08.744]',0.455,0.965,0.390,0.440,1.001,52.214,11.752,10.120
'[01:23:08.752]',0.355,0.940,0.385,0.437,1.023,52.117,11.937,10.189
'[01:23:08.760]',0.295,0.930,0.415,0.435,1.045,51.970,12.309,10.189
'[01:23:08.768]',0.265,0.935,0.435,0.433,1.065,51.872,12.748,10.062
'[01:23:08.776]',0.245,0.935,0.440,0.431,1.081,51.775,13.246,9.876
'[01:23:08.784]',0.235,0.935,0.435,0.429,1.095,51.677,13.618,9.564
'[01:23:08.792]',0.240,0.935,0.440,0.426,1.106,51.531,13.872,9.251
'[01:23:08.800]',0.245,0.930,0.440,0.424,1.113,51.482,13.872,8.938
'[01:23:08.808]',0.250,0.915,0.435,0.422,1.117,51.433,13.686,8.557
'[01:23:08.816]',0.260,0.910,0.440,0.420,1.118,51.384,13.432,8.118
'[01:23:08.824]',0.265,0.905,0.440,0.419,1.120,51.286,13.500,7.747
'[01:23:08.832]',0.255,0.900,0.445,0.417,1.121,51.237,14.126,7.307
'[01:23:08.840]',0.260,0.895,0.450,0.416,1.118,51.091,15.308,6.994
'[01:23:08.848]',0.265,0.891,0.440,0.415,1.112,50.944,16.499,6.750
'[01:23:08.856]',0.260,0.875,0.440,0.413,1.105,50.749,16.998,6.623
'[01:23:08.864]',0.275,0.860,0.440,0.412,1.096,50.602,16.744,6.555
'[01:23:08.872]',0.275,0.850,0.440,0.411,1.086,50.505,16.187,6.555
'[01:23:08.880]',0.290,0.830,0.440,0.409,1.075,50.358,15.747,6.555
'[01:23:08.888]',0.295,0.820,0.435,0.408,1.064,50.309,15.435,6.555
'[01:23:08.896]',0.305,0.805,0.430,0.406,1.052,50.163,15.249,6.496
'[01:23:08.904]',0.300,0.795,0.435,0.405,1.041,49.968,15.063,6.369
'[01:23:08.912]',0.310,0.780,0.440,0.403,1.031,49.821,15.249,6.184
'[01:23:08.920]',0.310,0.770,0.445,0.402,1.025,49.528,16.001,5.998
'[01:23:08.928]',0.320,0.755,0.445,0.401,1.022,49.284,17.496,5.685
'[01:23:08.936]',0.325,0.740,0.445,0.399,1.016,49.039,19.684,5.304
'[01:23:08.944]',0.320,0.730,0.445,0.398,1.009,48.795,22.185,4.875
'[01:23:08.952]',0.325,0.725,0.450,0.396,1.002,48.698,24.559,4.562
'[01:23:08.960]',0.335,0.710,0.455,0.394,0.995,48.942,26.376,4.249
'[01:23:08.968]',0.330,0.700,0.460,0.392,0.989,50.212,27.753,4.064
'[01:23:08.976]',0.355,0.680,0.460,0.390,0.984,53.631,28.749,3.937
'[01:23:08.984]',0.365,0.675,0.460,0.388,0.980,59.297,29.433,3.868
'[01:23:08.992]',0.370,0.670,0.460,0.386,0.977,66.379,30.059,3.810
'[01:23:09.000]',0.375,0.680,0.460,0.383,0.973,73.217,30.439,3.751
'[01:23:09.008]',0.385,0.695,0.480,0.380,0.971,78.981,30.625,3.751
'[01:23:09.016]',0.375,0.720,0.485,0.376,0.969,83.621,30.557,3.751
'[01:23:09.024]',0.370,0.750,0.495,0.373,0.970,87.382,30.557,3.868
'[01:23:09.032]',0.360,0.780,0.490,0.367,0.972,90.410,30.684,3.937
'[01:23:09.040]',0.350,0.805,0.490,0.363,0.972,92.999,30.996,4.122
'[01:23:09.048]',0.345,0.820,0.485,0.356,0.972,95.002,31.563,4.376
'[01:23:09.056]',0.345,0.835,0.485,0.351,0.973,96.418,32.247,4.689
'[01:23:09.064]',0.335,0.845,0.485,0.345,0.975,97.444,32.872,5.060
'[01:23:09.072]',0.335,0.850,0.485,0.339,0.978,98.030,33.439,5.500
'[01:23:09.080]',0.340,0.850,0.485,0.333,0.981,98.225,33.751,5.871
'[01:23:09.088]',0.330,0.855,0.485,0.327,0.986,97.932,33.810,6.242
'[01:23:09.096]',0.330,0.855,0.485,0.320,0.992,97.102,33.566,6.555
'[01:23:09.104]',0.330,0.855,0.485,0.314,0.998,95.783,33.058,6.809
'[01:23:09.112]',0.340,0.850,0.485,0.306,1.003,94.074,32.432,6.994
