"'Time','I','II','AVR','V','RESP','PLETH','ABP'"
"'[16:46:18.976]',-,0.025,0.744,0.820,0.248,0.453,67.862"
"'[16:46:18.984]',-,0.025,0.740,0.814,0.248,0.467,67.862"
"'[16:46:18.992]',-,0.035,0.734,0.824,0.248,0.481,68.057"
"'[16:46:19.000]',-,0.025,0.744,0.820,0.248,0.492,68.253"
"'[16:46:19.008]',-,0.025,0.734,0.830,0.248,0.500,68.840"
"'[16:46:19.016]',-,0.025,0.740,0.834,0.248,0.511,69.231"
"'[16:46:19.024]',-,0.031,0.734,0.859,0.248,0.521,69.818"
"'[16:46:19.032]',-,0.045,0.734,0.865,0.248,0.533,70.404"
"'[16:46:19.040]',-,0.055,0.725,0.859,0.248,0.543,70.991"
"'[16:46:19.048]',-,0.041,0.730,0.834,0.249,0.550,71.578"
"'[16:46:19.056]',-,0.035,0.734,0.820,0.250,0.557,71.969"
"'[16:46:19.064]',-,0.045,0.740,0.830,0.250,0.561,72.360"
"'[16:46:19.072]',-,0.156,0.676,0.795,0.250,0.564,72.751"
"'[16:46:19.080]',-,0.475,0.475,0.600,0.251,0.565,73.142"
"'[16:46:19.088]',-,0.754,0.250,0.270,0.250,0.565,73.338"
"'[16:46:19.096]',-,0.539,0.230,0.131,0.250,0.564,73.533"
"'[16:46:19.104]',-,-0.014,0.525,0.125,0.250,0.563,73.533"
"'[16:46:19.112]',-,-0.395,0.695,0.275,0.249,0.561,73.338"
"'[16:46:19.120]',-,-0.498,0.779,0.420,0.249,0.559,73.338"
"'[16:46:19.128]',-,-0.498,0.834,0.574,0.249,0.556,73.142"
"'[16:46:19.136]',-,-0.475,0.844,0.686,0.248,0.554,72.947"
"'[16:46:19.144]',-,-0.363,0.834,0.770,0.247,0.549,72.751"
"'[16:46:19.152]',-,-0.244,0.834,0.844,0.246,0.544,72.360"
"'[16:46:19.160]',-,-0.129,0.834,0.914,0.245,0.539,72.164"
"'[16:46:19.168]',-,-0.045,0.811,0.939,0.245,0.531,71.578"
"'[16:46:19.176]',-,0.010,0.789,0.969,0.245,0.523,71.186"
"'[16:46:19.184]',-,0.025,0.795,0.975,0.245,0.514,70.600"
"'[16:46:19.192]',-,0.025,0.789,0.969,0.246,0.504,70.209"
"'[16:46:19.200]',-,0.025,0.795,0.955,0.246,0.497,69.622"
"'[16:46:19.208]',-,0.031,0.789,0.955,0.246,0.490,69.035"
"'[16:46:19.216]',-,0.035,0.785,0.936,0.246,0.484,68.449"
"'[16:46:19.224]',-,0.051,0.770,0.936,0.247,0.478,67.862"
"'[16:46:19.232]',-,0.045,0.779,0.930,0.247,0.473,67.471"
"'[16:46:19.240]',-,0.051,0.779,0.936,0.248,0.468,66.884"
"'[16:46:19.248]',-,0.045,0.785,0.936,0.249,0.464,66.297"
"'[16:46:19.256]',-,0.051,0.775,0.939,0.250,0.460,65.906"
"'[16:46:19.264]',-,0.055,0.785,0.945,0.251,0.457,65.319"
"'[16:46:19.272]',-,0.076,0.775,0.939,0.252,0.457,64.928"
"'[16:46:19.280]',-,0.076,0.775,0.949,0.252,0.456,64.537"
"'[16:46:19.288]',-,0.076,0.770,0.945,0.253,0.456,64.146"
"'[16:46:19.296]',-,0.090,0.766,0.959,0.254,0.456,63.950"
"'[16:46:19.304]',-,0.111,0.744,0.959,0.254,0.457,63.755"
"'[16:46:19.312]',-,0.121,0.744,0.965,0.254,0.457,63.559"
"'[16:46:19.320]',-,0.125,0.734,0.959,0.255,0.458,63.559"
"'[16:46:19.328]',-,0.135,0.730,0.969,0.255,0.458,63.755"
"'[16:46:19.336]',-,0.156,0.715,0.969,0.255,0.459,64.146"
"'[16:46:19.344]',-,0.166,0.709,0.980,0.256,0.458,64.928"
"'[16:46:19.352]',-,0.166,0.695,0.936,0.256,0.456,66.102"
"'[16:46:19.360]',-,0.170,0.689,0.920,0.256,0.452,68.057"
"'[16:46:19.368]',-,0.180,0.670,0.889,0.257,0.448,70.600"
"'[16:46:19.376]',-,0.189,0.660,0.875,0.258,0.443,73.729"
"'[16:46:19.384]',-,0.195,0.650,0.844,0.259,0.438,77.054"
"'[16:46:19.392]',-,0.201,0.645,0.830,0.260,0.434,80.574"
"'[16:46:19.400]',-,0.180,0.650,0.805,0.261,0.431,84.289"
"'[16:46:19.408]',-,0.160,0.654,0.799,0.261,0.429,88.005"
"'[16:46:19.416]',-,0.141,0.670,0.789,0.262,0.427,91.917"
"'[16:46:19.424]',-,0.121,0.680,0.795,0.263,0.425,96.024"
"'[16:46:19.432]',-,0.090,0.695,0.785,0.263,0.421,99.935"
"'[16:46:19.440]',-,0.086,0.699,0.795,0.263,0.417,103.651"
"'[16:46:19.448]',-,0.070,0.721,0.799,0.264,0.413,106.780"
"'[16:46:19.456]',-,0.064,0.709,0.795,0.264,0.409,109.322"
"'[16:46:19.464]',-,0.041,0.730,0.811,0.264,0.404,111.278"
"'[16:46:19.472]',-,0.031,0.734,0.820,0.265,0.399,112.451"
"'[16:46:19.480]',-,0.045,0.734,0.834,0.265,0.395,113.429"
"'[16:46:19.488]',-,0.055,0.730,0.844,0.265,0.390,113.625"
"'[16:46:19.496]',-,0.051,0.740,0.834,0.266,0.387,113.429"
"'[16:46:19.504]',-,0.045,0.734,0.824,0.267,0.384,112.842"
"'[16:46:19.512]',-,0.051,0.740,0.820,0.268,0.379,111.864"
"'[16:46:19.520]',-,0.031,0.725,0.811,0.270,0.375,110.496"
"'[16:46:19.528]',-,0.041,0.730,0.820,0.272,0.370,109.127"
"'[16:46:19.536]',-,0.045,0.721,0.799,0.275,0.366,107.562"
"'[16:46:19.544]',-,0.051,0.721,0.805,0.278,0.362,105.802"
"'[16:46:19.552]',-,0.051,0.715,0.795,0.280,0.359,103.846"
"'[16:46:19.560]',-,0.061,0.709,0.795,0.283,0.357,101.499"
"'[16:46:19.568]',-,0.055,0.715,0.789,0.284,0.355,99.153"
"'[16:46:19.576]',-,0.064,0.705,0.805,0.287,0.354,96.610"
"'[16:46:19.584]',-,0.055,0.715,0.795,0.289,0.353,94.068"
"'[16:46:19.592]',-,0.051,0.721,0.799,0.291,0.354,91.134"
"'[16:46:19.600]',-,0.051,0.721,0.799,0.292,0.355,88.005"
"'[16:46:19.608]',-,0.045,0.721,0.820,0.294,0.358,85.072"
"'[16:46:19.616]',-,0.035,0.725,0.820,0.295,0.361,82.138"
"'[16:46:19.624]',-,0.041,0.730,0.834,0.296,0.365,79.400"
"'[16:46:19.632]',-,0.035,0.740,0.844,0.297,0.370,76.858"
"'[16:46:19.640]',-,0.045,0.740,0.859,0.297,0.377,74.902"
"'[16:46:19.648]',-,0.051,0.740,0.850,0.297,0.387,72.947"
"'[16:46:19.656]',-,0.061,0.725,0.844,0.297,0.398,71.382"
"'[16:46:19.664]',-,0.051,0.740,0.834,0.297,0.410,70.209"
"'[16:46:19.672]',-,0.051,0.730,0.830,0.296,0.422,69.035"
"'[16:46:19.680]',-,0.041,0.740,0.820,0.296,0.435,68.449"
"'[16:46:19.688]',-,0.045,0.725,0.811,0.295,0.449,67.862"
"'[16:46:19.696]',-,0.041,0.734,0.814,0.295,0.460,67.666"
"'[16:46:19.704]',-,0.051,0.721,0.805,0.294,0.473,67.666"
"'[16:46:19.712]',-,0.045,0.725,0.814,0.293,0.489,67.666"
"'[16:46:19.720]',-,0.051,0.715,0.805,0.293,0.502,68.057"
"'[16:46:19.728]',-,0.051,0.721,0.811,0.291,0.516,68.449"
"'[16:46:19.736]',-,0.051,0.721,0.805,0.290,0.530,69.035"
"'[16:46:19.744]',-,0.051,0.725,0.814,0.290,0.543,69.426"
"'[16:46:19.752]',-,0.045,0.721,0.805,0.289,0.553,70.013"
"'[16:46:19.760]',-,0.051,0.721,0.820,0.289,0.562,70.600"
"'[16:46:19.768]',-,0.041,0.721,0.820,0.289,0.569,70.991"
"'[16:46:19.776]',-,0.055,0.725,0.840,0.289,0.574,71.578"
"'[16:46:19.784]',-,0.160,0.660,0.795,0.289,0.576,71.969"
"'[16:46:19.792]',-,0.494,0.449,0.600,0.288,0.576,72.360"
"'[16:46:19.800]',-,0.740,0.246,0.295,0.287,0.575,72.555"
"'[16:46:19.808]',-,0.490,0.230,0.180,0.286,0.572,72.751"
"'[16:46:19.816]',-,-0.049,0.529,0.195,0.285,0.569,72.947"
"'[16:46:19.824]',-,-0.395,0.680,0.295,0.285,0.566,72.947"
"'[16:46:19.832]',-,-0.498,0.775,0.430,0.284,0.563,72.751"
"'[16:46:19.840]',-,-0.498,0.820,0.574,0.283,0.559,72.751"
"'[16:46:19.848]',-,-0.449,0.834,0.680,0.283,0.553,72.555"
"'[16:46:19.856]',-,-0.350,0.830,0.754,0.281,0.547,72.360"
"'[16:46:19.864]',-,-0.234,0.834,0.830,0.280,0.541,71.969"
"'[16:46:19.872]',-,-0.109,0.820,0.889,0.278,0.534,71.773"
"'[16:46:19.880]',-,-0.025,0.805,0.910,0.277,0.527,71.382"
"'[16:46:19.888]',-,0.020,0.779,0.914,0.275,0.519,70.795"
"'[16:46:19.896]',-,0.031,0.785,0.920,0.273,0.511,70.404"
"'[16:46:19.904]',-,0.041,0.775,0.914,0.272,0.504,69.818"
"'[16:46:19.912]',-,0.045,0.785,0.930,0.271,0.498,69.231"
"'[16:46:19.920]',-,0.051,0.775,0.924,0.271,0.490,68.840"
"'[16:46:19.928]',-,0.041,0.775,0.930,0.271,0.482,68.253"
"'[16:46:19.936]',-,0.035,0.779,0.930,0.271,0.475,67.666"
"'[16:46:19.944]',-,0.025,0.789,0.945,0.271,0.469,67.080"
"'[16:46:19.952]',-,0.025,0.789,0.955,0.271,0.465,66.493"
"'[16:46:19.960]',-,0.041,0.785,0.984,0.271,0.462,65.906"
"'[16:46:19.968]',-,0.051,0.789,0.990,0.271,0.460,65.515"
"'[16:46:19.976]',-,0.064,0.785,0.984,0.271,0.460,64.928"
"'[16:46:19.984]',-,0.061,0.789,0.959,0.270,0.459,64.537"
"'[16:46:19.992]',-,0.070,0.789,0.965,0.270,0.459,64.146"
"'[16:46:20.000]',-,0.076,0.779,0.945,0.270,0.459,63.755"
"'[16:46:20.008]',-,0.096,0.770,0.955,0.269,0.459,63.364"
"'[16:46:20.016]',-,0.105,0.760,0.949,0.268,0.458,63.168"
"'[16:46:20.024]',-,0.125,0.744,0.955,0.267,0.456,63.168"
"'[16:46:20.032]',-,0.131,0.734,0.939,0.266,0.453,63.168"
"'[16:46:20.040]',-,0.150,0.721,0.945,0.265,0.450,63.168"
"'[16:46:20.048]',-,0.156,0.721,0.930,0.265,0.446,63.364"
"'[16:46:20.056]',-,0.166,0.705,0.924,0.264,0.443,63.950"
"'[16:46:20.064]',-,0.166,0.699,0.930,0.263,0.439,64.928"
"'[16:46:20.072]',-,0.170,0.695,0.910,0.263,0.437,66.688"
"'[16:46:20.080]',-,0.176,0.689,0.889,0.262,0.434,69.035"
"'[16:46:20.088]',-,0.186,0.670,0.875,0.262,0.431,71.773"
"'[16:46:20.096]',-,0.170,0.670,0.855,0.262,0.430,74.902"
"'[16:46:20.104]',-,0.156,0.670,0.840,0.261,0.429,78.227"
"'[16:46:20.112]',-,0.135,0.686,0.844,0.261,0.429,81.552"
"'[16:46:20.120]',-,0.121,0.695,0.840,0.261,0.428,85.267"
"'[16:46:20.128]',-,0.115,0.699,0.844,0.261,0.426,88.983"
"'[16:46:20.136]',-,0.096,0.709,0.824,0.260,0.424,92.894"
"'[16:46:20.144]',-,0.080,0.721,0.820,0.260,0.421,97.001"
"'[16:46:20.152]',-,0.076,0.715,0.795,0.260,0.416,100.913"
"'[16:46:20.160]',-,0.070,0.721,0.799,0.260,0.411,104.237"
"'[16:46:20.168]',-,0.061,0.721,0.785,0.259,0.405,106.975"
"'[16:46:20.176]',-,0.061,0.725,0.795,0.259,0.398,108.931"
"'[16:46:20.184]',-,0.055,0.730,0.785,0.259,0.393,110.104"
"'[16:46:20.192]',-,0.070,0.721,0.789,0.259,0.389,110.496"
"'[16:46:20.200]',-,0.064,0.715,0.789,0.259,0.385,110.887"
"'[16:46:20.208]',-,0.076,0.709,0.795,0.259,0.381,111.082"
"'[16:46:20.216]',-,0.064,0.721,0.789,0.259,0.376,110.887"
"'[16:46:20.224]',-,0.070,0.715,0.799,0.259,0.370,110.300"
"'[16:46:20.232]',-,0.070,0.715,0.799,0.259,0.365,109.322"
"'[16:46:20.240]',-,0.070,0.715,0.805,0.259,0.360,107.953"
"'[16:46:20.248]',-,0.061,0.721,0.805,0.259,0.354,106.193"
"'[16:46:20.256]',-,0.064,0.721,0.824,0.259,0.349,104.433"
"'[16:46:20.264]',-,0.051,0.730,0.834,0.259,0.344,102.477"
"'[16:46:20.272]',-,0.045,0.725,0.830,0.260,0.339,100.326"
"'[16:46:20.280]',-,0.041,0.740,0.844,0.261,0.334,97.979"
"'[16:46:20.288]',-,0.045,0.730,0.844,0.262,0.330,95.241"
"'[16:46:20.296]',-,0.041,0.744,0.850,0.263,0.327,92.308"
"'[16:46:20.304]',-,0.035,0.740,0.834,0.263,0.326,89.179"
"'[16:46:20.312]',-,0.035,0.744,0.840,0.264,0.326,86.245"
"'[16:46:20.320]',-,0.051,0.725,0.830,0.264,0.326,83.116"
"'[16:46:20.328]',-,0.055,0.725,0.834,0.264,0.326,80.378"
"'[16:46:20.336]',-,0.055,0.721,0.820,0.265,0.328,77.640"
"'[16:46:20.344]',-,0.051,0.725,0.820,0.265,0.332,75.293"
"'[16:46:20.352]',-,0.061,0.715,0.811,0.265,0.339,73.338"
"'[16:46:20.360]',-,0.070,0.721,0.824,0.265,0.347,71.382"
"'[16:46:20.368]',-,0.070,0.715,0.820,0.266,0.358,70.013"
"'[16:46:20.376]',-,0.064,0.709,0.820,0.266,0.370,68.840"
"'[16:46:20.384]',-,0.061,0.721,0.814,0.266,0.384,67.862"
"'[16:46:20.392]',-,0.064,0.715,0.824,0.266,0.398,67.275"
"'[16:46:20.400]',-,0.055,0.721,0.820,0.266,0.413,66.884"
"'[16:46:20.408]',-,0.061,0.715,0.824,0.266,0.427,66.688"
"'[16:46:20.416]',-,0.051,0.730,0.820,0.265,0.443,66.688"
"'[16:46:20.424]',-,0.055,0.725,0.830,0.264,0.457,67.080"
"'[16:46:20.432]',-,0.051,0.730,0.820,0.262,0.470,67.471"
"'[16:46:20.440]',-,0.051,0.725,0.820,0.260,0.481,67.862"
"'[16:46:20.448]',-,0.031,0.744,0.820,0.258,0.491,68.449"
"'[16:46:20.456]',-,0.035,0.744,0.814,0.256,0.500,69.035"
"'[16:46:20.464]',-,0.025,0.744,0.824,0.253,0.506,69.426"
"'[16:46:20.472]',-,0.031,0.744,0.820,0.251,0.514,70.013"
"'[16:46:20.480]',-,0.025,0.744,0.830,0.249,0.521,70.404"
"'[16:46:20.488]',-,0.035,0.730,0.820,0.247,0.528,70.795"
"'[16:46:20.496]',-,0.045,0.734,0.824,0.245,0.533,71.186"
"'[16:46:20.504]',-,0.035,0.730,0.820,0.243,0.539,71.578"
"'[16:46:20.512]',-,0.035,0.734,0.824,0.241,0.543,71.773"
"'[16:46:20.520]',-,0.045,0.730,0.814,0.239,0.545,71.969"
"'[16:46:20.528]',-,0.055,0.725,0.824,0.238,0.546,71.969"
"'[16:46:20.536]',-,0.061,0.721,0.820,0.236,0.546,71.969"
"'[16:46:20.544]',-,0.051,0.725,0.834,0.234,0.543,71.773"
"'[16:46:20.552]',-,0.051,0.725,0.830,0.232,0.539,71.578"
"'[16:46:20.560]',-,0.041,0.734,0.844,0.231,0.534,71.382"
"'[16:46:20.568]',-,0.045,0.740,0.834,0.230,0.527,71.186"
"'[16:46:20.576]',-,0.051,0.730,0.834,0.229,0.521,70.795"
"'[16:46:20.584]',-,0.045,0.725,0.814,0.228,0.514,70.600"
"'[16:46:20.592]',-,0.051,0.725,0.814,0.226,0.508,70.209"
"'[16:46:20.600]',-,0.045,0.734,0.805,0.225,0.501,69.622"
"'[16:46:20.608]',-,0.041,0.725,0.814,0.224,0.495,69.231"
"'[16:46:20.616]',-,0.035,0.734,0.805,0.223,0.489,68.840"
"'[16:46:20.624]',-,0.045,0.725,0.820,0.222,0.481,68.253"
"'[16:46:20.632]',-,0.035,0.734,0.820,0.222,0.475,67.666"
"'[16:46:20.640]',-,0.041,0.734,0.824,0.221,0.469,67.080"
"'[16:46:20.648]',-,0.035,0.740,0.820,0.221,0.465,66.688"
"'[16:46:20.656]',-,0.045,0.730,0.814,0.221,0.462,66.102"
"'[16:46:20.664]',-,0.041,0.734,0.820,0.221,0.460,65.515"
"'[16:46:20.672]',-,0.045,0.730,0.814,0.221,0.459,64.928"
"'[16:46:20.680]',-,0.051,0.730,0.820,0.221,0.456,64.537"
"'[16:46:20.688]',-,0.064,0.721,0.814,0.221,0.453,63.950"
"'[16:46:20.696]',-,0.080,0.721,0.844,0.221,0.450,63.559"
"'[16:46:20.704]',-,0.150,0.680,0.840,0.221,0.448,62.973"
"'[16:46:20.712]',-,0.426,0.510,0.680,0.222,0.447,62.777"
"'[16:46:20.720]',-,0.721,0.279,0.355,0.222,0.447,62.386"
"'[16:46:20.728]',-,0.740,0.225,0.176,0.222,0.447,61.995"
"'[16:46:20.736]',-,0.076,0.475,0.150,0.222,0.447,61.604"
"'[16:46:20.744]',-,-0.318,0.650,0.266,0.223,0.447,61.408"
"'[16:46:20.752]',-,-0.498,0.744,0.395,0.223,0.447,61.017"
"'[16:46:20.760]',-,-0.498,0.811,0.551,0.223,0.447,60.821"
"'[16:46:20.768]',-,-0.475,0.834,0.664,0.223,0.447,60.626"
"'[16:46:20.776]',-,-0.379,0.840,0.760,0.224,0.446,60.235"
"'[16:46:20.784]',-,-0.264,0.844,0.830,0.224,0.444,60.039"
"'[16:46:20.792]',-,-0.148,0.844,0.904,0.224,0.441,59.844"
"'[16:46:20.800]',-,-0.059,0.820,0.924,0.225,0.438,59.648"
"'[16:46:20.808]',-,0.000,0.795,0.945,0.225,0.434,59.452"
"'[16:46:20.816]',-,0.020,0.789,0.939,0.225,0.431,59.257"
"'[16:46:20.824]',-,0.025,0.795,0.955,0.226,0.428,59.061"
"'[16:46:20.832]',-,0.016,0.795,0.945,0.226,0.424,58.866"
"'[16:46:20.840]',-,0.025,0.789,0.955,0.227,0.419,58.866"
"'[16:46:20.848]',-,0.031,0.789,0.949,0.227,0.413,58.670"
"'[16:46:20.856]',-,0.045,0.785,0.959,0.227,0.409,58.475"
"'[16:46:20.864]',-,0.051,0.789,0.955,0.228,0.404,58.475"
"'[16:46:20.872]',-,0.064,0.775,0.945,0.228,0.399,58.279"
"'[16:46:20.880]',-,0.070,0.779,0.936,0.228,0.394,58.279"
"'[16:46:20.888]',-,0.076,0.766,0.939,0.229,0.388,58.279"
"'[16:46:20.896]',-,0.076,0.766,0.945,0.229,0.383,58.083"
"'[16:46:20.904]',-,0.080,0.766,0.936,0.229,0.378,58.083"
"'[16:46:20.912]',-,0.076,0.766,0.945,0.230,0.372,58.083"
"'[16:46:20.920]',-,0.090,0.754,0.936,0.230,0.368,58.083"
"'[16:46:20.928]',-,0.096,0.760,0.949,0.230,0.362,57.888"
"'[16:46:20.936]',-,0.100,0.744,0.939,0.230,0.370,57.888"
"'[16:46:20.944]',-,0.105,0.750,0.955,0.229,0.384,57.888"
"'[16:46:20.952]',-,0.121,0.744,0.949,0.228,0.390,57.888"
"'[16:46:20.960]',-,0.131,0.740,0.959,0.227,0.390,58.279"
"'[16:46:20.968]',-,0.141,0.725,0.945,0.227,0.388,58.866"
"'[16:46:20.976]',-,0.156,0.721,0.949,0.225,0.385,59.844"
"'[16:46:20.984]',-,0.150,0.721,0.936,0.224,0.381,61.604"
"'[16:46:20.992]',-,0.156,0.725,0.945,0.223,0.379,64.342"
"'[16:46:21.000]',-,0.145,0.721,0.924,0.222,0.378,67.471"
"'[16:46:21.008]',-,0.176,0.705,0.920,0.220,0.375,71.186"
"'[16:46:21.016]',-,0.189,0.686,0.895,0.219,0.373,75.098"
"'[16:46:21.024]',-,0.215,0.660,0.879,0.218,0.370,79.400"
"'[16:46:21.032]',-,0.205,0.654,0.844,0.217,0.369,83.703"
"'[16:46:21.040]',-,0.211,0.650,0.840,0.216,0.367,88.201"
"'[16:46:21.048]',-,0.186,0.654,0.820,0.216,0.366,93.090"
"'[16:46:21.056]',-,0.170,0.654,0.814,0.215,0.365,97.979"
"'[16:46:21.064]',-,0.145,0.670,0.805,0.215,0.365,102.673"
"'[16:46:21.072]',-,0.135,0.670,0.811,0.215,0.364,106.584"
"'[16:46:21.080]',-,0.115,0.680,0.814,0.215,0.364,109.518"
"'[16:46:21.088]',-,0.096,0.686,0.795,0.215,0.364,111.473"
"'[16:46:21.096]',-,0.080,0.699,0.805,0.215,0.365,112.842"
"'[16:46:21.104]',-,0.076,0.709,0.795,0.215,0.366,114.211"
"'[16:46:21.112]',-,0.064,0.715,0.811,0.216,0.367,115.189"
"'[16:46:21.120]',-,0.055,0.721,0.805,0.216,0.369,115.580"
"'[16:46:21.128]',-,0.051,0.730,0.820,0.216,0.370,115.189"
"'[16:46:21.136]',-,0.041,0.740,0.814,0.216,0.370,114.016"
"'[16:46:21.144]',-,0.025,0.750,0.824,0.217,0.371,112.256"
"'[16:46:21.152]',-,0.025,0.754,0.824,0.217,0.372,110.496"
"'[16:46:21.160]',-,0.031,0.750,0.834,0.218,0.373,108.735"
"'[16:46:21.168]',-,0.051,0.730,0.811,0.218,0.375,106.780"
"'[16:46:21.176]',-,0.055,0.730,0.820,0.219,0.378,104.628"
"'[16:46:21.184]',-,0.055,0.721,0.814,0.219,0.382,102.086"
"'[16:46:21.192]',-,0.064,0.725,0.820,0.220,0.386,99.544"
"'[16:46:21.200]',-,0.055,0.730,0.814,0.222,0.390,96.806"
"'[16:46:21.208]',-,0.064,0.721,0.824,0.223,0.395,94.068"
"'[16:46:21.216]',-,0.061,0.721,0.820,0.225,0.399,91.330"
"'[16:46:21.224]',-,0.064,0.715,0.824,0.226,0.404,88.396"
"'[16:46:21.232]',-,0.061,0.721,0.814,0.228,0.408,85.463"
"'[16:46:21.240]',-,0.061,0.715,0.820,0.230,0.412,82.529"
"'[16:46:21.248]',-,0.051,0.721,0.814,0.231,0.416,79.791"
"'[16:46:21.256]',-,0.051,0.721,0.820,0.232,0.423,77.054"
"'[16:46:21.264]',-,0.041,0.725,0.824,0.232,0.431,74.902"
"'[16:46:21.272]',-,0.051,0.721,0.820,0.233,0.442,72.947"
"'[16:46:21.280]',-,0.035,0.725,0.830,0.233,0.454,71.382"
"'[16:46:21.288]',-,0.041,0.730,0.820,0.233,0.467,70.013"
"'[16:46:21.296]',-,0.025,0.740,0.840,0.233,0.479,68.840"
"'[16:46:21.304]',-,0.025,0.744,0.820,0.234,0.492,67.862"
"'[16:46:21.312]',-,0.016,0.760,0.830,0.234,0.506,67.275"
"'[16:46:21.320]',-,0.025,0.754,0.824,0.234,0.522,66.884"
"'[16:46:21.328]',-,0.025,0.760,0.834,0.234,0.538,66.884"
"'[16:46:21.336]',-,0.041,0.744,0.830,0.234,0.553,66.884"
"'[16:46:21.344]',-,0.051,0.740,0.834,0.233,0.569,67.275"
"'[16:46:21.352]',-,0.051,0.730,0.820,0.233,0.585,67.471"
"'[16:46:21.360]',-,0.055,0.725,0.824,0.231,0.598,68.057"
"'[16:46:21.368]',-,0.061,0.721,0.820,0.230,0.611,68.449"
"'[16:46:21.376]',-,0.064,0.715,0.830,0.228,0.621,69.035"
"'[16:46:21.384]',-,0.055,0.721,0.820,0.227,0.630,69.622"
"'[16:46:21.392]',-,0.051,0.715,0.824,0.226,0.636,70.209"
"'[16:46:21.400]',-,0.051,0.721,0.814,0.225,0.640,70.600"
"'[16:46:21.408]',-,0.051,0.721,0.820,0.224,0.642,70.991"
"'[16:46:21.416]',-,0.061,0.730,0.830,0.223,0.643,71.382"
"'[16:46:21.424]',-,0.166,0.664,0.799,0.222,0.643,71.578"
"'[16:46:21.432]',-,0.480,0.455,0.590,0.221,0.642,71.773"
"'[16:46:21.440]',-,0.734,0.240,0.279,0.221,0.640,71.969"
"'[16:46:21.448]',-,0.480,0.305,0.156,0.220,0.638,71.969"
"'[16:46:21.456]',-,-0.055,0.525,0.195,0.221,0.635,71.773"
"'[16:46:21.464]',-,-0.404,0.680,0.285,0.221,0.632,71.773"
"'[16:46:21.472]',-,-0.498,0.775,0.430,0.221,0.629,71.578"
"'[16:46:21.480]',-,-0.498,0.844,0.564,0.221,0.624,71.186"
"'[16:46:21.488]',-,-0.494,0.859,0.680,0.220,0.617,70.991"
"'[16:46:21.496]',-,-0.398,0.875,0.760,0.220,0.611,70.600"
"'[16:46:21.504]',-,-0.264,0.869,0.840,0.219,0.605,70.404"
"'[16:46:21.512]',-,-0.135,0.855,0.900,0.219,0.599,70.013"
"'[16:46:21.520]',-,-0.029,0.811,0.930,0.219,0.591,69.622"
"'[16:46:21.528]',-,0.020,0.789,0.945,0.219,0.584,69.231"
"'[16:46:21.536]',-,0.045,0.775,0.939,0.219,0.576,68.840"
"'[16:46:21.544]',-,0.055,0.775,0.945,0.219,0.569,68.253"
"'[16:46:21.552]',-,0.051,0.766,0.936,0.219,0.562,67.862"
"'[16:46:21.560]',-,0.064,0.766,0.945,0.220,0.556,67.275"
"'[16:46:21.568]',-,0.064,0.760,0.939,0.220,0.551,66.688"
"'[16:46:21.576]',-,0.070,0.766,0.955,0.220,0.546,66.102"
"'[16:46:21.584]',-,0.064,0.766,0.949,0.220,0.542,65.515"
"'[16:46:21.592]',-,0.070,0.760,0.965,0.221,0.538,64.928"
"'[16:46:21.600]',-,0.055,0.770,0.959,0.221,0.534,64.537"
"'[16:46:21.608]',-,0.070,0.766,0.975,0.221,0.531,63.950"
"'[16:46:21.616]',-,0.076,0.770,0.965,0.221,0.529,63.364"
"'[16:46:21.624]',-,0.090,0.766,0.975,0.222,0.526,62.973"
"'[16:46:21.632]',-,0.080,0.770,0.969,0.222,0.525,62.582"
"'[16:46:21.640]',-,0.086,0.770,0.980,0.223,0.525,62.190"
"'[16:46:21.648]',-,0.096,0.766,0.969,0.223,0.524,61.995"
"'[16:46:21.656]',-,0.115,0.754,0.984,0.224,0.525,61.799"
"'[16:46:21.664]',-,0.125,0.760,0.980,0.224,0.525,61.604"
"'[16:46:21.672]',-,0.145,0.734,0.984,0.224,0.526,61.604"
"'[16:46:21.680]',-,0.145,0.740,0.969,0.225,0.526,61.408"
"'[16:46:21.688]',-,0.145,0.725,0.959,0.225,0.526,61.408"
"'[16:46:21.696]',-,0.135,0.730,0.924,0.225,0.526,61.604"
"'[16:46:21.704]',-,0.145,0.721,0.910,0.226,0.524,61.995"
"'[16:46:21.712]',-,0.166,0.699,0.895,0.226,0.522,62.973"
"'[16:46:21.720]',-,0.186,0.680,0.875,0.227,0.518,64.537"
"'[16:46:21.728]',-,0.189,0.670,0.859,0.228,0.514,66.493"
"'[16:46:21.736]',-,0.189,0.654,0.844,0.229,0.510,69.035"
"'[16:46:21.744]',-,0.180,0.650,0.824,0.230,0.506,71.773"
"'[16:46:21.752]',-,0.166,0.664,0.814,0.231,0.501,74.902"
"'[16:46:21.760]',-,0.145,0.676,0.820,0.232,0.495,78.031"
"'[16:46:21.768]',-,0.125,0.686,0.805,0.233,0.488,81.160"
"'[16:46:21.776]',-,0.111,0.695,0.820,0.234,0.482,84.681"
"'[16:46:21.784]',-,0.096,0.699,0.814,0.235,0.476,88.201"
"'[16:46:21.792]',-,0.076,0.715,0.820,0.237,0.471,91.917"
"'[16:46:21.800]',-,0.064,0.721,0.814,0.239,0.467,95.437"
"'[16:46:21.808]',-,0.076,0.721,0.830,0.240,0.463,98.566"
"'[16:46:21.816]',-,0.070,0.725,0.830,0.243,0.458,101.108"
"'[16:46:21.824]',-,0.070,0.721,0.844,0.245,0.454,103.064"
